config_id,families,n_features,exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note
A1,time,24,EXP-F1,M1,binary,2,0,r2f0,2596,644,0.7375776397515528,0.7755978155737095,0.8396946564885496,0.7115009746588694,0.4263565891472868,0.5655526992287918,0.4527897549257821,0.8498132523845663,0.5378538559250957,110.0,148.0,365.0,21.0,644.0,131.0,513.0,0.3441761974724316,0.0704192066711255,0.052857,0.004652,{},config defaults
A1,time,24,EXP-F1,M1,binary,2,1,r2f1,2589,651,0.7695852534562212,0.7858266693611248,0.8134328358208955,0.758220502901354,0.4658119658119658,0.592391304347826,0.4816753912918608,0.870839227460377,0.5757290346744969,109.0,125.0,392.0,25.0,651.0,134.0,517.0,0.3002105998820214,0.05363790702618,0.047461,0.00406,{},config defaults
A1,time,24,EXP-F1,M1,binary,2,2,r2f2,2585,655,0.8213740458015267,0.8494842600682017,0.8978102189781022,0.8011583011583011,0.5442477876106194,0.6776859504132231,0.5979982518347469,0.9053490403855368,0.6244574554185515,123.0,103.0,415.0,14.0,655.0,137.0,518.0,0.2595450531729854,0.0323776620269192,0.050717,0.004002,{},config defaults
A1,time,24,EXP-F1,M1,binary,2,3,r2f3,2597,643,0.7993779160186625,0.8314199666030535,0.8854961832061069,0.77734375,0.5043478260869565,0.6426592797783933,0.5569809599729298,0.8622674141221373,0.5077030979348852,116.0,114.0,398.0,15.0,643.0,131.0,512.0,0.3046744031975987,0.0496206814051115,0.053593,0.004488,{},config defaults
A1,time,24,EXP-F1,M1,binary,2,4,r2f4,2593,647,0.8160741885625966,0.8309429243895263,0.8560606060606061,0.8058252427184466,0.5305164319248826,0.6550724637681159,0.5675955861520076,0.8853045013239188,0.5914259113800372,113.0,100.0,415.0,19.0,647.0,132.0,515.0,0.2696482007617795,0.0302181414061967,0.061118,0.004775,{},config defaults
A1,time,24,EXP-F1,M1,binary,3,0,r3f0,2596,644,0.7437888198757764,0.7823385860750264,0.8473282442748091,0.7173489278752436,0.43359375,0.5736434108527132,0.4644711206119846,0.8467181524634316,0.5275992631197615,111.0,145.0,368.0,20.0,644.0,131.0,513.0,0.3413268405102923,0.0747566373626164,0.063643,0.004018,{},config defaults
A1,time,24,EXP-F1,M1,binary,3,1,r3f1,2593,647,0.8145285935085008,0.8356060606060607,0.8712121212121212,0.8,0.5275229357798165,0.6571428571428571,0.5722601151464203,0.8988673139158576,0.6196487828732427,115.0,103.0,412.0,17.0,647.0,132.0,515.0,0.2593881529896841,0.0317698874034726,0.052364,0.004846,{},config defaults
A1,time,24,EXP-F1,M1,binary,3,2,r3f2,2585,655,0.7816793893129771,0.8215388756658732,0.8897058823529411,0.7533718689788054,0.4859437751004016,0.6285714285714286,0.5373458848298831,0.8758783860364955,0.5608440458089968,121.0,128.0,391.0,15.0,655.0,136.0,519.0,0.3077096366132959,0.0356452903334985,0.050913,0.004018,{},config defaults
A1,time,24,EXP-F1,M1,binary,3,3,r3f3,2589,651,0.8003072196620584,0.8138673557278209,0.837037037037037,0.7906976744186046,0.5113122171945701,0.6348314606741573,0.5374493161857291,0.8645994832041343,0.5195306105311744,113.0,108.0,408.0,22.0,651.0,135.0,516.0,0.2985987500053644,0.0297726898016909,0.068293,0.004675,{},config defaults
A1,time,24,EXP-F1,M1,binary,3,4,r3f4,2597,643,0.7916018662519441,0.8009750715648856,0.816793893129771,0.78515625,0.4930875576036866,0.6149425287356322,0.5127391556679295,0.8741501669847328,0.5819115772226844,107.0,110.0,402.0,24.0,643.0,131.0,512.0,0.2754059283878834,0.0602722919941396,0.073616,0.003983,{},config defaults
A1,time,24,EXP-F1,M1,binary,4,0,r4f0,2585,655,0.7236641221374046,0.7686515357588122,0.8455882352941176,0.6917148362235067,0.4181818181818181,0.559610705596107,0.4415849984808249,0.8232177263969173,0.5247402987085038,115.0,160.0,359.0,21.0,655.0,136.0,519.0,0.375105607537029,0.0939914191264807,0.065896,0.003982,{},config defaults
A1,time,24,EXP-F1,M1,binary,4,1,r4f1,2596,644,0.8059006211180124,0.8156406708033868,0.8320610687022901,0.7992202729044834,0.5141509433962265,0.6355685131195336,0.5407636364387609,0.8897817061738315,0.568934756835549,109.0,103.0,410.0,22.0,644.0,131.0,513.0,0.2636166384487832,0.0582983686399297,0.076457,0.023545,{},config defaults
A1,time,24,EXP-F1,M1,binary,4,2,r4f2,2593,647,0.8068006182380216,0.8166666666666667,0.8333333333333334,0.8,0.5164319248826291,0.6376811594202898,0.5431105759792983,0.8955428067078552,0.6147057368699209,110.0,103.0,412.0,22.0,647.0,132.0,515.0,0.2610546842931874,0.0306343287772388,0.082938,0.003947,{},config defaults
A1,time,24,EXP-F1,M1,binary,4,3,r4f3,2589,651,0.8248847926267281,0.85671834625323,0.9111111111111112,0.8023255813953488,0.5466666666666666,0.6833333333333333,0.6082065852410508,0.9073786965259832,0.6248177434790477,123.0,102.0,414.0,12.0,651.0,135.0,516.0,0.2621585046795742,0.0403534499294026,0.052256,0.004107,{},config defaults
A1,time,24,EXP-F1,M1,binary,4,4,r4f4,2597,643,0.7620528771384136,0.7824203840648856,0.816793893129771,0.748046875,0.4533898305084746,0.5831062670299727,0.47200158517106,0.8402164837786259,0.5053367790546389,107.0,129.0,383.0,24.0,643.0,131.0,512.0,0.3392549439789543,0.0545212675970451,0.079245,0.004038,{},config defaults
A1,time,24,EXP-F1,M3,binary,0,0,r0f0,2593,647,0.8176197836166924,0.6713445130920859,0.4242424242424242,0.9184466019417477,0.5714285714285714,0.4869565217391304,0.3852046911249305,0.8508237716975581,0.5200895526257951,56.0,42.0,473.0,76.0,647.0,132.0,515.0,0.244788438130392,0.0337395082924146,2.12948,1.647624,{},config defaults
A1,time,24,EXP-F1,M3,binary,0,1,r0f1,2589,651,0.8663594470046083,0.7334218655272958,0.5074626865671642,0.9593810444874274,0.7640449438202247,0.6098654708520179,0.5494219942497356,0.9175062790496262,0.761013119506485,68.0,21.0,496.0,66.0,651.0,134.0,517.0,0.1914714486268683,0.0596566957816116,2.469258,1.397468,{},config defaults
A1,time,24,EXP-F1,M3,binary,0,2,r0f2,2596,644,0.8633540372670807,0.6953856226656547,0.4122137404580153,0.9785575048732944,0.8307692307692308,0.5510204081632653,0.5221808839967991,0.8940672291415562,0.6987854961256871,54.0,11.0,502.0,77.0,644.0,131.0,513.0,0.2061227687648449,0.0350012195291335,2.299472,1.8673,{},config defaults
A1,time,24,EXP-F1,M3,binary,0,3,r0f3,2585,655,0.8641221374045801,0.7208170109629963,0.4744525547445255,0.9671814671814672,0.7926829268292683,0.593607305936073,0.5427545198758529,0.8950624242595046,0.7362492097890773,65.0,17.0,501.0,72.0,655.0,137.0,518.0,0.209203335799461,0.0687969485608579,1.832204,1.449755,{},config defaults
A1,time,24,EXP-F1,M3,binary,0,4,r0f4,2597,643,0.8584758942457231,0.7520798544847328,0.5725190839694656,0.931640625,0.6818181818181818,0.6224066390041494,0.5392359228589023,0.9089635019083968,0.643578928440787,75.0,35.0,477.0,56.0,643.0,131.0,512.0,0.1999073873543314,0.0549725483925146,2.15637,1.653638,{},config defaults
A1,time,24,EXP-F1,M3,binary,1,0,r1f0,2593,647,0.8052550231839258,0.6438584877905267,0.3712121212121212,0.916504854368932,0.532608695652174,0.4375,0.3319828594751661,0.8588849661665195,0.5372187131428657,49.0,43.0,472.0,83.0,647.0,132.0,515.0,0.240920185612242,0.0512736555074105,2.033,1.573819,{},config defaults
A1,time,24,EXP-F1,M3,binary,1,1,r1f1,2585,655,0.8625954198473282,0.7342315538932336,0.5147058823529411,0.953757225433526,0.7446808510638298,0.6086956521739131,0.5419798880032589,0.9143573614416866,0.7385597858044968,70.0,24.0,495.0,66.0,655.0,136.0,519.0,0.199560196197217,0.071291465788552,2.30311,1.581185,{},config defaults
A1,time,24,EXP-F1,M3,binary,1,2,r1f2,2596,644,0.8788819875776398,0.7420799666681547,0.5114503816793893,0.97270955165692,0.8271604938271605,0.6320754716981132,0.5877416529926505,0.92419981250837,0.7864361414800465,67.0,14.0,499.0,64.0,644.0,131.0,513.0,0.1856895202750035,0.0526286455514915,1.948955,1.650663,{},config defaults
A1,time,24,EXP-F1,M3,binary,1,3,r1f3,2589,651,0.8525345622119815,0.7128122308354867,0.4740740740740741,0.9515503875968992,0.7191011235955056,0.5714285714285714,0.5022907193385417,0.8932960091874821,0.6429878281568149,64.0,25.0,491.0,71.0,651.0,135.0,516.0,0.2123213548394388,0.0311612862830452,2.036019,1.820969,{},config defaults
A1,time,24,EXP-F1,M3,binary,1,4,r1f4,2597,643,0.8693623639191291,0.7333537094465649,0.5038167938931297,0.962890625,0.7764705882352941,0.6111111111111112,0.5549946166705056,0.9063543654580152,0.6952332536375615,66.0,19.0,493.0,65.0,643.0,131.0,512.0,0.2038456081400048,0.0736992354776921,1.950251,1.542611,{},config defaults
A1,time,24,EXP-F1,M3,binary,2,0,r2f0,2596,644,0.8136645962732919,0.664196538844992,0.4122137404580153,0.9161793372319688,0.5567010309278351,0.4736842105263157,0.3695802832581857,0.8531464369150187,0.5057843246732131,54.0,43.0,470.0,77.0,644.0,131.0,513.0,0.2438861737012181,0.0251985052930061,2.249726,1.563959,{},config defaults
A1,time,24,EXP-F1,M3,binary,2,1,r2f1,2589,651,0.8648233486943164,0.7435116487196513,0.5373134328358209,0.9497098646034816,0.7346938775510204,0.6206896551724138,0.5506451318047246,0.905251306331014,0.7033722124850706,72.0,26.0,491.0,62.0,651.0,134.0,517.0,0.2023522198799904,0.0571909004449191,2.250955,2.500817,{},config defaults
A1,time,24,EXP-F1,M3,binary,2,2,r2f2,2585,655,0.8809160305343512,0.7475410760082293,0.5182481751824818,0.9768339768339768,0.8554216867469879,0.6454545454545455,0.6052926117689204,0.9272891243694164,0.7920239590052239,71.0,12.0,506.0,66.0,655.0,137.0,518.0,0.1871618838084088,0.0659988765681964,2.312349,1.327458,{},config defaults
A1,time,24,EXP-F1,M3,binary,2,3,r2f3,2597,643,0.8600311041990669,0.713293177480916,0.465648854961832,0.9609375,0.7530864197530864,0.5754716981132075,0.5178058120733231,0.903133945610687,0.668050633598925,61.0,20.0,492.0,70.0,643.0,131.0,512.0,0.2057736246137085,0.0521091115636378,1.260002,1.595805,{},config defaults
A1,time,24,EXP-F1,M3,binary,2,4,r2f4,2593,647,0.8639876352395672,0.7483598117093262,0.553030303030303,0.9436893203883496,0.7156862745098039,0.6239316239316239,0.5492923627083897,0.903074433656958,0.6861028193468851,73.0,29.0,486.0,59.0,647.0,132.0,515.0,0.2021271906184744,0.0616256547313965,2.144489,1.610145,{},config defaults
A1,time,24,EXP-F1,M3,binary,3,0,r3f0,2596,644,0.8167701863354038,0.646250911417645,0.3587786259541984,0.9337231968810916,0.5802469135802469,0.4433962264150943,0.355079991175478,0.8430427213070845,0.5302647610778983,47.0,34.0,479.0,84.0,644.0,131.0,513.0,0.2473792469281419,0.0422811940203853,2.039222,1.669105,{},config defaults
A1,time,24,EXP-F1,M3,binary,3,1,r3f1,2593,647,0.8686244204018547,0.7484554280670785,0.5454545454545454,0.9514563106796116,0.7422680412371134,0.62882096069869,0.560921198404322,0.9160047072668432,0.6871394041776373,72.0,25.0,490.0,60.0,647.0,132.0,515.0,0.1934079696693857,0.0582009986627956,2.287037,1.481003,{},config defaults
A1,time,24,EXP-F1,M3,binary,3,2,r3f2,2585,655,0.8656488549618321,0.7334452567154028,0.5073529411764706,0.9595375722543352,0.7666666666666667,0.6106194690265486,0.5500760092309154,0.9086478522044656,0.7373129830659794,69.0,21.0,498.0,67.0,655.0,136.0,519.0,0.2024923544670131,0.0683259896175209,2.137369,1.589616,{},config defaults
A1,time,24,EXP-F1,M3,binary,3,3,r3f3,2589,651,0.858678955453149,0.7330964685615848,0.5185185185185185,0.9476744186046512,0.7216494845360825,0.603448275862069,0.5307825971991766,0.9119006603502728,0.7185946290814964,70.0,27.0,489.0,65.0,651.0,135.0,516.0,0.1969532436267983,0.0532442916739065,2.196676,1.445559,{},config defaults
A1,time,24,EXP-F1,M3,binary,3,4,r3f4,2597,643,0.8475894245723172,0.6884392891221374,0.4198473282442748,0.95703125,0.7142857142857143,0.5288461538461539,0.4675397098796229,0.8950232585877863,0.6636234219642997,55.0,22.0,490.0,76.0,643.0,131.0,512.0,0.2118068013151455,0.0354485179542698,2.161755,2.046901,{},config defaults
A1,time,24,EXP-F1,M3,binary,4,0,r4f0,2585,655,0.8244274809160306,0.7020075371188939,0.4926470588235294,0.9113680154142582,0.5929203539823009,0.5381526104417671,0.4337223852522249,0.8542162529751784,0.5883845624372325,67.0,46.0,473.0,69.0,655.0,136.0,519.0,0.2419366865700895,0.0361245942370593,2.437136,1.912689,{},config defaults
A1,time,24,EXP-F1,M3,binary,4,1,r4f1,2596,644,0.8742236024844721,0.7221031799175632,0.465648854961832,0.9785575048732944,0.8472222222222222,0.6009852216748769,0.5674333274871317,0.9135008853771408,0.7180769829344545,61.0,11.0,502.0,70.0,644.0,131.0,513.0,0.1970901193319854,0.0502684212632918,2.811746,1.763306,{},config defaults
A1,time,24,EXP-F1,M3,binary,4,2,r4f2,2593,647,0.8593508500772797,0.7313621653427478,0.5151515151515151,0.9475728155339804,0.7157894736842105,0.5991189427312775,0.526843437238818,0.8989555751691675,0.6772607341824184,68.0,27.0,488.0,64.0,647.0,132.0,515.0,0.2052996549781506,0.0372487906694115,2.013494,1.737796,{},config defaults
A1,time,24,EXP-F1,M3,binary,4,3,r4f3,2589,651,0.8663594470046083,0.7215331610680448,0.4740740740740741,0.9689922480620154,0.8,0.5953488372093023,0.5471386916963049,0.9365920183749642,0.7586201274507581,64.0,16.0,500.0,71.0,651.0,135.0,516.0,0.1862075894906672,0.0814736551371773,2.261308,1.707473,{},config defaults
A1,time,24,EXP-F1,M3,binary,4,4,r4f4,2597,643,0.8475894245723172,0.7140013716603053,0.4885496183206106,0.939453125,0.6736842105263158,0.5663716814159292,0.485808488684349,0.8826484971374047,0.6261889034263923,64.0,31.0,481.0,67.0,643.0,131.0,512.0,0.2188058887336726,0.0490423995710332,2.217388,1.679613,{},config defaults
A1,time,24,EXP-F1,M4,binary,0,0,r0f0,2593,647,0.8315301391035549,0.8012135922330097,0.75,0.8524271844660194,0.5657142857142857,0.6449511400651465,0.5465188144919322,0.8895851721094439,0.6279777006584866,99.0,76.0,439.0,33.0,647.0,132.0,515.0,0.2400591777434312,0.0328531684698608,6.735384,1.992911,{},config defaults
A1,time,24,EXP-F1,M4,binary,0,1,r0f1,2589,651,0.9062980030721968,0.8497863679667427,0.753731343283582,0.9458413926499032,0.7829457364341085,0.7680608365019012,0.7095784863622784,0.9485839660498284,0.8526840039164565,101.0,28.0,489.0,33.0,651.0,134.0,517.0,0.1516765345622119,0.0759324116743472,8.614892,1.577606,{},config defaults
A1,time,24,EXP-F1,M4,binary,0,2,r0f2,2596,644,0.8913043478260869,0.7669300477657248,0.5572519083969466,0.9766081871345028,0.8588235294117647,0.6759259259259259,0.634901602765158,0.9296683183786438,0.8001331546612894,73.0,12.0,501.0,58.0,644.0,131.0,513.0,0.1665581242236024,0.0447670807453416,5.890279,1.576433,{},config defaults
A1,time,24,EXP-F1,M4,binary,0,3,r0f3,2585,655,0.8564885496183207,0.7777315897753854,0.6423357664233577,0.9131274131274132,0.6616541353383458,0.6518518518518519,0.5615900017702611,0.8972817969168334,0.7598919685018989,88.0,45.0,473.0,49.0,655.0,137.0,518.0,0.2053768061068702,0.0489587786259541,5.843895,1.186845,{},config defaults
A1,time,24,EXP-F1,M4,binary,0,4,r0f4,2597,643,0.8755832037325039,0.8679106035305344,0.8549618320610687,0.880859375,0.6473988439306358,0.7368421052631579,0.6682992107591316,0.9298291388358778,0.7658582224961239,112.0,61.0,451.0,19.0,643.0,131.0,512.0,0.2014255676516329,0.0501897356143079,5.440897,1.358586,{},config defaults
A1,time,24,EXP-F1,M4,binary,1,0,r1f0,2593,647,0.8330757341576507,0.7683804060017652,0.6590909090909091,0.8776699029126214,0.58,0.6170212765957447,0.5125633594401781,0.887989114445425,0.6336349626159985,87.0,63.0,452.0,45.0,647.0,132.0,515.0,0.2398421761978361,0.0246676970633694,6.135063,1.603479,{},config defaults
A1,time,24,EXP-F1,M4,binary,1,1,r1f1,2585,655,0.8946564885496183,0.8385682307605122,0.7426470588235294,0.9344894026974953,0.7481481481481481,0.7453874538745388,0.6789859329383545,0.935530715176244,0.8220786507209936,101.0,34.0,485.0,35.0,655.0,136.0,519.0,0.1725983022900763,0.0700824427480915,6.418231,1.659033,{},config defaults
A1,time,24,EXP-F1,M4,binary,1,2,r1f2,2596,644,0.8913043478260869,0.8124042081454697,0.6793893129770993,0.9454191033138402,0.7606837606837606,0.717741935483871,0.6522933677898561,0.9516241834441916,0.8624431450317316,89.0,28.0,485.0,42.0,644.0,131.0,513.0,0.1435392298136646,0.0688447204968943,5.932,1.605335,{},config defaults
A1,time,24,EXP-F1,M4,binary,1,3,r1f3,2589,651,0.8755760368663594,0.8066537467700259,0.6888888888888889,0.9244186046511628,0.7045454545454546,0.6966292134831461,0.6184425490907227,0.9075940281366638,0.6960019831007828,93.0,39.0,477.0,42.0,651.0,135.0,516.0,0.1990782549923195,0.0359231950844853,6.454531,1.376797,{},config defaults
A1,time,24,EXP-F1,M4,binary,1,4,r1f4,2597,643,0.8911353032659409,0.8606348401717557,0.8091603053435115,0.912109375,0.7019867549668874,0.75177304964539,0.6853261123210392,0.9381112833969468,0.7878362073429375,106.0,45.0,467.0,25.0,643.0,131.0,512.0,0.1805314587869362,0.0751477449455676,5.89476,0.869862,{},config defaults
A1,time,24,EXP-F1,M4,binary,2,0,r2f0,2596,644,0.827639751552795,0.7525482493341071,0.6259541984732825,0.8791423001949318,0.5694444444444444,0.5963636363636363,0.487980469081981,0.878599169679925,0.6171305165139198,82.0,62.0,451.0,49.0,644.0,131.0,513.0,0.238309552795031,0.0264689440993788,5.334453,1.979673,{},config defaults
A1,time,24,EXP-F1,M4,binary,2,1,r2f1,2589,651,0.8832565284178188,0.8159300210745114,0.7014925373134329,0.93036750483559,0.7230769230769231,0.7121212121212122,0.6390399733038312,0.933557550737608,0.7830710448995651,94.0,36.0,481.0,40.0,651.0,134.0,517.0,0.1716295545314899,0.0470076804915514,7.242476,1.623691,{},config defaults
A1,time,24,EXP-F1,M4,binary,2,2,r2f2,2585,655,0.900763358778626,0.8433052447650988,0.7445255474452555,0.942084942084942,0.7727272727272727,0.758364312267658,0.6961419210645231,0.941105599864724,0.8444144974240531,102.0,30.0,488.0,35.0,655.0,137.0,518.0,0.1666537404580153,0.0834106870229007,6.757395,2.108996,{},config defaults
A1,time,24,EXP-F1,M4,binary,2,3,r2f3,2597,643,0.8895800933125972,0.8454571207061068,0.7709923664122137,0.919921875,0.7112676056338029,0.73992673992674,0.6708597527973758,0.9340484852099236,0.7738818373573448,101.0,41.0,471.0,30.0,643.0,131.0,512.0,0.1791536298600311,0.0562332814930015,7.411268,2.334106,{},config defaults
A1,time,24,EXP-F1,M4,binary,2,4,r2f4,2593,647,0.8763523956723338,0.8096498970285378,0.696969696969697,0.9223300970873788,0.696969696969697,0.696969696969697,0.6192997940570756,0.9135260370697263,0.7359513746783786,92.0,40.0,475.0,40.0,647.0,132.0,515.0,0.1912596352395672,0.038179289026275,7.250359,1.624373,{},config defaults
A1,time,24,EXP-F1,M4,binary,3,0,r3f0,2596,644,0.8416149068322981,0.7812151243248069,0.6793893129770993,0.8830409356725146,0.5973154362416108,0.6357142857142857,0.5368676884454356,0.8871478951832508,0.6496939371454404,89.0,60.0,453.0,42.0,644.0,131.0,513.0,0.2308493913043478,0.0364409937888199,7.780988,1.611095,{},config defaults
A1,time,24,EXP-F1,M4,binary,3,1,r3f1,2593,647,0.8825347758887172,0.841703442188879,0.7727272727272727,0.9106796116504854,0.6891891891891891,0.7285714285714285,0.655675262836323,0.9343998234774934,0.738812242921349,102.0,46.0,469.0,30.0,647.0,132.0,515.0,0.1768036723338485,0.0386862442040187,7.591906,1.622725,{},config defaults
A1,time,24,EXP-F1,M4,binary,3,2,r3f2,2585,655,0.8809160305343512,0.8380369488835997,0.7647058823529411,0.9113680154142582,0.6933333333333334,0.7272727272727273,0.6526133946858907,0.9403405871018928,0.8213042043972358,104.0,46.0,473.0,32.0,655.0,136.0,519.0,0.1785337893129771,0.0711083969465648,6.811524,1.466196,{},config defaults
A1,time,24,EXP-F1,M4,binary,3,3,r3f3,2589,651,0.8894009216589862,0.815374677002584,0.6888888888888889,0.9418604651162792,0.7560975609756098,0.7209302325581395,0.6532494195034971,0.9316035027275338,0.7938325360921636,93.0,30.0,486.0,42.0,651.0,135.0,516.0,0.1726837603686636,0.0592288786482334,5.116855,1.311062,{},config defaults
A1,time,24,EXP-F1,M4,binary,3,4,r3f4,2597,643,0.8771384136858476,0.79788138120229,0.6641221374045801,0.931640625,0.7131147540983607,0.6877470355731226,0.6119912402193595,0.919966603053435,0.7644394277005037,87.0,35.0,477.0,44.0,643.0,131.0,512.0,0.1784808833592535,0.0405878693623639,7.141604,1.88998,{},config defaults
A1,time,24,EXP-F1,M4,binary,4,0,r4f0,2585,655,0.8244274809160306,0.7861130001133401,0.7205882352941176,0.8516377649325626,0.56,0.6302250803858521,0.5245429773707732,0.8854343760625638,0.6702283886174474,98.0,77.0,442.0,38.0,655.0,136.0,519.0,0.2396058748091603,0.0133465648854961,7.172826,1.793525,{},config defaults
A1,time,24,EXP-F1,M4,binary,4,1,r4f1,2596,644,0.889751552795031,0.8199559543472761,0.7022900763358778,0.9376218323586744,0.7419354838709677,0.7215686274509804,0.6532839799505233,0.9352707468416588,0.78474658447486,92.0,32.0,481.0,39.0,644.0,131.0,513.0,0.169818099378882,0.066139751552795,7.652676,1.767499,{},config defaults
A1,time,24,EXP-F1,M4,binary,4,2,r4f2,2593,647,0.8763523956723338,0.7927478670197117,0.6515151515151515,0.933980582524272,0.7166666666666667,0.6825396825396826,0.6070415031634077,0.9268387761106208,0.7767195309673147,86.0,34.0,481.0,46.0,647.0,132.0,515.0,0.1740034497681607,0.0348655332302936,7.441569,1.956334,{},config defaults
A1,time,24,EXP-F1,M4,binary,4,3,r4f3,2589,651,0.880184331797235,0.8423772609819121,0.7777777777777778,0.9069767441860463,0.6862745098039216,0.7291666666666666,0.6547360548261283,0.9348765432098765,0.7975997421130144,105.0,48.0,468.0,30.0,651.0,135.0,516.0,0.1756712135176651,0.0497235023041474,6.757199,1.830065,{},config defaults
A1,time,24,EXP-F1,M4,binary,4,4,r4f4,2597,643,0.8849144634525661,0.8084446564885497,0.6793893129770993,0.9375,0.7355371900826446,0.7063492063492064,0.6356966725968342,0.9074949308206106,0.7254316585398948,89.0,32.0,480.0,42.0,643.0,131.0,512.0,0.1950799129082426,0.0544261275272162,7.027234,1.938855,{},config defaults
A1,time,24,EXP-F1,M5,binary,0,0,r0f0,2593,647,0.8145285935085008,0.7933509855839953,0.7575757575757576,0.829126213592233,0.5319148936170213,0.625,0.5207423037465203,0.8955722271256252,0.6846531704252208,100.0,88.0,427.0,32.0,647.0,132.0,515.0,0.2565036894886003,0.0725886220915053,13.799689,0.022862,{},config defaults
A1,time,24,EXP-F1,M5,binary,0,1,r0f1,2589,651,0.8924731182795699,0.8631961084326915,0.8134328358208955,0.9129593810444874,0.7077922077922078,0.7569444444444444,0.6910831404335633,0.9458702618435868,0.8512422195275094,109.0,45.0,472.0,25.0,651.0,134.0,517.0,0.1501658599420234,0.018878552014354,13.049043,0.011755,{},config defaults
A1,time,24,EXP-F1,M5,binary,0,2,r0f2,2596,644,0.8835403726708074,0.7819516985848847,0.6106870229007634,0.953216374269006,0.7692307692307693,0.6808510638297872,0.6168584123692501,0.9272205109890927,0.7834825730782092,80.0,24.0,489.0,51.0,644.0,131.0,513.0,0.1661086059184767,0.0264139873949707,13.700213,0.040343,{},config defaults
