task,run,model_id,class_index,class_name,x,mean,sd,n_folds,n_folds_total,auc_mean,auc_sd,ovr_auc_macro_mean,legend
pascal_a,EXP-B1,M4,1,murmur,0.15,0.8470588235294116,0.08410827682167536,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.16,0.8588235294117647,0.09280125149960183,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.17,0.8588235294117647,0.09280125149960183,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.18,0.8711764705882352,0.09454356243552903,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.19,0.8738235294117647,0.09174344063976955,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.2,0.8764705882352942,0.08964023098558795,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.21,0.8764705882352942,0.08964023098558795,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.22,0.8764705882352942,0.08964023098558795,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.23,0.8902941176470588,0.08689670915681297,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.24,0.8929411764705882,0.08967453647133887,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.25,0.9132352941176469,0.0728563970725068,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
