method,model_id,task,outer_fold,repeat,fold,objective,trial,score,score_std,n_inner_folds,seconds,status,inner_accuracy,inner_balanced_accuracy,inner_f1,inner_sensitivity,inner_specificity,inner_fold_0_score,inner_fold_1_score,inner_fold_2_score,inner_fold_0_accuracy,inner_fold_0_balanced_accuracy,inner_fold_0_f1,inner_fold_0_sensitivity,inner_fold_0_specificity,inner_fold_1_accuracy,inner_fold_1_balanced_accuracy,inner_fold_1_f1,inner_fold_1_sensitivity,inner_fold_1_specificity,inner_fold_2_accuracy,inner_fold_2_balanced_accuracy,inner_fold_2_f1,inner_fold_2_sensitivity,inner_fold_2_specificity,param_C,param_l1_ratio,param_max_iter,param_solver,message,best_so_far,param_class_weight,param_gamma,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,param_learning_rate,param_subsample,param_colsample_bytree,param_reg_lambda
random,M5,binary,r0f0,0,0,balanced_accuracy,5,0.844525,0.00452,3,31.7684,ok,0.891246,0.844632,0.743169,0.765478,0.923786,0.842288,0.840459,0.850829,0.907925,0.842288,0.764179,0.731429,0.953148,0.86092,0.840459,0.705596,0.805556,0.875362,0.905202,0.850829,0.767045,0.758427,0.943231,,,,,,0.844525,,,3.0,,13.0,144.0,0.17129776945584144,0.9032350960341495,,
random,M5,binary,r0f0,0,0,balanced_accuracy,6,0.843394,0.004606,3,105.1801,ok,0.901658,0.843537,0.756911,0.744841,0.942233,0.837448,0.848671,0.844062,0.913753,0.837448,0.770186,0.708571,0.966325,0.88046,0.848671,0.733333,0.794444,0.902899,0.910983,0.844062,0.771513,0.730337,0.957787,,,,,,0.844525,,,4.0,,14.0,591.0,0.416758869324571,0.957248448528879,,
random,M5,binary,r0f0,0,0,balanced_accuracy,7,0.838075,0.017207,3,118.6176,ok,0.865407,0.838105,0.70746,0.791745,0.884466,0.846986,0.81401,0.853229,0.895105,0.846986,0.748603,0.765714,0.928258,0.809195,0.81401,0.640693,0.822222,0.805797,0.892486,0.853229,0.75067,0.786517,0.919942,,,,,,0.844525,,,4.0,,10.0,645.0,0.0033521545557804863,0.6175215063148914,,
random,M5,binary,r0f0,0,0,balanced_accuracy,8,0.843256,0.006873,3,105.9319,ok,0.89356,0.843307,0.745387,0.757974,0.928641,0.847342,0.833575,0.84885,0.912587,0.847342,0.774775,0.737143,0.95754,0.85977,0.833575,0.699507,0.788889,0.878261,0.908671,0.84885,0.771014,0.747191,0.950509,,,,,,0.844525,,,3.0,,8.0,483.0,0.0697474985125747,0.8979048623631268,,
random,M5,binary,r0f0,0,0,balanced_accuracy,9,0.834999,0.007046,3,333.7316,ok,0.893945,0.835206,0.740321,0.73546,0.934951,0.825288,0.841787,0.837921,0.907925,0.825288,0.752351,0.685714,0.964861,0.85977,0.841787,0.705314,0.811111,0.872464,0.914451,0.837921,0.773006,0.707865,0.967977,,,,,,0.844525,,,8.0,,8.0,778.0,0.007575178453658366,0.7878223245103232,,
random,M5,binary,r0f0,0,0,balanced_accuracy,10,0.828648,0.022758,3,122.1277,ok,0.83494,0.828666,0.670769,0.818011,0.83932,0.836453,0.797705,0.851786,0.864802,0.836453,0.704082,0.788571,0.884334,0.773563,0.797705,0.60521,0.838889,0.756522,0.867052,0.851786,0.718826,0.825843,0.877729,,,,,,0.844525,,,3.0,,7.0,657.0,0.0022420962165238703,0.7902819704903735,,
random,M5,binary,r0f0,0,0,balanced_accuracy,11,0.838962,0.01041,3,136.1077,ok,0.90243,0.839155,0.755082,0.731707,0.946602,0.824556,0.848792,0.843539,0.90676,0.824556,0.75,0.685714,0.963397,0.883908,0.848792,0.737662,0.788889,0.908696,0.916763,0.843539,0.780488,0.719101,0.967977,,,,,,0.844525,,,8.0,,9.0,259.0,0.06424034729213945,0.933071278423135,,
random,M5,binary,r0f0,0,0,balanced_accuracy,12,0.838791,0.001871,3,222.3447,ok,0.886618,0.838938,0.733212,0.757974,0.919903,0.836574,0.838647,0.841151,0.905594,0.836574,0.756757,0.72,0.953148,0.848276,0.838647,0.691589,0.822222,0.855072,0.906358,0.841151,0.762463,0.730337,0.951965,,,,,,0.844525,,,6.0,,9.0,541.0,0.006967359110462964,0.9329039205580805,,
random,M5,binary,r0f0,0,0,balanced_accuracy,13,0.834961,0.003299,3,326.3626,ok,0.898187,0.835094,0.746154,0.727955,0.942233,0.831734,0.839493,0.833656,0.911422,0.831734,0.7625,0.697143,0.966325,0.872414,0.839493,0.717557,0.783333,0.895652,0.910983,0.833656,0.764526,0.702247,0.965066,,,,,,0.844525,,,8.0,,6.0,664.0,0.011112007409843914,0.8729982015899902,,
random,M5,binary,r0f0,0,0,balanced_accuracy,14,0.82537,0.02265,3,52.9401,ok,0.81103,0.825439,0.648997,0.849906,0.800971,0.82233,0.799275,0.854505,0.832168,0.82233,0.661972,0.805714,0.838946,0.75977,0.799275,0.598848,0.866667,0.731884,0.841618,0.854505,0.694878,0.876404,0.832606,,,,,,0.844525,,,2.0,,16.0,546.0,0.0034637476337323076,0.6029449079004022,,
random,M8,binary,r0f0,0,0,balanced_accuracy,0,0.837134,0.002637,3,20.4716,ok,0.891631,0.837226,0.738605,0.744841,0.929612,0.839502,0.833454,0.838444,0.910256,0.839502,0.765957,0.72,0.959004,0.856322,0.833454,0.695864,0.794444,0.872464,0.908671,0.838444,0.764179,0.719101,0.957787,,,,,,0.837134,,,8.0,,,180.0,0.015293952761249943,0.943439167964553,0.8486840145296819,0.02380725871895355
random,M8,binary,r0f0,0,0,balanced_accuracy,1,0.838554,0.01235,3,15.2028,ok,0.896259,0.838748,0.745987,0.741088,0.936408,0.823091,0.839251,0.853319,0.904429,0.823091,0.745342,0.685714,0.960469,0.865517,0.839251,0.709677,0.794444,0.884058,0.919075,0.853319,0.790419,0.741573,0.965066,,,,,,0.838554,,,10.0,,,574.0,0.11331651898291244,0.9144257221107815,0.5640568163377729,0.6332041485861791
random,M8,binary,r0f0,0,0,balanced_accuracy,2,0.827862,0.010672,3,9.1273,ok,0.885847,0.828022,0.724395,0.729831,0.926214,0.815842,0.825966,0.841777,0.89627,0.815842,0.727829,0.68,0.951684,0.857471,0.825966,0.691542,0.772222,0.87971,0.904046,0.841777,0.75942,0.735955,0.947598,,,,,,0.838554,,,5.0,,,550.0,0.3171837329014025,0.8575460480322659,0.911380806635415,0.5938227000013047
random,M8,binary,r0f0,0,0,balanced_accuracy,3,0.844912,0.004736,3,18.3,ok,0.889703,0.845052,0.74141,0.769231,0.920874,0.83936,0.844444,0.850931,0.903263,0.83936,0.755162,0.731429,0.947291,0.857471,0.844444,0.704762,0.822222,0.866667,0.908671,0.850931,0.772334,0.752809,0.949054,,,,,,0.844912,,,4.0,,,505.0,0.03139118461178404,0.6255269024416701,0.9138155859962911,3.362463637644082
random,M8,binary,r0f0,0,0,balanced_accuracy,4,0.844138,0.010657,3,30.8817,ok,0.878519,0.844272,0.7268,0.786116,0.902427,0.837754,0.835507,0.859154,0.893939,0.837754,0.740741,0.742857,0.93265,0.836782,0.835507,0.678733,0.833333,0.837681,0.905202,0.859154,0.772222,0.780899,0.937409,,,,,,0.844912,,,8.0,,,248.0,0.009054301536060688,0.9882792097579614,0.9465605606610988,12.987752032221335
random,M8,binary,r0f0,0,0,balanced_accuracy,5,0.845428,0.010147,3,14.8244,ok,0.881604,0.845518,0.731409,0.78424,0.906796,0.845735,0.83285,0.857698,0.903263,0.845735,0.75942,0.748571,0.942899,0.83908,0.83285,0.678899,0.822222,0.843478,0.90289,0.857698,0.767956,0.780899,0.934498,,,,,,0.845428,,,3.0,,,784.0,0.018183018870845457,0.6175215063148914,0.577144746033774,5.397539297668068
random,M8,binary,r0f0,0,0,balanced_accuracy,6,0.827585,0.010623,3,11.4293,ok,0.885461,0.82778,0.723721,0.729831,0.925728,0.812914,0.832126,0.837717,0.891608,0.812914,0.719033,0.68,0.945827,0.857471,0.832126,0.696078,0.788889,0.875362,0.907514,0.837717,0.761905,0.719101,0.956332,,,,,,0.845428,,,8.0,,,931.0,0.40858248618761894,0.7303301432552608,0.6852298530174344,0.7554804756926679
random,M8,binary,r0f0,0,0,balanced_accuracy,7,0.829809,0.017972,3,14.2815,ok,0.834555,0.829814,0.671264,0.821764,0.837864,0.845827,0.80471,0.83889,0.87296,0.845827,0.719794,0.8,0.891654,0.778161,0.80471,0.613226,0.85,0.75942,0.853179,0.83889,0.695444,0.814607,0.863173,,,,,,0.845428,,,3.0,,,816.0,0.0022420962165238703,0.7902819704903735,0.6134546745254421,4.778108184926555
random,M8,binary,r0f0,0,0,balanced_accuracy,8,0.832423,0.007043,3,27.6878,ok,0.89086,0.832568,0.734272,0.733583,0.931553,0.825216,0.830072,0.841981,0.904429,0.825216,0.746914,0.691429,0.959004,0.857471,0.830072,0.694581,0.783333,0.876812,0.910983,0.841981,0.770149,0.724719,0.959243,,,,,,0.845428,,,5.0,,,947.0,0.17675571898440143,0.8801060408008996,0.6561833206910206,21.33237480731458
random,M8,binary,r0f0,0,0,balanced_accuracy,9,0.844464,0.00929,3,42.5689,ok,0.900116,0.844652,0.75543,0.750469,0.938835,0.831663,0.848309,0.853421,0.907925,0.831663,0.756923,0.702857,0.960469,0.870115,0.848309,0.720988,0.811111,0.885507,0.922543,0.853421,0.796353,0.735955,0.970888,,,,,,0.845428,,,9.0,,,492.0,0.011112007409843914,0.7153312415720976,0.8412477519874877,0.03622512847791628
random,M8,binary,r0f0,0,0,balanced_accuracy,10,0.823336,0.019411,3,19.5627,ok,0.818743,0.823339,0.653392,0.831144,0.815534,0.841293,0.796377,0.83234,0.858974,0.841293,0.701235,0.811429,0.871157,0.755172,0.796377,0.594286,0.866667,0.726087,0.842775,0.83234,0.680751,0.814607,0.850073,,,,,,0.845428,,,3.0,,,850.0,0.0010468164658156503,0.9147697510008553,0.8324254282960161,6.617005787654168
random,M8,binary,r0f0,0,0,balanced_accuracy,11,0.841713,0.008495,3,26.4821,ok,0.901273,0.841903,0.755258,0.741088,0.942718,0.83027,0.850604,0.844267,0.909091,0.83027,0.757764,0.697143,0.963397,0.877011,0.850604,0.730479,0.805556,0.895652,0.917919,0.844267,0.782875,0.719101,0.969432,,,,,,0.845428,,,9.0,,,349.0,0.017322074922063124,0.8274964783811575,0.5698984990638287,0.02871575862504638
random,M8,binary,r0f0,0,0,balanced_accuracy,12,0.842012,0.003879,3,42.1808,ok,0.893945,0.842159,0.745134,0.754221,0.930097,0.837377,0.841787,0.846871,0.910256,0.837377,0.764526,0.714286,0.960469,0.85977,0.841787,0.705314,0.811111,0.872464,0.912139,0.846871,0.775148,0.735955,0.957787,,,,,,0.845428,,,8.0,,,496.0,0.018684200951110758,0.8260944425924756,0.8824994287080128,3.458384531216489
random,M8,binary,r0f0,0,0,balanced_accuracy,13,0.84093,0.01043,3,22.0004,ok,0.897802,0.84111,0.749764,0.744841,0.937379,0.827342,0.842754,0.852694,0.904429,0.827342,0.748466,0.697143,0.95754,0.867816,0.842754,0.71464,0.8,0.885507,0.921387,0.852694,0.793939,0.735955,0.969432,,,,,,0.845428,,,6.0,,,609.0,0.03230601222370628,0.7215800392250449,0.5154089172839698,0.5583024799007443
random,M8,binary,r0f0,0,0,balanced_accuracy,14,0.84998,0.009344,3,18.2816,ok,0.884304,0.849999,0.737762,0.791745,0.908252,0.861414,0.838527,0.849999,0.907925,0.861414,0.776204,0.782857,0.939971,0.844828,0.838527,0.688222,0.827778,0.849275,0.900578,0.849999,0.759777,0.764045,0.935953,,,,,,0.84998,,,3.0,,,985.0,0.012665039695654063,0.9413612293072664,0.6169697429326704,0.017108461891527735
random,M8,binary,r0f0,0,0,balanced_accuracy,15,0.843699,0.012272,3,29.7008,ok,0.868878,0.843767,0.715243,0.801126,0.886408,0.849843,0.82657,0.854685,0.89627,0.849843,0.752089,0.771429,0.928258,0.816092,0.82657,0.655172,0.844444,0.808696,0.894798,0.854685,0.754717,0.786517,0.922853,,,,,,0.84998,,,4.0,,,870.0,0.00620012928754232,0.8647666058907579,0.7785160761706391,13.664471413649375
random,M8,binary,r0f0,0,0,balanced_accuracy,16,0.845726,0.005545,3,44.402,ok,0.902044,0.845866,0.759013,0.750469,0.941262,0.840966,0.853502,0.842709,0.912587,0.840966,0.770642,0.72,0.961933,0.881609,0.853502,0.737913,0.805556,0.901449,0.912139,0.842709,0.772455,0.724719,0.960699,,,,,,0.84998,,,7.0,,,997.0,0.012497580682773846,0.9256081538664138,0.583486459953852,0.012326741610799748
random,M8,binary,r0f0,0,0,balanced_accuracy,17,0.847807,0.010538,3,2.2746,ok,0.874277,0.84786,0.724196,0.803002,0.892718,0.851968,0.833333,0.858119,0.89627,0.851968,0.753463,0.777143,0.926794,0.833333,0.833333,0.674157,0.833333,0.833333,0.893642,0.858119,0.755319,0.797753,0.918486,,,,,,0.84998,,,2.0,,,195.0,0.08904842030726431,0.7847508921005549,0.5806358895168009,1.0096691816860133
random,M8,binary,r0f0,0,0,balanced_accuracy,18,0.837022,0.012907,3,16.392,ok,0.891631,0.837226,0.738605,0.744841,0.929612,0.820895,0.837681,0.852489,0.900932,0.820895,0.738462,0.685714,0.956076,0.85977,0.837681,0.702439,0.8,0.875362,0.914451,0.852489,0.782353,0.747191,0.957787,,,,,,0.84998,,,3.0,,,945.0,0.07574392491674478,0.7784625102296123,0.6905106130482412,0.1607120188116247
random,M8,binary,r0f0,0,0,balanced_accuracy,19,0.839783,0.019035,3,42.204,ok,0.859236,0.839785,0.702041,0.806754,0.872816,0.854754,0.812923,0.851671,0.893939,0.854754,0.752044,0.788571,0.920937,0.797701,0.812923,0.631799,0.838889,0.786957,0.886705,0.851671,0.742105,0.792135,0.911208,,,,,,0.84998,,,7.0,,,716.0,0.009473738285831642,0.6350599677264404,0.5590029510602577,70.40291774325847
random,M8,binary,r0f0,0,0,balanced_accuracy,20,0.841769,0.010761,3,32.1426,ok,0.895874,0.841982,0.747664,0.750469,0.933495,0.826609,0.848188,0.85051,0.903263,0.826609,0.746177,0.697143,0.956076,0.866667,0.848188,0.717073,0.816667,0.87971,0.917919,0.85051,0.786787,0.735955,0.965066,,,,,,0.84998,,,10.0,,,430.0,0.07735503126171701,0.7063479845838079,0.9845881886738619,13.031776284459852
random,M8,binary,r0f0,0,0,balanced_accuracy,21,0.842988,0.015209,3,23.9073,ok,0.868878,0.843071,0.714765,0.79925,0.886893,0.848521,0.822222,0.858222,0.900932,0.848521,0.757835,0.76,0.937042,0.809195,0.822222,0.646809,0.844444,0.8,0.89711,0.858222,0.760108,0.792135,0.924309,,,,,,0.84998,,,8.0,,,335.0,0.016323497437457226,0.7088966247380636,0.5481954810767496,40.77646622339473
random,M8,binary,r0f0,0,0,balanced_accuracy,22,0.83463,0.005066,3,14.3467,ok,0.880062,0.834812,0.722073,0.757974,0.91165,0.828663,0.834179,0.841049,0.899767,0.828663,0.742515,0.708571,0.948755,0.837931,0.834179,0.678815,0.827778,0.84058,0.90289,0.841049,0.757225,0.735955,0.946143,,,,,,0.84998,,,6.0,,,214.0,0.0035170022937479036,0.722382649660261,0.789609784470948,0.05094377595611236
random,M8,binary,r0f0,0,0,balanced_accuracy,23,0.84095,0.005026,3,19.482,ok,0.897802,0.84111,0.749764,0.744841,0.937379,0.833859,0.844928,0.844062,0.911422,0.833859,0.763975,0.702857,0.964861,0.871264,0.844928,0.72,0.8,0.889855,0.910983,0.844062,0.771513,0.730337,0.957787,,,,,,0.84998,,,9.0,,,517.0,0.11148628879890567,0.8877851823803746,0.7160465198875519,3.230244255364058
random,M8,binary,r0f0,0,0,balanced_accuracy,24,0.839541,0.002787,3,12.4935,ok,0.895488,0.839653,0.74554,0.744841,0.934466,0.838109,0.837077,0.843437,0.911422,0.838109,0.766871,0.714286,0.961933,0.862069,0.837077,0.704433,0.794444,0.87971,0.913295,0.843437,0.774775,0.724719,0.962154,,,,,,0.84998,,,7.0,,,226.0,0.05674354768714734,0.6337777284559556,0.7079037010853049,0.014670897925451915
random,M8,binary,r0f0,0,0,balanced_accuracy,25,0.843548,0.012095,3,14.0596,ok,0.88199,0.843675,0.730634,0.778612,0.908738,0.841556,0.829831,0.859256,0.90676,0.841556,0.761905,0.731429,0.951684,0.831034,0.829831,0.669663,0.827778,0.831884,0.908671,0.859256,0.777465,0.775281,0.943231,,,,,,0.84998,,,6.0,,,261.0,0.00776757611592012,0.6578096755464188,0.5517014838612758,2.241704113333288
random,M8,binary,r0f0,0,0,balanced_accuracy,26,0.835875,0.016815,3,10.012,ok,0.889703,0.836012,0.735185,0.744841,0.927184,0.822217,0.825845,0.859563,0.89627,0.822217,0.732733,0.697143,0.947291,0.854023,0.825845,0.687961,0.777778,0.873913,0.919075,0.859563,0.794118,0.758427,0.960699,,,,,,0.84998,,,3.0,,,814.0,0.3139579248628471,0.832424455880158,0.6734349022674185,2.310265889592214
random,M8,binary,r0f0,0,0,balanced_accuracy,27,0.833962,0.004062,3,5.3581,ok,0.886618,0.834071,0.729779,0.744841,0.923301,0.830789,0.831401,0.839695,0.899767,0.830789,0.744048,0.714286,0.947291,0.856322,0.831401,0.694377,0.788889,0.873913,0.904046,0.839695,0.758017,0.730337,0.949054,,,,,,0.84998,,,2.0,,,365.0,0.38647603055438895,0.7929213747771601,0.8913676136251432,0.021424959009074148
random,M8,binary,r0f0,0,0,balanced_accuracy,28,0.840814,0.003917,3,20.6397,ok,0.892017,0.840946,0.741697,0.754221,0.92767,0.835842,0.841184,0.845416,0.904429,0.835842,0.754491,0.72,0.951684,0.862069,0.841184,0.707317,0.805556,0.876812,0.909827,0.845416,0.770588,0.735955,0.954876,,,,,,0.84998,,,6.0,,,348.0,0.021105879713431114,0.9751305819899931,0.7858640261880376,0.7833531681967302
random,M8,binary,r0f0,0,0,balanced_accuracy,29,0.846461,0.008467,3,25.5953,ok,0.885461,0.846555,0.736935,0.780488,0.912621,0.845735,0.836473,0.857175,0.903263,0.845735,0.75942,0.748571,0.942899,0.844828,0.836473,0.686775,0.822222,0.850725,0.908671,0.857175,0.776204,0.769663,0.944687,,,,,,0.84998,,,4.0,,,827.0,0.007850454090703155,0.8082689609886151,0.7194557301525233,0.012202486041068694
random,M8,binary,r0f0,0,0,balanced_accuracy,30,0.836365,0.018216,3,8.5466,ok,0.891631,0.836531,0.738117,0.742964,0.930097,0.819431,0.828019,0.861644,0.898601,0.819431,0.733945,0.685714,0.953148,0.857471,0.828019,0.693069,0.777778,0.878261,0.919075,0.861644,0.795322,0.764045,0.959243,,,,,,0.84998,,,9.0,,,427.0,0.2622473100859871,0.6560996355994443,0.7770180717695248,0.027183349224501087
random,M8,binary,r0f0,0,0,balanced_accuracy,31,0.84665,0.008922,3,70.4441,ok,0.883533,0.846732,0.734622,0.78424,0.909223,0.852253,0.834058,0.853638,0.910256,0.852253,0.774194,0.754286,0.95022,0.834483,0.834058,0.675676,0.833333,0.834783,0.906358,0.853638,0.770538,0.764045,0.943231,,,,,,0.84998,,,8.0,,,700.0,0.005741713876935229,0.8637690538767606,0.8634973071434413,11.873806512263128
random,M8,binary,r0f0,0,0,balanced_accuracy,32,0.840359,0.012295,3,4.6213,ok,0.88816,0.840605,0.736364,0.75985,0.921359,0.82361,0.852778,0.844688,0.895105,0.82361,0.732143,0.702857,0.944363,0.86092,0.852778,0.713948,0.838889,0.866667,0.908671,0.844688,0.768328,0.735955,0.953421,,,,,,0.84998,,,2.0,,,388.0,0.29668015254532254,0.6920855963579523,0.5187062780880899,1.6573333803330084
random,M8,binary,r0f0,0,0,balanced_accuracy,33,0.840414,0.003702,3,23.0791,ok,0.89356,0.840526,0.743494,0.750469,0.930583,0.836574,0.839251,0.845416,0.905594,0.836574,0.756757,0.72,0.953148,0.865517,0.839251,0.709677,0.794444,0.884058,0.909827,0.845416,0.770588,0.735955,0.954876,,,,,,0.84998,,,5.0,,,592.0,0.17361115510139927,0.9233005888257207,0.6585694464113576,64.80336835889811
random,M8,binary,r0f0,0,0,balanced_accuracy,34,0.843411,0.006392,3,23.4847,ok,0.895102,0.843583,0.747681,0.756098,0.931068,0.834449,0.848913,0.846871,0.905594,0.834449,0.755287,0.714286,0.954612,0.867816,0.848913,0.718826,0.816667,0.881159,0.912139,0.846871,0.775148,0.735955,0.957787,,,,,,0.84998,,,4.0,,,671.0,0.0245540842870251,0.7023860362270411,0.9680217850244817,0.045544010437038124
random,M8,binary,r0f0,0,0,balanced_accuracy,35,0.83699,0.014646,3,9.1548,ok,0.842653,0.836997,0.683721,0.827392,0.846602,0.846417,0.816304,0.848249,0.867133,0.846417,0.713568,0.811429,0.881406,0.796552,0.816304,0.63354,0.85,0.782609,0.86474,0.848249,0.713936,0.820225,0.876274,,,,,,0.84998,,,2.0,,,580.0,0.014938738116163551,0.9969502256223348,0.945838633127457,9.872612193926233
random,M8,binary,r0f0,0,0,balanced_accuracy,36,0.83489,0.005804,3,23.0584,ok,0.895874,0.835028,0.742857,0.731707,0.93835,0.827342,0.83587,0.841458,0.904429,0.827342,0.748466,0.697143,0.95754,0.866667,0.83587,0.708543,0.783333,0.888406,0.916763,0.841458,0.779141,0.713483,0.969432,,,,,,0.84998,,,10.0,,,861.0,0.25786101096576874,0.8075433441545796,0.6579645259153966,12.24756430714551
random,M8,binary,r0f0,0,0,balanced_accuracy,37,0.844578,0.006129,3,29.1066,ok,0.895874,0.844764,0.749536,0.757974,0.931553,0.836645,0.85157,0.845518,0.909091,0.836645,0.762195,0.714286,0.959004,0.865517,0.85157,0.718072,0.827778,0.875362,0.913295,0.845518,0.776119,0.730337,0.960699,,,,,,0.84998,,,7.0,,,402.0,0.010197436323817258,0.6377866672246061,0.873394805674513,0.11216104932472273
random,M8,binary,r0f0,0,0,balanced_accuracy,38,0.834112,0.010407,3,13.9188,ok,0.895874,0.834333,0.742366,0.729831,0.938835,0.82243,0.847705,0.832201,0.90676,0.82243,0.748428,0.68,0.964861,0.872414,0.847705,0.723192,0.805556,0.889855,0.908671,0.832201,0.759878,0.702247,0.962154,,,,,,0.84998,,,10.0,,,104.0,0.004470667323747008,0.6491031729645944,0.915556336062453,0.04103337757833282
random,M8,binary,r0f0,0,0,balanced_accuracy,39,0.843386,0.003615,3,13.7993,ok,0.892788,0.843517,0.744485,0.75985,0.927184,0.838699,0.843961,0.847497,0.905594,0.838699,0.758209,0.725714,0.951684,0.863218,0.843961,0.710462,0.811111,0.876812,0.909827,0.847497,0.77193,0.741573,0.953421,,,,,,0.84998,,,3.0,,,772.0,0.04146829462204161,0.9498248163349858,0.5982173328572866,0.17429891818596083
