run,task,model_id,fold_label,quality_group,n_units,n_records_corpus,reported,mean_snr_proxy_db,n_classes_present,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative
EXP-A2,binary,M4,r1f0,noisy,120,462,True,32.11873609166666,2,0.7083333333333334,0.6451762523191095,0.5454545454545454,0.7448979591836735,0.32432432432432434,0.4067796610169492,0.24328203881129695,0.6989795918367347,0.424953801907809,12.0,25.0,73.0,10.0,120.0,22.0,98.0
EXP-A2,binary,M4,r1f1,clean,563,2763,True,29.769992783303728,2,0.9005328596802842,0.8812458667058565,0.8467741935483871,0.9157175398633257,0.7394366197183099,0.7894736842105263,0.7276005559228846,0.9612388860313028,0.8453953393960859,105.0,37.0,402.0,19.0,563.0,124.0,439.0
EXP-A2,binary,M4,r1f1,low_quality_other,3,15,False,31.939355333333328,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,3.0,0.0,3.0
EXP-A2,binary,M4,r1f1,noisy,89,462,True,29.141129067415733,2,0.7640449438202247,0.6174242424242424,0.4166666666666667,0.8181818181818182,0.2631578947368421,0.3225806451612903,0.19574826785955463,0.711038961038961,0.43235507385952326,5.0,14.0,63.0,7.0,89.0,12.0,77.0
EXP-A2,binary,M4,r1f2,clean,559,2763,True,30.01991357781753,2,0.9266547406082289,0.9074293353705118,0.8739495798319328,0.9409090909090909,0.8,0.8353413654618473,0.7895539086590587,0.9810542398777693,0.9396901717424649,104.0,26.0,414.0,15.0,559.0,119.0,440.0
EXP-A2,binary,M4,r1f2,low_quality_other,4,15,False,41.500502499999996,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,4.0,0.0,4.0,0.0,4.0
EXP-A2,binary,M4,r1f2,noisy,81,462,True,33.96288733333333,2,0.7901234567901234,0.5670289855072463,0.25,0.8840579710144928,0.2727272727272727,0.2608695652173913,0.13901525088066377,0.6702898550724637,0.24067926765848038,3.0,8.0,61.0,9.0,81.0,12.0,69.0
EXP-A2,binary,M4,r1f3,clean,549,2763,True,30.965463584699457,2,0.8979963570127505,0.8777097902097902,0.8416666666666667,0.9137529137529138,0.7318840579710145,0.7829457364341085,0.7196926253113092,0.9548562548562548,0.8129692246783566,101.0,37.0,392.0,19.0,549.0,120.0,429.0
EXP-A2,binary,M4,r1f3,noisy,102,462,True,27.932300745098033,2,0.7843137254901961,0.48735632183908045,0.06666666666666667,0.9080459770114943,0.1111111111111111,0.08333333333333333,-0.031575188727146916,0.3524904214559387,0.17758749479082392,1.0,8.0,79.0,14.0,102.0,15.0,87.0
EXP-A2,binary,M4,r1f4,clean,569,2763,True,28.975600878734625,2,0.8945518453427065,0.9178379495659363,0.9576271186440678,0.8780487804878049,0.6726190476190477,0.7902097902097902,0.7427460053077379,0.9708745161411553,0.879451218226421,113.0,55.0,396.0,5.0,569.0,118.0,451.0
EXP-A2,binary,M4,r1f4,low_quality_other,4,15,False,32.77572375,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,1.0,3.0
EXP-A2,binary,M4,r1f4,noisy,70,462,True,32.688341457142855,2,0.7428571428571429,0.646551724137931,0.5,0.7931034482758621,0.3333333333333333,0.4,0.25274793921627237,0.7629310344827587,0.43014166230992495,6.0,12.0,46.0,6.0,70.0,12.0,58.0
EXP-A2,binary,M4,r2f0,clean,524,2763,True,29.65613513931298,2,0.8263358778625954,0.8277737654599622,0.8301886792452831,0.8253588516746412,0.546583850931677,0.6591760299625468,0.5707934869831992,0.9247765640516385,0.7219555637958659,88.0,73.0,345.0,18.0,524.0,106.0,418.0
EXP-A2,binary,M4,r2f0,low_quality_other,2,15,False,28.715833500000002,1,1.0,0.5,0.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,2.0,0.0,2.0
EXP-A2,binary,M4,r2f0,noisy,118,462,True,32.46775722033898,2,0.8135593220338984,0.6477419354838709,0.36,0.9354838709677419,0.6,0.45,0.3624774688722391,0.6387096774193548,0.41872360718465046,9.0,6.0,87.0,16.0,118.0,25.0,93.0
EXP-A2,binary,M4,r2f1,clean,566,2763,True,29.197608250883395,2,0.8939929328621908,0.899737852606705,0.9098360655737705,0.8896396396396397,0.69375,0.7872340425531915,0.7300517780785664,0.9614347954511888,0.86259579775685,111.0,49.0,395.0,11.0,566.0,122.0,444.0
