exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,planner_inner_best_score,planner_n_trials,planner_search_seconds,planner_tuning,params,note,planner_inner_scores
EXP-A2,M7,binary,0,3,r0f3,2585,655,138,0.8702290076335878,0.8535284502437788,0.8248175182481752,0.8822393822393823,0.6494252873563219,0.7266881028938906,0.6510770187852807,0.9424794972240227,0.8455671354606098,113.0,61.0,457.0,24.0,655.0,137.0,518.0,0.167982714540848,0.10398435642903392,124.707875,0.77946,,,826.96,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.793136, ""M4"": 0.850279, ""M5"": 0.833885}"
EXP-A2,M7,binary,0,4,r0f4,2597,643,138,0.8289269051321928,0.8868976622137404,0.9847328244274809,0.7890625,0.5443037974683544,0.7010869565217391,0.6460401952830904,0.9514104246183206,0.7466186912783144,129.0,108.0,404.0,2.0,643.0,131.0,512.0,0.16130656705130056,0.08900096315952757,171.019608,1.598963,,,800.23,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.781056, ""M4"": 0.83633, ""M5"": 0.828707}"
EXP-A2,M7,binary,1,0,r1f0,2593,647,138,0.8377125193199382,0.8135481023830538,0.7727272727272727,0.8543689320388349,0.576271186440678,0.6601941747572816,0.5668774617212392,0.8905854663136217,0.6073443798499248,102.0,75.0,440.0,30.0,647.0,132.0,515.0,0.21931873769769208,0.042131327732432,154.913189,1.15268,,,946.4,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.823024, ""M4"": 0.863775, ""M5"": 0.864095}"
EXP-A2,M7,binary,1,1,r1f1,2585,655,138,0.8916030534351145,0.8556330046469455,0.7941176470588235,0.9171483622350675,0.7152317880794702,0.7526132404181185,0.68498560666142,0.9425365521931316,0.8092679460014598,108.0,43.0,476.0,28.0,655.0,136.0,519.0,0.16252365938271296,0.07667438044766131,790.387707,1.370007,,,784.8,nested-bayes,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.796005, ""M4"": 0.846173, ""M5"": 0.842877}"
EXP-A2,M7,binary,1,2,r1f2,2596,644,138,0.9083850931677019,0.8714417511123016,0.8091603053435115,0.9337231968810916,0.7571428571428571,0.7822878228782287,0.7249962464233612,0.9687662753150901,0.908021538661428,106.0,34.0,479.0,25.0,644.0,131.0,513.0,0.13463819333359883,0.07488300558074396,489.751867,0.787418,,,906.25,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}","bayes search inside this training fold, per member","{""M3"": 0.789786, ""M4"": 0.841786, ""M5"": 0.8368}"
EXP-A2,M7,binary,1,3,r1f3,2589,651,138,0.8632872503840245,0.8344530577088717,0.7851851851851852,0.8837209302325582,0.6385542168674698,0.7043189368770764,0.622202838751205,0.9278639104220499,0.7042748038802982,106.0,60.0,456.0,29.0,651.0,135.0,516.0,0.17276560403613864,0.052357673995340664,163.842619,1.442841,,,884.7,nested-bayes,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.802926, ""M4"": 0.845291, ""M5"": 0.842832}"
EXP-A2,M7,binary,1,4,r1f4,2597,643,138,0.8351477449455676,0.8851234494274809,0.9694656488549618,0.80078125,0.5545851528384279,0.7055555555555556,0.6478622500980057,0.960922590648855,0.8354484157032762,127.0,102.0,410.0,4.0,643.0,131.0,512.0,0.1530681892675114,0.11514038426343537,131.71365,1.786181,,,836.07,nested-bayes,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.775709, ""M4"": 0.829289, ""M5"": 0.815127}"
EXP-A2,M7,binary,2,0,r2f0,2596,644,138,0.7624223602484472,0.796876627531509,0.8549618320610687,0.7387914230019493,0.45528455284552843,0.5941644562334217,0.49191633495265874,0.8936059402110024,0.6450514772801668,112.0,134.0,379.0,19.0,644.0,131.0,513.0,0.21170337362079886,0.04417423894792688,136.371767,1.124767,,,727.25,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.808923, ""M4"": 0.871222, ""M5"": 0.868344}"
EXP-A2,M7,binary,2,1,r2f1,2589,651,138,0.8540706605222734,0.8638961863795145,0.8805970149253731,0.8471953578336557,0.5989847715736041,0.7129909365558912,0.6405368668113286,0.9483097087098358,0.8147366630461682,118.0,79.0,438.0,16.0,651.0,134.0,517.0,0.157845078786565,0.08124611158996906,163.254406,1.373113,,,697.24,nested-bayes,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.800238, ""M4"": 0.850076, ""M5"": 0.849161}"
EXP-A2,M7,binary,2,2,r2f2,2585,655,138,0.8564885496183207,0.8824225685539554,0.927007299270073,0.8378378378378378,0.6018957345971564,0.7298850574712644,0.6656806920933444,0.9606008511118,0.8879247868823459,127.0,84.0,434.0,10.0,655.0,137.0,518.0,0.14797166819217167,0.1259869244019256,237.173846,1.629786,,,686.96,nested-bayes,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}","bayes search inside this training fold, per member","{""M3"": 0.789078, ""M4"": 0.846667, ""M5"": 0.831039}"
EXP-A2,M7,binary,2,3,r2f3,2597,643,138,0.8818040435458787,0.9030593988549618,0.9389312977099237,0.8671875,0.643979057591623,0.7639751552795031,0.7105322190556388,0.9566883349236641,0.7788762684063835,123.0,68.0,444.0,8.0,643.0,131.0,512.0,0.14655350777285442,0.07418842221932703,537.717446,1.054674,,,790.73,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}","bayes search inside this training fold, per member","{""M3"": 0.785236, ""M4"": 0.834253, ""M5"": 0.82707}"
EXP-A2,M7,binary,2,4,r2f4,2593,647,138,0.8856259659969088,0.8464621947631656,0.7803030303030303,0.912621359223301,0.6959459459459459,0.7357142857142858,0.6648065619679064,0.9363047955280965,0.7213994985054606,103.0,45.0,470.0,29.0,647.0,132.0,515.0,0.16335080479002537,0.05590597870771467,162.962758,1.203688,,,885.58,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.802122, ""M4"": 0.845609, ""M5"": 0.834954}"
EXP-A2,M7,binary,3,0,r3f0,2596,644,138,0.8183229813664596,0.8205958067348185,0.8244274809160306,0.8167641325536062,0.5346534653465347,0.6486486486486487,0.5562824315364563,0.8965522372513133,0.6374523849747292,108.0,94.0,419.0,23.0,644.0,131.0,513.0,0.21537171252283765,0.03715761797117252,781.933079,1.109919,,,543.83,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.807799, ""M4"": 0.860054, ""M5"": 0.850004}"
EXP-A2,M7,binary,3,1,r3f1,2593,647,138,0.8948995363214838,0.8973595175051485,0.9015151515151515,0.8932038834951457,0.6839080459770115,0.7777777777777778,0.7222690427569516,0.9471462194763166,0.779640319279717,119.0,55.0,460.0,13.0,647.0,132.0,515.0,0.1534015165102872,0.05937860971923566,119.659244,0.957988,,,742.91,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.787262, ""M4"": 0.83989, ""M5"": 0.827577}"
EXP-A2,M7,binary,3,2,r3f2,2585,655,138,0.8061068702290076,0.869510087271903,0.9779411764705882,0.7610789980732178,0.5175097276264592,0.6768447837150128,0.6139052251043345,0.9617335373455741,0.8472155260527909,133.0,124.0,395.0,3.0,655.0,136.0,519.0,0.15086112843877178,0.10973684334715778,132.016915,1.532622,,,834.35,nested-bayes,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}","bayes search inside this training fold, per member","{""M3"": 0.796356, ""M4"": 0.83249, ""M5"": 0.824417}"
EXP-A2,M7,binary,3,3,r3f3,2589,651,138,0.8233486943164362,0.8502799310938846,0.8962962962962963,0.8042635658914729,0.545045045045045,0.6778711484593838,0.5991448808411486,0.9419465977605512,0.7878764906387269,121.0,101.0,415.0,14.0,651.0,135.0,516.0,0.16801613240735216,0.10072766496942007,309.083057,0.696311,,,910.6,nested-bayes,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}","bayes search inside this training fold, per member","{""M3"": 0.78156, ""M4"": 0.838737, ""M5"": 0.839054}"
EXP-A2,M7,binary,3,4,r3f4,2597,643,138,0.8755832037325039,0.8565496779580153,0.8244274809160306,0.888671875,0.6545454545454545,0.7297297297297297,0.6576044631458814,0.9412720658396947,0.803832976521778,108.0,57.0,455.0,23.0,643.0,131.0,512.0,0.15997387755461076,0.07063680738164338,778.19135,1.127666,,,663.7,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.788897, ""M4"": 0.855876, ""M5"": 0.837508}"
EXP-A2,M7,binary,4,0,r4f0,2585,655,138,0.833587786259542,0.8461549359628244,0.8676470588235294,0.8246628131021194,0.5645933014354066,0.6840579710144927,0.6024390085675952,0.9119205485662473,0.6815939592149053,118.0,91.0,428.0,18.0,655.0,136.0,519.0,0.20677251474487965,0.04448760972532838,144.52864,1.276863,,,946.74,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}","bayes search inside this training fold, per member","{""M3"": 0.802569, ""M4"": 0.85933, ""M5"": 0.854085}"
EXP-A2,M7,binary,4,1,r4f1,2596,644,138,0.8322981366459627,0.8577890867967204,0.9007633587786259,0.8148148148148148,0.5539906103286385,0.686046511627907,0.6122418024981244,0.9554484174813624,0.8315819904943466,118.0,95.0,418.0,13.0,644.0,131.0,513.0,0.15249283461035754,0.1060933471215814,444.069857,1.771993,,,824.18,nested-bayes,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}","bayes search inside this training fold, per member","{""M3"": 0.787755, ""M4"": 0.838125, ""M5"": 0.836032}"
EXP-A2,M7,binary,4,2,r4f2,2593,647,138,0.8825347758887172,0.8586054721977052,0.8181818181818182,0.8990291262135922,0.675,0.7397260273972602,0.6699046869452048,0.9466460723742277,0.8273780554257947,108.0,52.0,463.0,24.0,647.0,132.0,515.0,0.15413575193134885,0.06162452645829519,190.457387,1.328352,,,771.49,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}","bayes search inside this training fold, per member","{""M3"": 0.797571, ""M4"": 0.852156, ""M5"": 0.852169}"
EXP-A2,M7,binary,4,3,r4f3,2589,651,138,0.8571428571428571,0.8715977605512488,0.8962962962962963,0.8468992248062015,0.605,0.7223880597014926,0.6531178448976083,0.9487797875394774,0.8029329432120206,121.0,79.0,437.0,14.0,651.0,135.0,516.0,0.15446635983914886,0.08896497370901615,828.379965,1.76361,,,804.33,nested-bayes,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.776746, ""M4"": 0.84096, ""M5"": 0.842603}"
EXP-A2,M7,binary,4,4,r4f4,2597,643,138,0.8522550544323484,0.8390610090648856,0.816793893129771,0.861328125,0.601123595505618,0.6925566343042071,0.6104386125014319,0.923828125,0.7306079452858852,107.0,71.0,441.0,24.0,643.0,131.0,512.0,0.17494761193518296,0.048895732653874535,775.304313,1.113814,,,915.41,nested-bayes,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}","bayes search inside this training fold, per member","{""M3"": 0.802829, ""M4"": 0.850795, ""M5"": 0.833694}"
EXP-A2,M8,binary,0,0,r0f0,2593,647,138,0.8160741885625966,0.8393939393939394,0.8787878787878788,0.8,0.5296803652968036,0.6609686609686609,0.5780703796167486,0.9151220947337452,0.6914614325228458,116.0,103.0,412.0,16.0,647.0,132.0,515.0,0.2468797147099041,0.05005573848668357,6.519384,0.029007,0.850483,12.0,463.13,nested-bayes,"{""colsample_bytree"": 0.5604699929086161, ""learning_rate"": 0.0065589104153522685, ""max_depth"": 3, ""n_estimators"": 964, ""reg_lambda"": 3.770449477850904, ""subsample"": 0.7185777787870882}",bayes search inside this training fold,
EXP-A2,M8,binary,0,1,r0f1,2589,651,138,0.8448540706605223,0.8442723519732094,0.8432835820895522,0.8452611218568665,0.5854922279792746,0.691131498470948,0.6095627496329432,0.9440948064320565,0.8314288571334629,113.0,80.0,437.0,21.0,651.0,134.0,517.0,0.18340426915501154,0.06290761327597032,3.144358,0.020746,0.843789,12.0,277.26,nested-bayes,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}",bayes search inside this training fold,
EXP-A2,M8,binary,0,2,r0f2,2596,644,138,0.9021739130434783,0.8220689552549738,0.6870229007633588,0.9571150097465887,0.8035714285714286,0.7407407407407407,0.684082314898265,0.9457464696516525,0.8347887081813862,90.0,22.0,491.0,41.0,644.0,131.0,513.0,0.20319042183159508,0.16765933932724944,19.826657,0.036965,0.854889,12.0,453.56,nested-bayes,"{""colsample_bytree"": 0.7306009978880863, ""learning_rate"": 0.0010722223248454392, ""max_depth"": 6, ""n_estimators"": 890, ""reg_lambda"": 0.010464370531955008, ""subsample"": 0.915660821469457}",bayes search inside this training fold,
EXP-A2,M8,binary,0,3,r0f3,2585,655,138,0.8427480916030534,0.8468914691542428,0.8540145985401459,0.8397683397683398,0.585,0.6943620178041543,0.6126720701796541,0.9366175351576811,0.8246118851564903,117.0,83.0,435.0,20.0,655.0,137.0,518.0,0.203598129268109,0.03376402081424047,6.287583,0.026579,0.841134,12.0,376.64,nested-bayes,"{""colsample_bytree"": 0.5178359648636195, ""learning_rate"": 0.00709129779882058, ""max_depth"": 3, ""n_estimators"": 937, ""reg_lambda"": 9.350175328714839, ""subsample"": 0.8671488249568171}",bayes search inside this training fold,
EXP-A2,M8,binary,0,4,r0f4,2597,643,138,0.8320373250388803,0.8689691674618321,0.9312977099236641,0.806640625,0.5520361990950227,0.6931818181818182,0.6258040046347084,0.9397662213740459,0.6936095590831532,122.0,99.0,413.0,9.0,643.0,131.0,512.0,0.21636547350908505,0.04319060163957709,2.922545,0.020804,0.836558,12.0,303.69,nested-bayes,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}",bayes search inside this training fold,
EXP-A2,M8,binary,1,0,r1f0,2593,647,138,0.8284389489953632,0.7964548396587232,0.7424242424242424,0.8504854368932039,0.56,0.6384364820846905,0.5378845832274025,0.8990732568402471,0.7058805838234092,98.0,77.0,438.0,34.0,647.0,132.0,515.0,0.23650647424362434,0.05116874845540144,31.716321,0.044141,0.861378,12.0,520.92,nested-bayes,"{""colsample_bytree"": 0.7189590299111618, ""learning_rate"": 0.003178714290326965, ""max_depth"": 8, ""n_estimators"": 972, ""reg_lambda"": 0.07968161631400494, ""subsample"": 0.8625526388057163}",bayes search inside this training fold,
EXP-A2,M8,binary,1,1,r1f1,2585,655,138,0.8854961832061069,0.8300748044882693,0.7352941176470589,0.9248554913294798,0.7194244604316546,0.7272727272727273,0.654882299943001,0.9451292077524652,0.8030943600283413,100.0,39.0,480.0,36.0,655.0,136.0,519.0,0.19643074780881992,0.1290411489610454,21.401963,0.030176,0.842887,12.0,436.7,nested-bayes,"{""colsample_bytree"": 0.9458758795247741, ""learning_rate"": 0.0024593048096243067, ""max_depth"": 10, ""n_estimators"": 450, ""reg_lambda"": 0.3103305317506921, ""subsample"": 0.6581277976876803}",bayes search inside this training fold,
EXP-A2,M8,binary,1,2,r1f2,2596,644,138,0.8944099378881988,0.8797226314301445,0.8549618320610687,0.9044834307992202,0.6956521739130435,0.7671232876712328,0.7059993553136834,0.965805097986697,0.9026996662348885,112.0,49.0,464.0,19.0,644.0,131.0,513.0,0.13335005864312266,0.03998755270279715,3.166151,0.021784,0.837898,12.0,320.35,nested-bayes,"{""colsample_bytree"": 0.8596567680568421, ""learning_rate"": 0.016263704328347166, ""max_depth"": 2, ""n_estimators"": 570, ""reg_lambda"": 0.20415077424600683, ""subsample"": 0.9563880166167034}",bayes search inside this training fold,
EXP-A2,M8,binary,1,3,r1f3,2589,651,138,0.8740399385560675,0.8385012919896642,0.7777777777777778,0.8992248062015504,0.6687898089171974,0.7191780821917808,0.6416065083291126,0.9251722652885443,0.7345501021664453,105.0,52.0,464.0,30.0,651.0,135.0,516.0,0.35841613531557037,0.27853785947354337,9.502762,0.023157,0.84396,12.0,347.16,nested-bayes,"{""colsample_bytree"": 0.5325561069015637, ""learning_rate"": 0.0010863803807993648, ""max_depth"": 7, ""n_estimators"": 325, ""reg_lambda"": 10.804645411806371, ""subsample"": 0.9791507670379362}",bayes search inside this training fold,
EXP-A2,M8,binary,1,4,r1f4,2597,643,138,0.8569206842923794,0.8817539360687023,0.9236641221374046,0.83984375,0.5960591133004927,0.7245508982035929,0.6616217753555884,0.960162213740458,0.821721114840956,121.0,82.0,430.0,10.0,643.0,131.0,512.0,0.17900368148974544,0.04185439917384924,3.147542,0.020654,0.825456,12.0,368.97,nested-bayes,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}",bayes search inside this training fold,
EXP-A2,M8,binary,2,0,r2f0,2596,644,138,0.8105590062111802,0.7986697022454354,0.7786259541984732,0.8187134502923976,0.5230769230769231,0.6257668711656442,0.523329261785501,0.8843652813118462,0.6120863641461683,102.0,93.0,420.0,29.0,644.0,131.0,513.0,0.35725956846530516,0.19334851260881245,6.250164,0.019895,0.867187,12.0,333.26,nested-bayes,"{""colsample_bytree"": 0.6031739075362158, ""learning_rate"": 0.002146080832680435, ""max_depth"": 7, ""n_estimators"": 208, ""reg_lambda"": 5.23644684597457, ""subsample"": 0.9996264732325537}",bayes search inside this training fold,
EXP-A2,M8,binary,2,1,r2f1,2589,651,138,0.8294930875576036,0.8650076503363261,0.9253731343283582,0.804642166344294,0.5511111111111111,0.6908077994428969,0.6206311578355987,0.9451340974046596,0.7907450185464593,124.0,101.0,416.0,10.0,651.0,134.0,517.0,0.20257518434283475,0.04755321753922329,3.102514,0.020833,0.846266,12.0,358.27,nested-bayes,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}",bayes search inside this training fold,
EXP-A2,M8,binary,2,2,r2f2,2585,655,138,0.8717557251908397,0.8732843897077474,0.8759124087591241,0.8706563706563707,0.6417112299465241,0.7407407407407407,0.6722816510134484,0.9618831553138123,0.8812738455715076,120.0,67.0,451.0,17.0,655.0,137.0,518.0,0.157195045551698,0.04712984179722446,1.043117,0.018504,0.844603,12.0,331.41,nested-bayes,"{""colsample_bytree"": 0.5003282298684297, ""learning_rate"": 0.11198756955424709, ""max_depth"": 3, ""n_estimators"": 143, ""reg_lambda"": 97.99544357487585, ""subsample"": 0.9071874605057382}",bayes search inside this training fold,
