model_id,kind,x,mean,sd,n_folds
M1,roc,0.0,0.05448,0.05243,25
M1,roc,0.01,0.239878,0.095503,25
M1,roc,0.02,0.340031,0.094291,25
M1,roc,0.03,0.426795,0.084874,25
M1,roc,0.04,0.485518,0.090031,25
M1,roc,0.05,0.54173,0.087217,25
M1,roc,0.06,0.595179,0.089023,25
M1,roc,0.07,0.638803,0.091002,25
M1,roc,0.08,0.667407,0.091314,25
M1,roc,0.09,0.699539,0.095661,25
M1,roc,0.1,0.724139,0.093637,25
M1,roc,0.11,0.744053,0.096328,25
M1,roc,0.12,0.76841,0.088301,25
M1,roc,0.13,0.784001,0.088039,25
M1,roc,0.14,0.802056,0.088972,25
M1,roc,0.15,0.818894,0.085027,25
M1,roc,0.16,0.840836,0.079262,25
M1,roc,0.17,0.856771,0.073467,25
M1,roc,0.18,0.870604,0.067197,25
M1,roc,0.19,0.882,0.064116,25
M1,roc,0.2,0.88891,0.06371,25
M1,roc,0.21,0.902501,0.059395,25
M1,roc,0.22,0.91034,0.054718,25
M1,roc,0.23,0.918716,0.054282,25
M1,roc,0.24,0.92658,0.05084,25
M1,roc,0.25,0.9338,0.045783,25
M1,roc,0.26,0.944027,0.039981,25
M1,roc,0.27,0.951813,0.037816,25
M1,roc,0.28,0.956638,0.036024,25
M1,roc,0.29,0.959945,0.033124,25
M1,roc,0.3,0.962951,0.032791,25
M1,roc,0.31,0.967772,0.028979,25
M1,roc,0.32,0.97411,0.02371,25
M1,roc,0.33,0.97893,0.018268,25
M1,roc,0.34,0.981647,0.014828,25
M1,roc,0.35,0.983743,0.014278,25
M1,roc,0.36,0.985851,0.013895,25
M1,roc,0.37,0.986458,0.014008,25
M1,roc,0.38,0.987665,0.013091,25
M1,roc,0.39,0.988274,0.012751,25
M1,roc,0.4,0.989482,0.01153,25
M1,roc,0.41,0.990961,0.011754,25
M1,roc,0.42,0.991855,0.011151,25
M1,roc,0.43,0.992766,0.010129,25
M1,roc,0.44,0.993058,0.009788,25
M1,roc,0.45,0.993058,0.009788,25
M1,roc,0.46,0.993363,0.008568,25
M1,roc,0.47,0.993669,0.008667,25
M1,roc,0.48,0.993669,0.008667,25
M1,roc,0.49,0.993669,0.008667,25
M1,roc,0.5,0.994569,0.008894,25
M1,roc,0.51,0.994863,0.008694,25
M1,roc,0.52,0.994863,0.008694,25
M1,roc,0.53,0.995166,0.008459,25
M1,roc,0.54,0.995166,0.008459,25
M1,roc,0.55,0.995166,0.008459,25
M1,roc,0.56,0.995166,0.008459,25
M1,roc,0.57,0.995471,0.008492,25
M1,roc,0.58,0.996057,0.008269,25
M1,roc,0.59,0.996057,0.008269,25
M1,roc,0.6,0.996057,0.008269,25
M1,roc,0.61,0.996057,0.008269,25
M1,roc,0.62,0.996057,0.008269,25
M1,roc,0.63,0.996057,0.008269,25
M1,roc,0.64,0.996057,0.008269,25
M1,roc,0.65,0.996057,0.008269,25
M1,roc,0.66,0.996057,0.008269,25
M1,roc,0.67,0.996057,0.008269,25
M1,roc,0.68,0.996057,0.008269,25
M1,roc,0.69,0.996057,0.008269,25
M1,roc,0.7,0.996057,0.008269,25
M1,roc,0.71,0.996057,0.008269,25
M1,roc,0.72,0.996363,0.006995,25
M1,roc,0.73,0.996363,0.006995,25
M1,roc,0.74,0.996363,0.006995,25
M1,roc,0.75,0.996363,0.006995,25
M1,roc,0.76,0.996363,0.006995,25
M1,roc,0.77,0.996668,0.005844,25
M1,roc,0.78,0.996668,0.005844,25
M1,roc,0.79,0.996668,0.005844,25
M1,roc,0.8,0.996668,0.005844,25
M1,roc,0.81,0.996668,0.005844,25
M1,roc,0.82,0.996668,0.005844,25
M1,roc,0.83,0.996668,0.005844,25
M1,roc,0.84,0.996668,0.005844,25
M1,roc,0.85,0.996668,0.005844,25
M1,roc,0.86,0.99696,0.005819,25
M1,roc,0.87,0.99696,0.005819,25
M1,roc,0.88,0.99696,0.005819,25
M1,roc,0.89,0.997571,0.004773,25
M1,roc,0.9,0.997571,0.004773,25
M1,roc,0.91,0.997571,0.004773,25
M1,roc,0.92,0.997571,0.004773,25
M1,roc,0.93,0.997876,0.004116,25
M1,roc,0.94,0.998179,0.003974,25
M1,roc,0.95,0.998179,0.003974,25
M1,roc,0.96,0.998485,0.003798,25
M1,roc,0.97,0.99879,0.00283,25
M1,roc,0.98,0.999706,0.001471,25
M1,roc,0.99,1.0,0.0,25
M1,roc,1.0,1.0,0.0,25
M1,pr,0.0,0.96,0.2,25
M1,pr,0.01,0.9334,0.154597,25
M1,pr,0.02,0.92116,0.137855,25
M1,pr,0.03,0.889987,0.125898,25
M1,pr,0.04,0.895457,0.109042,25
M1,pr,0.05,0.897429,0.103123,25
M1,pr,0.06,0.896242,0.094807,25
M1,pr,0.07,0.899805,0.081587,25
M1,pr,0.08,0.895946,0.066946,25
M1,pr,0.09,0.896243,0.064976,25
M1,pr,0.1,0.885597,0.068701,25
M1,pr,0.11,0.881305,0.075601,25
M1,pr,0.12,0.881954,0.077449,25
M1,pr,0.13,0.876844,0.079721,25
M1,pr,0.14,0.872327,0.076173,25
M1,pr,0.15,0.870845,0.073833,25
M1,pr,0.16,0.871302,0.073246,25
M1,pr,0.17,0.870541,0.072661,25
M1,pr,0.18,0.863094,0.075274,25
M1,pr,0.19,0.85638,0.079977,25
M1,pr,0.2,0.850592,0.079588,25
M1,pr,0.21,0.847702,0.077499,25
M1,pr,0.22,0.845887,0.073351,25
M1,pr,0.23,0.840966,0.071255,25
M1,pr,0.24,0.837599,0.071797,25
M1,pr,0.25,0.835573,0.071347,25
M1,pr,0.26,0.835626,0.071122,25
M1,pr,0.27,0.833743,0.070277,25
M1,pr,0.28,0.831482,0.072982,25
M1,pr,0.29,0.827466,0.075313,25
M1,pr,0.3,0.822202,0.07793,25
M1,pr,0.31,0.819588,0.074574,25
M1,pr,0.32,0.817582,0.075096,25
M1,pr,0.33,0.816025,0.07591,25
M1,pr,0.34,0.808293,0.076481,25
M1,pr,0.35,0.806478,0.075654,25
M1,pr,0.36,0.807731,0.076386,25
M1,pr,0.37,0.805807,0.078917,25
M1,pr,0.38,0.802148,0.081308,25
M1,pr,0.39,0.795752,0.080933,25
M1,pr,0.4,0.792376,0.082725,25
M1,pr,0.41,0.787229,0.083574,25
M1,pr,0.42,0.782011,0.085514,25
M1,pr,0.43,0.778838,0.085098,25
M1,pr,0.44,0.773312,0.081878,25
M1,pr,0.45,0.769805,0.081472,25
M1,pr,0.46,0.763778,0.078202,25
M1,pr,0.47,0.761625,0.078817,25
M1,pr,0.48,0.758389,0.076267,25
M1,pr,0.49,0.757266,0.0768,25
M1,pr,0.5,0.754646,0.075591,25
M1,pr,0.51,0.753302,0.074057,25
M1,pr,0.52,0.749202,0.076093,25
M1,pr,0.53,0.745361,0.07814,25
M1,pr,0.54,0.739129,0.082734,25
M1,pr,0.55,0.735295,0.086671,25
M1,pr,0.56,0.731336,0.085966,25
M1,pr,0.57,0.725356,0.084253,25
M1,pr,0.58,0.72201,0.082495,25
M1,pr,0.59,0.717929,0.081195,25
M1,pr,0.6,0.714751,0.081707,25
M1,pr,0.61,0.710069,0.083273,25
M1,pr,0.62,0.703246,0.08322,25
M1,pr,0.63,0.697917,0.083105,25
M1,pr,0.64,0.695425,0.084285,25
M1,pr,0.65,0.68976,0.081177,25
M1,pr,0.66,0.682812,0.0836,25
M1,pr,0.67,0.675761,0.083482,25
M1,pr,0.68,0.670082,0.083214,25
M1,pr,0.69,0.664466,0.082217,25
M1,pr,0.7,0.66023,0.08029,25
M1,pr,0.71,0.656646,0.077423,25
M1,pr,0.72,0.653561,0.075905,25
M1,pr,0.73,0.647728,0.071936,25
M1,pr,0.74,0.645323,0.072603,25
M1,pr,0.75,0.639762,0.07216,25
M1,pr,0.76,0.637492,0.075626,25
M1,pr,0.77,0.632805,0.077268,25
M1,pr,0.78,0.626817,0.077088,25
M1,pr,0.79,0.620536,0.077737,25
M1,pr,0.8,0.613475,0.075314,25
M1,pr,0.81,0.607079,0.07301,25
M1,pr,0.82,0.601575,0.070236,25
M1,pr,0.83,0.596817,0.069643,25
M1,pr,0.84,0.590555,0.067373,25
M1,pr,0.85,0.583687,0.065676,25
M1,pr,0.86,0.577831,0.065302,25
M1,pr,0.87,0.56826,0.06302,25
M1,pr,0.88,0.556612,0.060493,25
M1,pr,0.89,0.548682,0.06088,25
M1,pr,0.9,0.541334,0.059954,25
M1,pr,0.91,0.530703,0.05512,25
M1,pr,0.92,0.519644,0.056878,25
M1,pr,0.93,0.510877,0.054859,25
M1,pr,0.94,0.500006,0.051959,25
M1,pr,0.95,0.488218,0.052402,25
M1,pr,0.96,0.477232,0.050596,25
M1,pr,0.97,0.463064,0.063886,25
M1,pr,0.98,0.439796,0.062499,25
M1,pr,0.99,0.389052,0.080428,25
M1,pr,1.0,0.209458,0.003861,25
M3,roc,0.0,0.050712,0.061961,25
M3,roc,0.01,0.244905,0.147928,25
M3,roc,0.02,0.368063,0.157462,25
M3,roc,0.03,0.440438,0.150955,25
M3,roc,0.04,0.509984,0.135413,25
M3,roc,0.05,0.568887,0.132196,25
M3,roc,0.06,0.620063,0.124403,25
M3,roc,0.07,0.660758,0.113233,25
M3,roc,0.08,0.688674,0.119467,25
M3,roc,0.09,0.716973,0.110148,25
M3,roc,0.1,0.742588,0.101685,25
M3,roc,0.11,0.764855,0.091439,25
M3,roc,0.12,0.77753,0.082031,25
M3,roc,0.13,0.79313,0.075992,25
M3,roc,0.14,0.810594,0.071657,25
M3,roc,0.15,0.822039,0.071703,25
M3,roc,0.16,0.835928,0.069426,25
M3,roc,0.17,0.848613,0.064259,25
M3,roc,0.18,0.862104,0.06146,25
M3,roc,0.19,0.871654,0.062771,25
M3,roc,0.2,0.884021,0.060819,25
M3,roc,0.21,0.891242,0.057754,25
M3,roc,0.22,0.898462,0.054732,25
M3,roc,0.23,0.907787,0.050608,25
M3,roc,0.24,0.911123,0.04948,25
M3,roc,0.25,0.917481,0.043744,25
M3,roc,0.26,0.926217,0.040224,25
M3,roc,0.27,0.936777,0.037713,25
M3,roc,0.28,0.942807,0.034744,25
M3,roc,0.29,0.94796,0.029801,25
M3,roc,0.3,0.953058,0.027537,25
M3,roc,0.31,0.957263,0.025401,25
M3,roc,0.32,0.961762,0.02446,25
M3,roc,0.33,0.965078,0.023044,25
M3,roc,0.34,0.969906,0.023386,25
M3,roc,0.35,0.973517,0.023229,25
M3,roc,0.36,0.976228,0.022268,25
M3,roc,0.37,0.977432,0.021632,25
M3,roc,0.38,0.978649,0.020311,25
M3,roc,0.39,0.981623,0.018735,25
M3,roc,0.4,0.983424,0.016476,25
M3,roc,0.41,0.985233,0.015797,25
M3,roc,0.42,0.986749,0.014628,25
M3,roc,0.43,0.988552,0.013281,25
M3,roc,0.44,0.990357,0.012462,25
M3,roc,0.45,0.991259,0.011074,25
M3,roc,0.46,0.991854,0.010921,25
M3,roc,0.47,0.992766,0.011037,25
M3,roc,0.48,0.993668,0.009199,25
M3,roc,0.49,0.994573,0.007733,25
M3,roc,0.5,0.995476,0.007565,25
M3,roc,0.51,0.996673,0.006956,25
M3,roc,0.52,0.996978,0.006186,25
M3,roc,0.53,0.997283,0.005728,25
M3,roc,0.54,0.998199,0.004486,25
M3,roc,0.55,0.998199,0.004486,25
M3,roc,0.56,0.998199,0.004486,25
M3,roc,0.57,0.99881,0.00351,25
M3,roc,0.58,0.99881,0.00351,25
M3,roc,0.59,0.999407,0.002963,25
M3,roc,0.6,0.999407,0.002963,25
M3,roc,0.61,0.999407,0.002963,25
M3,roc,0.62,0.999407,0.002963,25
M3,roc,0.63,0.999704,0.001481,25
M3,roc,0.64,0.999704,0.001481,25
M3,roc,0.65,0.999704,0.001481,25
M3,roc,0.66,0.999704,0.001481,25
M3,roc,0.67,0.999704,0.001481,25
M3,roc,0.68,0.999704,0.001481,25
M3,roc,0.69,0.999704,0.001481,25
M3,roc,0.7,0.999704,0.001481,25
M3,roc,0.71,0.999704,0.001481,25
M3,roc,0.72,0.999704,0.001481,25
M3,roc,0.73,0.999704,0.001481,25
M3,roc,0.74,0.999704,0.001481,25
M3,roc,0.75,0.999704,0.001481,25
M3,roc,0.76,1.0,0.0,25
M3,roc,0.77,1.0,0.0,25
M3,roc,0.78,1.0,0.0,25
M3,roc,0.79,1.0,0.0,25
M3,roc,0.8,1.0,0.0,25
M3,roc,0.81,1.0,0.0,25
M3,roc,0.82,1.0,0.0,25
M3,roc,0.83,1.0,0.0,25
M3,roc,0.84,1.0,0.0,25
M3,roc,0.85,1.0,0.0,25
M3,roc,0.86,1.0,0.0,25
M3,roc,0.87,1.0,0.0,25
M3,roc,0.88,1.0,0.0,25
M3,roc,0.89,1.0,0.0,25
M3,roc,0.9,1.0,0.0,25
M3,roc,0.91,1.0,0.0,25
M3,roc,0.92,1.0,0.0,25
M3,roc,0.93,1.0,0.0,25
M3,roc,0.94,1.0,0.0,25
M3,roc,0.95,1.0,0.0,25
M3,roc,0.96,1.0,0.0,25
M3,roc,0.97,1.0,0.0,25
M3,roc,0.98,1.0,0.0,25
M3,roc,0.99,1.0,0.0,25
M3,roc,1.0,1.0,0.0,25
M3,pr,0.0,0.92,0.276887,25
M3,pr,0.01,0.9026,0.189806,25
M3,pr,0.02,0.89888,0.139958,25
M3,pr,0.03,0.899325,0.126771,25
M3,pr,0.04,0.892524,0.127615,25
M3,pr,0.05,0.854627,0.132659,25
M3,pr,0.06,0.844251,0.126239,25
M3,pr,0.07,0.830256,0.12454,25
M3,pr,0.08,0.821756,0.11677,25
M3,pr,0.09,0.815407,0.117811,25
M3,pr,0.1,0.816371,0.116467,25
M3,pr,0.11,0.813511,0.120197,25
M3,pr,0.12,0.813041,0.124632,25
M3,pr,0.13,0.813045,0.115798,25
M3,pr,0.14,0.821025,0.112583,25
M3,pr,0.15,0.825578,0.111016,25
M3,pr,0.16,0.827781,0.109266,25
M3,pr,0.17,0.828909,0.108919,25
M3,pr,0.18,0.82908,0.107607,25
M3,pr,0.19,0.827906,0.112172,25
M3,pr,0.2,0.825538,0.11848,25
M3,pr,0.21,0.823034,0.122619,25
M3,pr,0.22,0.822735,0.125401,25
M3,pr,0.23,0.823186,0.119252,25
M3,pr,0.24,0.822847,0.116722,25
M3,pr,0.25,0.823984,0.111356,25
M3,pr,0.26,0.824313,0.110056,25
M3,pr,0.27,0.823483,0.109191,25
M3,pr,0.28,0.821232,0.111163,25
M3,pr,0.29,0.819932,0.111441,25
M3,pr,0.3,0.818768,0.115577,25
M3,pr,0.31,0.816086,0.114568,25
M3,pr,0.32,0.814936,0.112823,25
M3,pr,0.33,0.814453,0.111372,25
M3,pr,0.34,0.813107,0.11042,25
M3,pr,0.35,0.809918,0.109808,25
M3,pr,0.36,0.80994,0.110134,25
M3,pr,0.37,0.810072,0.111362,25
M3,pr,0.38,0.806444,0.1107,25
M3,pr,0.39,0.801846,0.109574,25
M3,pr,0.4,0.800834,0.11029,25
M3,pr,0.41,0.798233,0.114509,25
M3,pr,0.42,0.796135,0.116758,25
M3,pr,0.43,0.794162,0.115705,25
M3,pr,0.44,0.794594,0.114401,25
M3,pr,0.45,0.794889,0.114886,25
M3,pr,0.46,0.793959,0.113282,25
M3,pr,0.47,0.791503,0.115393,25
M3,pr,0.48,0.788485,0.112263,25
M3,pr,0.49,0.782463,0.110306,25
M3,pr,0.5,0.779371,0.107595,25
M3,pr,0.51,0.774127,0.104867,25
M3,pr,0.52,0.770209,0.101934,25
M3,pr,0.53,0.766752,0.10041,25
M3,pr,0.54,0.764927,0.098543,25
M3,pr,0.55,0.760775,0.0961,25
M3,pr,0.56,0.758594,0.095381,25
M3,pr,0.57,0.754945,0.095391,25
M3,pr,0.58,0.752011,0.093935,25
M3,pr,0.59,0.748884,0.092387,25
M3,pr,0.6,0.745201,0.092052,25
M3,pr,0.61,0.742764,0.093692,25
M3,pr,0.62,0.738388,0.091427,25
M3,pr,0.63,0.735213,0.090544,25
M3,pr,0.64,0.729328,0.090023,25
M3,pr,0.65,0.726195,0.090913,25
M3,pr,0.66,0.721371,0.089478,25
M3,pr,0.67,0.715157,0.085371,25
M3,pr,0.68,0.71,0.081971,25
M3,pr,0.69,0.705749,0.081741,25
M3,pr,0.7,0.698306,0.080793,25
M3,pr,0.71,0.691178,0.08462,25
M3,pr,0.72,0.686539,0.0841,25
M3,pr,0.73,0.676222,0.085582,25
M3,pr,0.74,0.668061,0.083448,25
M3,pr,0.75,0.661133,0.084858,25
M3,pr,0.76,0.650551,0.084418,25
M3,pr,0.77,0.645658,0.082902,25
M3,pr,0.78,0.635694,0.084269,25
M3,pr,0.79,0.624928,0.085664,25
M3,pr,0.8,0.616031,0.085849,25
M3,pr,0.81,0.610148,0.087341,25
M3,pr,0.82,0.603748,0.085136,25
M3,pr,0.83,0.594424,0.084428,25
M3,pr,0.84,0.588177,0.079565,25
M3,pr,0.85,0.580199,0.07693,25
