task,model_id,kind,fold_label,family,n_features,total_importance,positive_importance,mean_importance,max_importance,n_negative,share_of_positive,net_is_negative
binary,M1,permutation,r0f4,chroma,24,-0.07762702767175723,0.02113176884541977,-0.003234459486323218,0.020669578959923628,22,0.025703777721760447,True
binary,M1,permutation,r0f4,dwt,24,0.13434592676526574,0.21253205510496131,0.00559774694855274,0.13087726622137397,14,0.258514880752679,False
binary,M1,permutation,r0f4,envelope,5,-0.003976323950381954,0.012098192986641132,-0.0007952647900763908,0.008467765982824383,3,0.014715723309219627,True
binary,M1,permutation,r0f4,frequency,22,0.12319895038167847,0.1615115100190834,0.005599952290076294,0.045387792223282396,8,0.19645567691964497,False
binary,M1,permutation,r0f4,mfcc,39,-0.027854395276719523,0.0924923962309156,-0.0007142152635056288,0.057700679866412155,26,0.11250378570120227,True
binary,M1,permutation,r0f4,time,24,0.27737505963740344,0.32236104484732797,0.011557294151558477,0.19999478172709914,12,0.3921061555954936,False
binary,M3,permutation,r0f4,chroma,24,0.04572921636450407,0.051711593511450715,0.0019053840151876695,0.006648079675572527,6,0.22514475631604935,False
binary,M3,permutation,r0f4,dwt,24,0.021354663645038307,0.03727114145992386,0.0008897776518765961,0.00849460281488552,13,0.1622731285539947,False
binary,M3,permutation,r0f4,envelope,5,0.004065780057251967,0.005476950143129833,0.0008131560114503934,0.0027515207538168496,1,0.02384584426037975,False
binary,M3,permutation,r0f4,frequency,22,-0.00477546517175569,0.01485865935114521,-0.00021706659871616773,0.0029378876431297883,11,0.06469244151325566,True
binary,M3,permutation,r0f4,mfcc,39,0.04957433802480932,0.076602755248092,0.001271136872431008,0.018400375715648877,16,0.3335172539142626,False
binary,M3,permutation,r0f4,time,24,0.02716185591603066,0.04376043654580169,0.0011317439965012775,0.015115845658396954,12,0.1905265754420582,False
binary,M4,impurity,r0f4,chroma,24,0.09154580330690876,0.09154580330690876,0.003814408471121198,0.0069295671068922825,0,0.09154580330690876,False
binary,M4,impurity,r0f4,dwt,24,0.2809121279803808,0.2809121279803808,0.011704671999182533,0.061795244978153606,0,0.2809121279803808,False
binary,M4,impurity,r0f4,envelope,5,0.02437219877758829,0.02437219877758829,0.004874439755517658,0.007327160256701078,0,0.02437219877758829,False
binary,M4,impurity,r0f4,frequency,22,0.12373590679789481,0.12373590679789481,0.00562435939990431,0.012147280233264836,0,0.12373590679789481,False
binary,M4,impurity,r0f4,mfcc,39,0.27717758050250624,0.27717758050250624,0.0071071174487822115,0.058527342584322684,0,0.27717758050250624,False
binary,M4,impurity,r0f4,time,24,0.2022563826347211,0.2022563826347211,0.008427349276446712,0.0622760716895253,0,0.2022563826347211,False
binary,M4,permutation,r0f4,chroma,24,0.013444507395038618,0.024106184398855465,0.0005601878081266091,0.0030444895038168273,8,0.10728860458789355,False
binary,M4,permutation,r0f4,dwt,24,0.05151255367366455,0.05682177361641262,0.0021463564030693564,0.017502832776717547,6,0.2528948049448897,False
binary,M4,permutation,r0f4,envelope,5,0.0070647960400765045,0.007650733540076504,0.0014129592080153008,0.0027515207538168496,1,0.03405086893915801,False
binary,M4,permutation,r0f4,frequency,22,0.018067897185115037,0.024185203959924153,0.0008212680538688653,0.006275345896946583,7,0.10764029435770257,False
binary,M4,permutation,r0f4,mfcc,39,0.0423597030057258,0.05775360806297773,0.0010861462309160461,0.022961891698473257,14,0.2570420899662243,False
binary,M4,permutation,r0f4,time,24,0.04789181774809205,0.054167909112595905,0.001995492406170502,0.028065362595419852,9,0.241083337204132,False
binary,M5,impurity,r0f4,chroma,24,0.04223150506604584,0.04223150506604583,0.0017596460444185766,0.011376823674041926,0,0.04223150506604583,False
binary,M5,impurity,r0f4,dwt,24,0.32270951261173153,0.32270951261173153,0.013446229692155481,0.1871753228880933,0,0.32270951261173153,False
binary,M5,impurity,r0f4,envelope,5,0.010227656721394956,0.010227656721394956,0.0020455313442789913,0.004205487263097354,0,0.010227656721394956,False
binary,M5,impurity,r0f4,frequency,22,0.0912729677155178,0.0912729677155178,0.004148771259796263,0.04128435922125124,0,0.0912729677155178,False
binary,M5,impurity,r0f4,mfcc,39,0.33788743144731115,0.33788743144731115,0.008663780293520799,0.2054627303049075,0,0.33788743144731115,False
binary,M5,impurity,r0f4,time,24,0.19567092643799885,0.19567092643799885,0.008152955268249952,0.10375849917845452,0,0.19567092643799885,False
binary,M5,permutation,r0f4,chroma,24,0.008503548425572405,0.013963352814885388,0.00035431451773218356,0.005086325143129722,9,0.08898083665073664,False
binary,M5,permutation,r0f4,dwt,24,0.03884333253816765,0.04879457895992347,0.0016184721890903188,0.023068493559160252,7,0.3109412558311883,False
binary,M5,permutation,r0f4,envelope,5,-0.0032755844465649168,0.00078125,-0.0006551168893129834,0.00078125,3,0.004978480423360884,True
binary,M5,permutation,r0f4,frequency,22,-0.013238758349236945,0.005343511450381611,-0.0006017617431471338,0.002982615696564861,14,0.03405128594909385,True
binary,M5,permutation,r0f4,mfcc,39,0.00910364980915976,0.04470121660305313,0.0002334269181835836,0.01826693702290071,16,0.2848564886511546,False
binary,M5,permutation,r0f4,time,24,0.03283113668893095,0.043341483778625706,0.0013679640287054564,0.023146767652671697,10,0.27619165249446576,False
binary,M8,impurity,r0f4,chroma,24,0.10567500069737434,0.10567500069737434,0.004403125029057264,0.009902901947498322,0,0.10567500139706136,False
binary,M8,impurity,r0f4,dwt,24,0.3164443513378501,0.3164443513378501,0.013185181305743754,0.11608806997537613,0,0.3164443534330666,False
binary,M8,impurity,r0f4,envelope,5,0.029004098614677787,0.029004098614677787,0.005800819722935557,0.008428994566202164,0,0.029004098806717445,False
binary,M8,impurity,r0f4,frequency,22,0.13385342771653086,0.13385342771653086,0.006084246714387767,0.026294076815247536,0,0.13385342860279068,False
binary,M8,impurity,r0f4,mfcc,39,0.23625887953676283,0.23625887953676283,0.006057919988122124,0.048884883522987366,0,0.23625888110106158,False
binary,M8,impurity,r0f4,time,24,0.17876423547568265,0.17876423547568265,0.007448509811486777,0.026673732325434685,0,0.17876423665930238,False
binary,M8,permutation,r0f4,chroma,24,-0.03206926884541925,0.0041634363072519665,-0.0013362195352258023,0.0023966781965649164,19,0.01578477313451408,True
binary,M8,permutation,r0f4,dwt,24,0.07553897304389376,0.0916940004770996,0.00314745721016224,0.05239518726145046,11,0.3476380779035777,False
binary,M8,permutation,r0f4,envelope,5,-0.007412183921755589,0.0005680462786259999,-0.0014824367843511176,0.0005680462786259999,4,0.0021536252692033178,True
binary,M8,permutation,r0f4,frequency,22,-0.012027373568701705,0.020105260019084182,-0.0005466987985773502,0.010385108540076415,13,0.07622476838636406,True
binary,M8,permutation,r0f4,mfcc,39,0.031092706345421283,0.0892511032919854,0.0007972488806518278,0.05491710400763368,26,0.33837635873405303,False
binary,M8,permutation,r0f4,time,24,0.01860537929389399,0.05798097566793936,0.000775224137245583,0.026434279580152754,13,0.21982239657228794,False
