task,model_id,kind,feature,importance_mean,importance_sd,importance_min,importance_max,rank_mean,rank_sd,rank_best,rank_worst,n_folds,n_folds_positive,rank
binary,M3,permutation,freq_bandwidth_mean,0.0031577794443396214,0.0025470494367705685,0.0013683997805942095,0.007488231832892012,42.8,24.283739415501888,17,80,5,5,31
binary,M3,permutation,chroma_03_mean,0.0031096411643922093,0.0018098544213326778,0.0013236016249275173,0.005127978817299173,48.0,19.300259065618782,16,63,5,5,32
binary,M3,permutation,dwt_cD3_mean_abs,0.0031049921794498573,0.003987062847871738,-0.0020328900286259665,0.008734374548918922,55.4,40.82033806817381,13,123,5,4,33
binary,M3,permutation,dwt_cA5_entropy,0.0030531986983739602,0.003993270344978941,-0.002349230635988264,0.0070126133110687385,52.2,47.59936974372665,7,130,5,4,34
binary,M3,permutation,dwt_cD4_mean_abs,0.003004959558993605,0.0017132600446203774,0.002039004593749105,0.006060606060606055,44.4,13.315404612703288,34,67,5,5,35
binary,M3,permutation,mfcc_01_mean,0.002987398915834481,0.0019305047291936553,0.0012426944179389499,0.006060606060606055,45.2,18.102486017119308,21,68,5,5,36
binary,M3,permutation,chroma_02_std,0.002910897490797062,0.0013139073000173992,0.0017130844465649165,0.00496117093449584,44.8,17.79606698121807,29,72,5,5,37
binary,M3,permutation,mfcc_03_delta_mean,0.0028969884094857215,0.003917728820020749,-0.00182863191793895,0.008031038540747293,60.4,50.292146504200836,13,122,5,4,38
binary,M3,permutation,time_skewness,0.002896793517369347,0.004372577776321907,-0.0016996737781113213,0.009926448955575162,52.2,46.018474550988756,11,122,5,4,39
binary,M3,permutation,freq_rolloff85_mean,0.0027829935107869666,0.002647629551859898,0.00016847566793894985,0.006536481318034704,53.2,30.111459612579395,17,88,5,5,40
binary,M3,permutation,time_max,0.0027153067864978354,0.001806814140890253,-0.00018636688931297218,0.004198473282442794,51.0,32.01562118716424,16,88,5,4,41
binary,M3,permutation,freq_band_power_250_350,0.0025810616713078873,0.003096467391976142,-0.0011808206106870168,0.006818181818181812,57.8,37.35237609577201,26,116,5,4,42
binary,M3,permutation,chroma_05_std,0.0025690923162042223,0.0021430321047483714,0.00026843840712453826,0.0050578827333353175,57.4,30.377623343507306,25,96,5,5,43
binary,M3,permutation,chroma_10_mean,0.0024550411515744863,0.0031415826790787515,-0.001364522417153935,0.006136147117411039,69.2,47.944759880512485,15,114,5,4,44
binary,M3,permutation,chroma_04_std,0.0024331047597722553,0.003115193487915317,-0.00019493177387912563,0.007400706090026454,62.6,34.60202306224305,21,99,5,4,45
binary,M3,permutation,chroma_01_std,0.0022993494588999996,0.002991747232796197,-0.0005254193250381678,0.006391083731381086,65.6,38.86257840133616,8,112,5,3,46
binary,M3,permutation,chroma_05_mean,0.002288637582822812,0.0020713940551039503,0.0006122650283234221,0.005681818181818177,59.8,17.19592975096142,40,87,5,5,47
binary,M3,permutation,env_skew,0.0021356412281523895,0.0024367094211925843,-0.0014111700858778665,0.004560610872138393,61.2,36.0374804890686,30,119,5,4,48
binary,M3,permutation,dwt_cD4_std,0.0020948578439885734,0.0016479733406655082,0.0007510638897500032,0.004545454545454542,60.6,25.005999280172748,27,86,5,5,49
binary,M3,permutation,chroma_10_std,0.002057784248713712,0.0012952616325306691,0.0004085162213740334,0.003914259780069406,60.4,29.30528962491243,18,94,5,5,50
binary,M3,permutation,dwt_cD2_mean_abs,0.0019556568571550037,0.002117451987353835,-0.0004972268606870167,0.004146337942781309,69.2,36.36894279464279,30,108,5,3,51
binary,M3,permutation,chroma_12_mean,0.0019195550769588233,0.0011200755431729032,0.0007388063032901293,0.0037176304165825068,65.2,26.071056748816304,36,102,5,5,52
binary,M3,permutation,chroma_11_mean,0.0018549748659232091,0.0021152696521386316,-0.000219484249214974,0.00462413525763361,71.2,43.52240802161572,17,125,5,4,53
binary,M3,permutation,dwt_cA5_mean_abs,0.0018445366116598548,0.002387653326905999,-0.0016996737781113324,0.004739629302736081,63.0,37.4299345444258,30,123,5,4,54
binary,M3,permutation,chroma_06_mean,0.0018377199516913744,0.0017453767429249317,-1.789122137403343e-05,0.00438090014145911,69.0,28.71410803072246,31,96,5,4,55
binary,M3,permutation,freq_spectral_entropy,0.0018140817744811335,0.0015794224434913854,-3.0296198179391442e-05,0.003516212073865832,67.8,30.82531427252608,24,107,5,4,56
binary,M3,permutation,time_hjorth_complexity,0.0016969173544238124,0.0017509618797196965,-0.0006495245747957012,0.004021052003816838,73.8,40.97194161862481,19,119,5,4,57
binary,M3,permutation,time_std,0.001680306595356318,0.0020119287668509196,-0.000390625,0.004454950257869949,70.4,34.98285294254887,9,95,5,4,58
binary,M3,permutation,time_var,0.001680306595356318,0.0020119287668509196,-0.000390625,0.004454950257869949,70.4,34.98285294254887,9,95,5,4,58
binary,M3,permutation,time_rms,0.001680306595356318,0.0020119287668509196,-0.000390625,0.004454950257869949,70.4,34.98285294254887,9,95,5,4,58
binary,M3,permutation,time_hjorth_activity,0.001680306595356318,0.0020119287668509196,-0.000390625,0.004454950257869949,70.4,34.98285294254887,9,95,5,4,58
binary,M3,permutation,chroma_11_std,0.0016785846389729378,0.003224118325845581,-0.0027425751431297994,0.00515676383494792,75.0,49.36091571273774,12,129,5,3,62
binary,M3,permutation,dwt_cD1_energy,0.0016762669344087898,0.0019950578196416486,-0.000584795321637388,0.003413782153064526,71.6,37.25989801381641,21,108,5,3,63
binary,M3,permutation,chroma_07_mean,0.001617322206625844,0.0015196322009047322,-0.0008264521038243711,0.003012500360864978,71.0,39.943710393502506,31,117,5,4,64
binary,M3,permutation,dwt_cD1_mean_abs,0.0015572991772871436,0.002152838057521732,-0.0012759631372769808,0.0035973096439148146,74.2,42.76914775863555,20,122,5,3,65
binary,M3,permutation,freq_band_power_350_400,0.0015471278630935492,0.004535049474619521,-0.004029997614503867,0.006219146049250912,76.2,48.58188962977871,20,132,5,3,66
binary,M3,permutation,dwt_cD5_energy,0.0015352547659926552,0.004397893799597429,-0.004149368331770831,0.0076140041188584974,69.8,47.049973432511095,16,130,5,3,67
binary,M3,permutation,mfcc_04_std,0.0015254312645523326,0.0009775975407692818,-8.945610687005611e-06,0.0025700799676665943,72.6,17.952715672009067,60,101,5,4,68
binary,M3,permutation,dwt_cD3_energy,0.0014803186798901535,0.0013190911642132846,0.0003727337786259666,0.003662057218741932,74.2,24.45812748351762,39,108,5,5,69
binary,M3,permutation,freq_flux_mean,0.0014685083323184834,0.0015600745014643063,-0.0004567519858782121,0.0037031958197408345,66.6,37.145659234963105,38,130,5,4,70
binary,M3,permutation,env_kurtosis,0.0014597286113288055,0.0018631877466860952,9.746588693957393e-05,0.004632980288320099,75.4,16.44080290010193,51,94,5,5,71
binary,M3,permutation,freq_band_power_150_250,0.001425142484988764,0.0020511236520730793,-0.0004972268606870167,0.004353474407459845,78.4,43.592430535587255,31,123,5,4,72
binary,M3,permutation,chroma_08_std,0.0014138263944267026,0.0030762653825103753,-0.002823182932671986,0.005516328331862308,72.8,40.34476422040411,27,130,5,4,73
binary,M3,permutation,mfcc_09_delta_mean,0.0014098738936195222,0.0017402410383772007,-0.0008898627511765955,0.0035253015592821347,76.4,27.07027890510181,47,119,5,4,74
binary,M3,permutation,mfcc_06_std,0.0013885230995412834,0.00289820694314272,-0.0012639855705549041,0.005622977346278324,79.8,41.79354017070102,29,121,5,3,75
binary,M3,permutation,mfcc_06_delta_mean,0.001364684558438618,0.0017685016467971634,-0.0005634010002942058,0.003579058286902115,73.6,41.08892794902296,31,131,5,3,76
binary,M3,permutation,mfcc_03_std,0.0013411023933692224,0.002434147065288491,-0.001039388122553997,0.005444729928693182,80.8,38.277930978567795,27,118,5,4,77
binary,M3,permutation,chroma_09_mean,0.001332516787190838,0.002329035408703257,-0.001976096307630082,0.004012106393129799,76.6,39.715236370944595,20,127,5,4,78
binary,M3,permutation,mfcc_07_delta_mean,0.0012924656257938527,0.003212805312027552,-0.0032483668883829253,0.004311614076618897,74.4,42.869569626951005,33,124,5,3,79
binary,M3,permutation,dwt_cD4_entropy,0.001284503626301865,0.002054417123664634,-0.0010563275286259665,0.004457928802588984,79.4,24.541801074900757,53,113,5,4,80
binary,M3,permutation,time_range,0.0012807783318824794,0.0015612840880828186,-0.0006632697248765585,0.003127390408943809,73.8,31.003225638633154,35,114,5,4,81
binary,M3,permutation,time_peak_to_peak,0.0012807783318824794,0.0015612840880828186,-0.0006632697248765585,0.003127390408943809,73.8,31.003225638633154,35,114,5,4,81
binary,M3,permutation,freq_flatness_std,0.0012234364809058438,0.0022380881788218623,-0.0020390045937490942,0.003525301559282157,76.4,36.623762777737625,24,125,5,4,83
binary,M3,permutation,time_sample_entropy,0.0011964884654618424,0.001972838694527149,-0.00038986354775826236,0.004069579288025893,83.0,22.594247055390007,60,109,5,3,84
binary,M3,permutation,chroma_06_std,0.0011671160144570859,0.0019824710958231727,-0.0005460361299777117,0.003894527802294767,82.2,24.76287543884999,60,112,5,3,85
binary,M3,permutation,dwt_cA5_std,0.0011503026636410564,0.0020316374734003005,-0.001782672709951172,0.0029427772874374815,73.2,35.96804137008297,38,124,5,3,86
binary,M3,permutation,time_kurtosis,0.0011381845164672333,0.001607252724767965,-9.746588693956281e-05,0.003049347574895034,78.6,32.10607419165414,24,106,5,2,87
binary,M3,permutation,freq_flatness_mean,0.0011133286961995136,0.0021786412036433446,-0.0026724065045232613,0.0025735510444248157,77.0,35.531676008879735,33,126,5,4,88
binary,M3,permutation,mfcc_08_delta_mean,0.001103995027088811,0.0030348160636487274,-0.002671755725190883,0.004476087140320694,74.4,55.45087916345421,8,136,5,3,89
binary,M3,permutation,time_min,0.0011034100208361596,0.0012506914594562458,-0.00027507752862596655,0.00263013273962176,78.8,32.22111109195336,30,105,5,4,90
binary,M3,permutation,mfcc_07_mean,0.0010925469081602079,0.0021758109087940797,-0.0014210675118669803,0.003465744159174833,76.6,43.27585932133526,18,118,5,3,91
binary,M3,permutation,dwt_cD2_energy,0.0010562887502073705,0.0014892114196022503,-0.00038986354775825125,0.002819076763186057,78.8,37.13084970748717,32,123,5,3,92
binary,M3,permutation,mfcc_09_std,0.0009775647108968056,0.004051537382943344,-0.0033177859820195388,0.006700500147102106,78.2,48.761665270989255,28,133,5,3,93
binary,M3,permutation,mfcc_10_delta_mean,0.0009427226873647942,0.0023067035140403166,-0.0021216006679389498,0.004370403059723438,85.4,25.569513096654774,54,124,5,4,94
binary,M3,permutation,mfcc_12_mean,0.000938412544539784,0.0020185729623366905,-0.0026449188931297997,0.0022388059701493046,83.8,32.51461209979292,51,127,5,4,95
binary,M3,permutation,chroma_04_mean,0.0008705105262688327,0.002551199418517334,-0.00134035066793895,0.005021329802883212,90.8,30.474579570520742,46,120,5,3,96
binary,M3,permutation,freq_band_power_20_50,0.0008618447157919618,0.0013799056408764067,-0.0009586712786259554,0.002671755725190861,84.6,38.875442119672414,33,126,5,4,97
binary,M3,permutation,freq_total_power,0.0008548805975810581,0.002017046580702449,-0.0019002127881195263,0.0031007806555251815,81.6,41.60288451537946,23,121,5,3,98
binary,M3,permutation,env_mean,0.0008452686807901788,0.0023972599340705146,-0.0032889228903836276,0.0026117975875257883,78.0,39.38908478246226,40,136,5,4,99
binary,M3,permutation,mfcc_07_std,0.0008418053074029342,0.0010381157022189152,-0.0003816793893129611,0.002295465434151589,81.6,32.8831263720468,36,122,5,4,100
binary,M3,permutation,mfcc_08_std,0.0008307777275526274,0.0018288413500984135,-0.001810098443950392,0.0023984995586937784,83.4,31.855925665407998,41,125,5,3,101
binary,M3,permutation,chroma_08_mean,0.0007817622617935548,0.001749548440498958,-0.0018656716417910003,0.0026098819179389498,85.8,35.54855833926321,32,126,5,4,102
binary,M3,permutation,time_shannon_entropy,0.0007803906854619469,0.002518221407959684,-0.0029020756950257852,0.004107825831126799,80.2,33.84819049816401,48,135,5,4,103
binary,M3,permutation,env_peak_rate,0.0007757705176089869,0.003871566053796485,-0.005785164726770542,0.0042049132097675915,72.8,42.78083683145994,27,135,5,4,104
binary,M3,permutation,chroma_12_std,0.0007540803354582249,0.0017300358222794021,-0.0010473819179389388,0.0035937040305972336,89.8,19.7914122790669,67,112,5,4,105
binary,M3,permutation,mfcc_05_delta_mean,0.0007374554321083492,0.001576151375867098,-0.00153566316793895,0.0026393660325067735,91.6,26.931394319641157,57,120,5,4,106
binary,M3,permutation,time_crest_factor,0.000727632537625511,0.001199597530968589,-0.0005680462786259666,0.001991026772580162,88.0,26.823497162003317,54,111,5,3,107
binary,M3,permutation,env_std,0.000639900563663447,0.0015659786233116618,-0.0012435405179132887,0.0024764636657840567,87.6,30.146309890266835,52,119,5,3,108
binary,M3,permutation,freq_bandwidth_std,0.0006302472852078411,0.002080431588176528,-0.0015021277795000398,0.004001176816710794,89.6,25.451915448547286,61,123,5,3,109
binary,M3,permutation,dwt_cD5_entropy,0.000594632782864859,0.0021081596878441736,-0.002722364964346491,0.0021852015298617243,84.8,35.758914972353395,43,134,5,3,110
binary,M3,permutation,chroma_09_std,0.0005723237913450574,0.0014870674320189184,-0.0006657025286259666,0.002651515151515149,93.0,21.295539439046856,58,113,5,2,111
binary,M3,permutation,mfcc_11_mean,0.0005442269362082253,0.0008880668276878242,-0.0007599815237159912,0.001709326272433065,91.6,20.181674856165927,71,116,5,4,112
binary,M3,permutation,mfcc_08_mean,0.0005118363481039711,0.001340437954578339,-0.0007599815237160134,0.0027486025301559523,93.0,13.765899897936203,82,117,5,3,113
binary,M3,permutation,freq_peak_power,0.00046356329871880317,0.0019622359293919958,-0.0017041388358778886,0.002845689908796678,91.6,28.474550040343043,57,121,5,3,114
binary,M3,permutation,time_mean,0.00029824799605701727,0.001652248350102011,-0.001358241889312961,0.0022900763358778995,90.2,41.91896945298155,42,134,5,2,115
binary,M3,permutation,mfcc_10_std,0.0002960800165403766,0.002778330980148576,-0.0038897073047333363,0.0027964107090321377,89.2,36.2243012354966,31,127,5,3,116
binary,M3,permutation,dwt_cD4_energy,0.00022589441054772456,0.001441001567530555,-0.0018027469011799636,0.0021852015298617134,98.2,20.78942038634074,64,120,5,3,117
binary,M3,permutation,mfcc_09_mean,0.00018129390468381025,0.0008359435220486408,-0.0007454675572519332,0.0014085025007354978,102.2,13.9534941860453,79,115,5,3,118
binary,M3,permutation,time_autocorr_peak_lag,0.00017424127279554112,0.00035613954305515304,-0.00037313432835820446,0.0005634010002941947,98.4,19.03417978269618,76,120,5,4,119
binary,M3,permutation,mfcc_01_delta_mean,0.0001413015362706549,0.0020492969691818484,-0.00279006848349912,0.0027079303675049404,89.2,37.67890656587582,53,132,5,3,120
binary,M3,permutation,mfcc_12_delta_mean,0.00013423151623512367,0.00384321485449074,-0.006301802002886725,0.003243601059135037,84.6,33.05752561823102,53,137,5,3,121
binary,M3,permutation,mfcc_10_mean,0.0001248137171208263,0.0037241041601338873,-0.0063992678898262875,0.0027390408943806952,84.6,36.630588310863914,35,138,5,4,122
binary,M3,permutation,mfcc_13_std,0.00011370482599268421,0.006094960429319973,-0.006837781472817983,0.006479604007633599,86.2,64.33661476950742,9,137,5,2,123
binary,M3,permutation,mfcc_11_delta_mean,-0.0002281518154304417,0.00396530731765776,-0.00430507514312981,0.004768314210061797,89.2,46.2190436941311,37,137,5,3,124
binary,M3,permutation,mfcc_04_delta_mean,-0.00024837210055611797,0.0013965903948172584,-0.0024185167008284993,0.0013492962786259665,103.2,32.706268512320385,50,131,5,3,125
binary,M3,permutation,freq_dominant,-0.00028421226984470804,0.0009913460272014923,-0.0014456199872028952,0.0009613121506325429,111.0,7.3824115301167,102,117,5,3,126
binary,M3,permutation,mfcc_11_std,-0.0002882495204710068,0.005465449924307722,-0.007021672350139463,0.005817152103559886,81.4,53.19586450091774,23,138,5,3,127
binary,M3,permutation,mfcc_02_delta_mean,-0.0003649732796514549,0.004278964227794087,-0.00522967724655139,0.004485246456049352,78.8,57.486520159077294,7,138,5,3,128
binary,M3,permutation,mfcc_02_std,-0.0005186315340456484,0.004288835889288083,-0.005785164726770553,0.0038165636952045,90.6,46.20930642197522,26,136,5,3,129
binary,M3,permutation,time_median,-0.0005226756245355025,0.003201825199333371,-0.00439340505632182,0.004282877316857903,103.2,30.96288100290411,56,132,5,2,130
binary,M3,permutation,mfcc_13_mean,-0.0006599918396240079,0.003297181142808513,-0.005529878339694661,0.003468633621063033,104.8,36.84698088039236,43,136,5,3,131
binary,M3,permutation,mfcc_13_delta_mean,-0.0007901583009153046,0.0030994249606885846,-0.006025772658958628,0.0014056026829749157,96.8,36.772272162595556,59,136,5,3,132
binary,M3,permutation,time_energy,-0.0008337086040807251,0.004652826144718493,-0.005591752146946571,0.005341276846131194,93.4,53.705679401716914,27,137,5,2,133
binary,M3,permutation,time_duration,-0.0008337086040807251,0.004652826144718493,-0.005591752146946571,0.005341276846131194,93.4,53.705679401716914,27,137,5,2,133
binary,M3,permutation,dwt_cD3_entropy,-0.0012328682621988497,0.0024880522097216412,-0.005059488311068727,0.0014180641365107438,114.4,20.81585933849477,80,135,5,2,135
binary,M3,permutation,freq_rolloff95_std,-0.0013530463566405282,0.0028155978932570738,-0.004864175811068738,0.0020197116799058447,112.8,27.68934813244978,68,134,5,2,136
binary,M3,permutation,freq_flux_std,-0.0017307605793553196,0.0018088143395752748,-0.003787878787878796,0.0009259793873957368,117.8,16.93221781102523,93,137,5,1,137
binary,M3,permutation,freq_band_power_50_100,-0.0019907055452351497,0.0021083060421607275,-0.004146337942781198,0.0008687258687258281,120.4,23.104112188093268,81,138,5,1,138
binary,M4,impurity,time_zcr_mean,0.061350076794958554,0.003717830445922304,0.05638478489820334,0.06646062669788995,1.6,0.8944271909999159,1,3,5,5,1
binary,M4,impurity,mfcc_04_mean,0.060513550193119436,0.001178495745425289,0.058527342584322684,0.0616299758579192,1.8,0.8366600265340756,1,3,5,5,2
binary,M4,impurity,dwt_cD1_entropy,0.058709793716375094,0.0021430544843912495,0.05635390806683125,0.061795244978153606,2.6,0.5477225575051662,2,3,5,5,3
binary,M4,impurity,dwt_cD2_entropy,0.038419891220412096,0.001872009004860246,0.03658346949791025,0.041256850719450934,4.0,0.0,4,4,5,5,4
binary,M4,impurity,dwt_cA5_mean_abs,0.02262142413479662,0.0025955860004056508,0.020892639701076045,0.027220354212435932,5.6,0.5477225575051661,5,6,5,5,5
binary,M4,impurity,mfcc_05_mean,0.019811891326281854,0.0014215147725976205,0.018801286286576017,0.022109195481695817,6.6,0.5477225575051661,6,7,5,5,6
binary,M4,impurity,time_hjorth_complexity,0.018379718973952772,0.002009315859921827,0.015916016123478212,0.02148921120432402,8.0,0.7071067811865477,7,9,5,5,7
binary,M4,impurity,dwt_cA5_energy,0.01741402194288685,0.00502156136953918,0.012698713709707873,0.022894530874546477,8.8,3.7682887362833544,5,13,5,5,8
binary,M4,impurity,mfcc_01_std,0.017047872194180254,0.003922960750411066,0.012881126628624534,0.02337935978106277,9.2,2.8635642126552705,5,13,5,5,9
binary,M4,impurity,mfcc_06_mean,0.01636959326493195,0.001717476216654279,0.014014695533869477,0.01833679896936963,9.0,1.5811388300841898,7,11,5,5,10
binary,M4,impurity,time_duration,0.013690703722059657,0.0016223747953806635,0.011951566205341723,0.016030357583344625,13.4,2.8809720581775866,11,18,5,5,11
binary,M4,impurity,time_iqr,0.01327690575666628,0.0010990948541910797,0.012586327254246613,0.015178084449206994,13.6,1.6733200530681511,11,15,5,5,12
binary,M4,impurity,time_energy,0.013075481533447874,0.001534606795525684,0.011411481609911208,0.01534060515118454,15.6,3.2093613071762426,12,19,5,5,13
binary,M4,impurity,mfcc_08_mean,0.013063817249027965,0.0018863657450512794,0.010591720552235133,0.015000725237973776,15.4,4.878524367060187,10,21,5,5,14
binary,M4,impurity,dwt_cA5_std,0.012753026521973253,0.0027140635875359037,0.010947916567104551,0.017482471066410474,17.4,5.727128425310542,8,22,5,5,15
binary,M4,impurity,dwt_cD5_mean_abs,0.01274110533226325,0.0017518798608963024,0.011262884636765582,0.01475461646265561,17.8,5.06951674225463,12,23,5,5,16
binary,M4,impurity,dwt_cD1_energy,0.01239912031219566,0.0006635720085340521,0.01177632908264432,0.013440156294615346,17.2,2.2803508501982765,15,21,5,5,17
binary,M4,impurity,mfcc_07_mean,0.01239652849033753,0.0008139320238194286,0.011640214126152288,0.013756853221410606,16.4,3.130495168499705,11,19,5,5,18
binary,M4,impurity,freq_centroid_mean,0.012221117248583352,0.0013710008060352262,0.010595834672492256,0.014339672711819084,17.0,4.847679857416329,10,23,5,5,19
binary,M4,impurity,time_zcr_std,0.011550714375199486,0.001233259828114998,0.009998398341513094,0.01322218213721848,18.8,5.805170109479997,12,27,5,5,20
binary,M4,impurity,freq_band_power_250_350,0.011514365388940828,0.0007748906195257783,0.010464419210431574,0.01263423696668298,19.4,2.8809720581775866,15,22,5,5,21
binary,M4,impurity,dwt_cD5_energy,0.011407751569304158,0.001083078982137605,0.009604884328599433,0.01225503430203849,20.2,4.147288270665544,16,27,5,5,22
binary,M4,impurity,dwt_cD1_std,0.01053852060966241,0.0012211809162873844,0.009003650808472543,0.012385584111794972,22.6,4.33589667773576,16,28,5,5,23
binary,M4,impurity,freq_band_power_350_400,0.01018353883344853,0.0012278798995131622,0.00908177437141968,0.012030967893426623,24.2,2.7748873851023212,20,27,5,5,24
binary,M4,impurity,dwt_cD4_mean_abs,0.010153517984750098,0.002286180997328469,0.00850324944440731,0.01404962117580943,23.6,7.829431652425353,10,29,5,5,25
binary,M4,impurity,dwt_cD3_entropy,0.008949803960992011,0.000816860092598176,0.008175359459192507,0.010111163434252677,27.6,3.7815340802378077,24,33,5,5,26
binary,M4,impurity,mfcc_03_mean,0.008788743945428518,0.0007570533320738837,0.007579212360640841,0.009451625623981441,28.6,2.302172886644268,26,32,5,5,27
binary,M4,impurity,dwt_cD2_energy,0.00857435961973516,0.0011757199578993863,0.007116952461581619,0.010155185558874432,29.4,4.03732584763727,25,35,5,5,28
binary,M4,impurity,dwt_cD3_mean_abs,0.008469082278109235,0.0010537315455480655,0.006897958519753207,0.009760132437420936,29.8,3.420526275297414,25,34,5,5,29
binary,M4,impurity,dwt_cD4_energy,0.008145817169055205,0.0013709972652598066,0.006719669986632323,0.00983759885288326,31.2,6.496152707564686,24,39,5,5,30
binary,M4,impurity,env_mean,0.007917685718727141,0.000891886158301566,0.006788498948214875,0.009074943063676958,32.4,3.646916505762094,29,38,5,5,31
binary,M4,impurity,dwt_cD4_std,0.007858798511740017,0.0012115189498285665,0.006873343304223563,0.009769390877637589,32.8,6.099180272790763,24,40,5,5,32
binary,M4,impurity,freq_band_power_50_100,0.007542636458930255,0.0012535585622816593,0.006659325172339221,0.009597829060182764,35.0,4.949747468305833,28,41,5,5,33
binary,M4,impurity,dwt_cD5_std,0.007494966946064422,0.0016191894600692761,0.0057906993004915,0.010028101843362523,35.0,6.284902544988268,26,41,5,5,34
binary,M4,impurity,chroma_12_mean,0.007147366419178587,0.0014247582692529057,0.006147079059927897,0.009646934087735292,37.0,7.968688725254613,23,43,5,5,35
binary,M4,impurity,time_sample_entropy,0.0070591114000889575,0.0009531086830806501,0.006086088204107353,0.008566765226442381,37.0,5.1478150704935,32,45,5,5,36
binary,M4,impurity,freq_flux_mean,0.006961855710388071,0.0006390090606866794,0.006357580846648213,0.00797477510006363,36.4,2.7018512172212588,32,39,5,5,37
binary,M4,impurity,mfcc_05_std,0.0069331740443283095,0.0011378439916087044,0.005316692540558057,0.00851516408213539,36.6,5.727128425310542,29,45,5,5,38
binary,M4,impurity,freq_rolloff85_mean,0.0066324005175410925,0.0010171310222362026,0.005274888846467795,0.007715894342700788,39.2,6.723094525588644,32,46,5,5,39
binary,M4,impurity,mfcc_12_mean,0.006377153479888893,0.001846091126623047,0.004313243403612282,0.009386877778527678,44.6,13.371611720357423,28,65,5,5,40
binary,M4,impurity,mfcc_02_mean,0.006354974942296891,0.0008646028000946868,0.005124471532997623,0.0072502530200013494,41.2,6.016643582596529,34,49,5,5,41
binary,M4,impurity,mfcc_11_mean,0.006295843617465252,0.000655222837470829,0.00580615686399482,0.00724894875342491,42.2,6.1400325732035,35,47,5,5,42
binary,M4,impurity,dwt_cD2_std,0.006293197115358573,0.0009057218066639985,0.005244190226911632,0.0076904138896072005,42.4,6.5038450166036395,34,51,5,5,43
binary,M4,impurity,chroma_01_mean,0.00618816334168847,0.0007328271720192115,0.005474054446844769,0.0073284697527125735,44.4,7.7330459716724835,33,53,5,5,44
binary,M4,impurity,env_std,0.006154314302269598,0.00032801318350073185,0.0056372379506518565,0.006454942099057784,43.0,1.5811388300841898,41,45,5,5,45
binary,M4,impurity,time_max,0.0057218463024499445,0.0006449701084677167,0.005005225249961086,0.006337214854733818,47.6,6.066300355241241,41,56,5,5,46
binary,M4,impurity,time_peak_to_peak,0.005672703714206251,0.0007399563347908778,0.004967292965733192,0.00685774117306837,47.4,8.590692637965812,36,57,5,5,47
binary,M4,impurity,freq_flux_std,0.005625474098823563,0.0016148623857126197,0.004577828078141378,0.008445624535100553,50.6,12.340988615179905,30,61,5,5,48
binary,M4,impurity,time_range,0.005587142814557229,0.0005694284600146397,0.004702652052541642,0.006286118284761218,48.2,6.180614856144977,42,58,5,5,49
binary,M4,impurity,freq_band_power_100_150,0.005400881814634802,0.0006985457305105992,0.0042063994590892636,0.005892827939635958,50.4,6.8774995456197585,45,62,5,5,50
binary,M4,impurity,mfcc_13_mean,0.00537436314895072,0.0005477369864756601,0.004882953497348126,0.0061542801432336825,50.6,4.979959839195493,44,56,5,5,51
binary,M4,impurity,mfcc_10_mean,0.005323469597812629,0.0008457001522667193,0.003998248303357705,0.00632857310537684,52.6,14.188023118109161,40,77,5,5,52
binary,M4,impurity,time_autocorr_peak_lag,0.005171617398547552,0.0003254391737843457,0.00482922521350467,0.00569089884917084,52.8,4.2661458015403095,48,57,5,5,53
binary,M4,impurity,dwt_cD2_mean_abs,0.005029676744930639,0.0005436360409247781,0.004179540425000302,0.005655807024030892,54.8,6.058052492344384,48,63,5,5,54
binary,M4,impurity,dwt_cD1_mean_abs,0.0049661121801636105,0.00044133853834860094,0.004559967894115972,0.005679589618119613,56.0,4.47213595499958,50,62,5,5,55
binary,M4,impurity,time_hjorth_mobility,0.004956908865165243,0.0006406169192292636,0.004064630273315188,0.005671828663256174,57.6,7.797435475847172,51,70,5,5,56
binary,M4,impurity,freq_rolloff95_mean,0.004783251870849506,0.0007915331222773015,0.003740473404811906,0.005656955069295185,62.4,12.012493496356198,52,81,5,5,57
binary,M4,impurity,freq_band_power_20_50,0.004780581563649999,0.001271302998380424,0.003823892724577626,0.006905637516056685,63.2,18.294808006644946,36,83,5,5,58
binary,M4,impurity,chroma_07_std,0.004638103360809953,0.0005344741733057657,0.00406786951480245,0.005315012522082405,62.0,7.648529270389178,54,71,5,5,59
binary,M4,impurity,time_autocorr_peak_value,0.004597944632574033,0.0005016191802961517,0.00399093652419038,0.005115871306483012,62.2,10.497618777608567,54,78,5,5,60
binary,M4,impurity,mfcc_06_std,0.00458060661636823,0.00046505226131505405,0.004234995443163992,0.005336402352891936,61.2,6.099180272790763,52,69,5,5,61
binary,M4,impurity,time_crest_factor,0.004517788801294649,0.0004361530931172995,0.003968776014564236,0.005075716558217927,62.8,9.47100839404126,52,75,5,5,62
binary,M4,impurity,dwt_cD3_energy,0.004414316897409015,0.00016079233809060417,0.004237766934318992,0.004567934238016852,63.4,3.361547262794322,60,69,5,5,63
binary,M4,impurity,time_median,0.004404001193717958,0.0006360549743617751,0.0033677663829634165,0.005108552147805776,68.4,15.978110025907318,55,96,5,5,64
binary,M4,impurity,freq_bandwidth_mean,0.004370333396041948,0.0005530673663232689,0.0040003088866163205,0.005342611591132968,67.8,8.983317872590282,53,75,5,5,65
