exp_id,model_id,repeat,fold,fold_label,n_train,n_test,sensitivity,specificity,balanced_accuracy,f1,precision,roc_auc,pr_auc,accuracy,mcc,brier,ece
EXP-A1,M6,2,0,r2f0,2596,644,0.8778625954198473,0.7602339181286549,0.8190482567742512,0.6233062330623306,0.4831932773109244,0.8984866747020223,0.6343421536582358,0.7841614906832298,0.5321440453389685,0.2110820723216808,0.0453890404229429
EXP-A1,M6,2,1,r2f1,2589,651,0.9029850746268656,0.8297872340425532,0.8663861543347094,0.7055393586005831,0.5789473684210527,0.9483241433066776,0.816715017513939,0.8448540706605223,0.6345742454830705,0.1601013363644814,0.086249148057746
EXP-A1,M6,2,2,r2f2,2585,655,0.9197080291970804,0.832046332046332,0.8758771806217062,0.72,0.5915492957746479,0.960586759856833,0.8839599676538606,0.850381679389313,0.6526798174021385,0.1484279139027343,0.1084294384308806
EXP-A1,M6,2,3,r2f3,2597,643,0.9694656488549618,0.806640625,0.8880531369274809,0.711484593837535,0.5619469026548672,0.9540642891221374,0.7713254679880804,0.8398133748055988,0.6547410573855867,0.1545526909973489,0.0963652933700273
EXP-A1,M6,2,4,r2f4,2593,647,0.8636363636363636,0.883495145631068,0.8735657546337159,0.7450980392156863,0.6551724137931034,0.9414827890556046,0.7608339513809539,0.8794435857805255,0.67901979975244,0.161627560809953,0.0660925863974638
EXP-A1,M6,3,0,r3f0,2596,644,0.7480916030534351,0.8440545808966862,0.7960730919750607,0.6343042071197411,0.550561797752809,0.8962992723539128,0.639646423633892,0.8245341614906833,0.5329915277981665,0.2137364610831272,0.0314458708226663
EXP-A1,M6,3,1,r3f1,2593,647,0.8863636363636364,0.9009708737864076,0.893667255075022,0.78,0.6964285714285714,0.946528390703148,0.7698857934140355,0.8979907264296755,0.7236481734439949,0.155592614520274,0.0616028927082282
EXP-A1,M6,3,2,r3f2,2585,655,0.9779411764705882,0.7764932562620424,0.8772172163663152,0.6909090909090909,0.5341365461847389,0.9618752125127508,0.8435274896279927,0.8183206106870229,0.6303938162427817,0.1553509909394557,0.1203319096740068
EXP-A1,M6,3,3,r3f3,2589,651,0.9111111111111112,0.8042635658914729,0.857687338501292,0.6852367688022284,0.5491071428571429,0.9498133792707436,0.8298802036996518,0.82642089093702,0.610502365746257,0.1546039112997,0.096761889511334
EXP-A1,M6,3,4,r3f4,2597,643,0.8091603053435115,0.876953125,0.8430567151717557,0.7066666666666667,0.6272189349112426,0.9397065839694656,0.7957489767964022,0.8631415241057543,0.6278183796259439,0.1635082895051595,0.0800718863920534
EXP-A1,M6,4,0,r4f0,2585,655,0.8161764705882353,0.8439306358381503,0.8300535532131927,0.676829268292683,0.578125,0.9116513657486116,0.6837949734753614,0.8381679389312977,0.5882019114133465,0.2069164820813127,0.0532084635735976
EXP-A1,M6,4,1,r4f1,2596,644,0.8702290076335878,0.8869395711500975,0.8785842893918426,0.7524752475247525,0.6627906976744186,0.956966206865765,0.840205405810422,0.8835403726708074,0.6888928714881813,0.1485704390104958,0.0997852428238532
EXP-A1,M6,4,2,r4f2,2593,647,0.8939393939393939,0.8427184466019417,0.8683289202706679,0.7129909365558912,0.592964824120603,0.9474257134451308,0.8236098602867385,0.8531684698608965,0.6432663751019011,0.1564520561797822,0.0680531057512738
EXP-A1,M6,4,3,r4f3,2589,651,0.925925925925926,0.8275193798449613,0.8767226528854436,0.7163323782234957,0.5841121495327103,0.9513924777490668,0.7941907215403499,0.847926267281106,0.6502732085549053,0.157270212090661,0.0976977056939422
EXP-A1,M6,4,4,r4f4,2597,643,0.8320610687022901,0.822265625,0.827163346851145,0.6586102719033232,0.545,0.9242604961832062,0.7232044490636629,0.8242612752721618,0.5693094665439249,0.1765850825479197,0.063008121806656
EXP-A1,M8,0,0,r0f0,2593,647,0.7878787878787878,0.887378640776699,0.8376287143277434,0.7074829931972789,0.6419753086419753,0.9282141806413652,0.761738820022377,0.8670788253477589,0.6281040217578785,0.2217534159523604,0.0942808291090327
EXP-A1,M8,0,1,r0f1,2589,651,0.753731343283582,0.9709864603481624,0.8623589018158723,0.808,0.8706896551724138,0.946303299748838,0.8648464116520953,0.9262672811059908,0.7657036469014407,0.1335463478896848,0.0493846497228069
EXP-A1,M8,0,2,r0f2,2596,644,0.6183206106870229,0.9785575048732944,0.7984390577801586,0.726457399103139,0.8804347826086957,0.9520705920866628,0.8582590912472622,0.90527950310559,0.6866201331288878,0.1544889265609566,0.0587603660844127
EXP-A1,M8,0,3,r0f3,2585,655,0.7153284671532847,0.9401544401544402,0.8277414536538624,0.7368421052631579,0.7596899224806202,0.934503846912606,0.8338925881794372,0.8931297709923665,0.6703456685488883,0.1653621014403757,0.0526180918890101
EXP-A1,M8,0,4,r0f4,2597,643,0.8854961832061069,0.908203125,0.8968496541030535,0.7891156462585034,0.7116564417177914,0.9531697280534353,0.7574000869567717,0.9035769828926904,0.7348728611742237,0.1552099840332494,0.0567845373094359
EXP-A1,M8,1,0,r1f0,2593,647,0.7424242424242424,0.8757281553398059,0.8090761988820241,0.6666666666666666,0.6049382716049383,0.9064283612827304,0.7306560937714534,0.848531684698609,0.5749866504511496,0.2356658438584531,0.0907464966154909
EXP-A1,M8,1,1,r1f1,2585,655,0.7573529411764706,0.9190751445086706,0.8382140428425706,0.7330960854092526,0.7103448275862069,0.9435849484302392,0.8039334660478632,0.8854961832061069,0.6608542318604849,0.1721955161769773,0.064309665446973
EXP-A1,M8,1,2,r1f2,2596,644,0.7480916030534351,0.9707602339181286,0.8594259184857819,0.8032786885245902,0.8672566371681416,0.9697632546166092,0.9128139647387088,0.9254658385093169,0.7607592383972174,0.1104937357776726,0.0390646922292176
EXP-A1,M8,1,3,r1f3,2589,651,0.7407407407407407,0.9437984496124032,0.842269595176572,0.7575757575757576,0.7751937984496124,0.9316393913293138,0.7701109235453178,0.901689708141321,0.6962415626649083,0.1733757717813766,0.0678448038899587
EXP-A1,M8,1,4,r1f4,2597,643,0.8396946564885496,0.921875,0.8807848282442747,0.7829181494661922,0.7333333333333333,0.9639790076335878,0.8542916954376644,0.9051321928460342,0.7252891340498112,0.1393290333577293,0.0499988620982013
EXP-A1,M8,2,0,r2f0,2596,644,0.6793893129770993,0.8869395711500975,0.7831644420635984,0.6402877697841727,0.6054421768707483,0.8942904334627918,0.7183644092315502,0.84472049689441,0.5431580004845968,0.2450044152287752,0.095312404891719
EXP-A1,M8,2,1,r2f1,2589,651,0.753731343283582,0.93036750483559,0.8420494240595859,0.7453874538745388,0.7372262773722628,0.9438205490920638,0.8354296598553617,0.8940092165898618,0.6785388006491345,0.1556054879567535,0.0523348746394965
EXP-A1,M8,2,2,r2f2,2585,655,0.7518248175182481,0.9594594594594594,0.8556421384888537,0.789272030651341,0.8306451612903226,0.9603190260124566,0.8855227714904402,0.916030534351145,0.7384315926016757,0.1256904879543209,0.0318070959498863
EXP-A1,M8,2,3,r2f3,2597,643,0.8473282442748091,0.939453125,0.8933906846374046,0.8131868131868132,0.7816901408450704,0.9536468272900764,0.8198134137018488,0.9206842923794712,0.7639442397632833,0.1382303885705765,0.0482327199278871
EXP-A1,M8,2,4,r2f4,2593,647,0.7575757575757576,0.9378640776699028,0.8477199176228303,0.7575757575757576,0.7575757575757576,0.9415269196822594,0.7804113008287896,0.9010819165378672,0.6954398352456604,0.1667478896427933,0.0662155244413078
EXP-A1,M8,3,0,r3f0,2596,644,0.6641221374045801,0.8966861598440545,0.7804041486243174,0.6420664206642066,0.6214285714285714,0.9092451229855808,0.7299555106556129,0.8493788819875776,0.5473050744171869,0.2298443388517945,0.0926479020659227
EXP-A1,M8,3,1,r3f1,2593,647,0.8257575757575758,0.9300970873786408,0.8779273315681083,0.7870036101083032,0.7517241379310344,0.9568549573403942,0.8292224312855612,0.9088098918083464,0.7304542447739725,0.1460834500084715,0.0538128641141806
EXP-A1,M8,3,2,r3f2,2585,655,0.8382352941176471,0.928709055876686,0.8834721749971666,0.794425087108014,0.7549668874172185,0.9547772866371982,0.8377094531239166,0.9099236641221374,0.7386067012789681,0.1449539070023567,0.0416366767337303
EXP-A1,M8,3,3,r3f3,2589,651,0.7777777777777778,0.9476744186046512,0.8627260981912145,0.7865168539325843,0.7954545454545454,0.9446023542922768,0.8311689047063193,0.912442396313364,0.7315262087938504,0.1518023490794058,0.0552618555758954
EXP-A1,M8,3,4,r3f4,2597,643,0.6870229007633588,0.96484375,0.8259333253816794,0.7531380753138075,0.8333333333333334,0.9373956345419848,0.8338138718167212,0.9082426127527216,0.7023290347953534,0.1538972338061051,0.0515588141896677
EXP-A1,M8,4,0,r4f0,2585,655,0.8014705882352942,0.8978805394990366,0.8496755638671654,0.7315436241610739,0.6728395061728395,0.931755071970985,0.7771800125783388,0.8778625954198473,0.6574571393217948,0.1965891133594913,0.0699840856872441
EXP-A1,M8,4,1,r4f1,2596,644,0.732824427480916,0.9610136452241717,0.8469190363525438,0.7773279352226721,0.8275862068965517,0.9527699656265344,0.8647327033268354,0.9145962732919256,0.726785913958524,0.1384306666109064,0.0440982233108201
EXP-A1,M8,4,2,r4f2,2593,647,0.7121212121212122,0.945631067961165,0.8288761400411886,0.7401574803149606,0.7704918032786885,0.9462341865254488,0.8352957234058862,0.8979907264296755,0.6776311710128411,0.1559612958229113,0.0568176835913562
EXP-A1,M8,4,3,r4f3,2589,651,0.7777777777777778,0.936046511627907,0.8569121447028424,0.7692307692307693,0.7608695652173914,0.940367499282228,0.822261933212658,0.9032258064516128,0.7080840813280271,0.1620447821279788,0.0631259496677123
EXP-A1,M8,4,4,r4f4,2597,643,0.6946564885496184,0.94140625,0.8180313692748091,0.7222222222222222,0.7520661157024794,0.928852576335878,0.7643858513894548,0.8911353032659409,0.6554546463245876,0.1820565396822349,0.0672117901812445
