ranker,k,outer_fold,inner_fold,n_selected,j,seconds,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,macro_f1,term_performance,term_features,term_time,normalized_features,normalized_inference_time,families
rf_importance,50,r0f0,0,50,0.2801405357927097,2.7408315999782644,0.9044289044289044,0.831591717213972,0.7085714285714285,0.9546120058565154,0.8,0.7515151515151515,0.6945756181177924,,,124.0,31.0,652.0,51.0,858.0,175.0,683.0,0.8461760461760461,0.1076767676767677,0.07246376811594203,0.1,0.36231884057971014,1.0,chroma;dwt;envelope;frequency;mfcc;time
rf_importance,60,r0f0,0,60,0.290827849963907,2.6591528999852017,0.9090909090909091,0.8323948964651746,0.7028571428571428,0.9619326500732065,0.825503355704698,0.7592592592592593,0.7071270765985588,,,123.0,26.0,657.0,52.0,858.0,175.0,683.0,0.8516123882503193,0.10387132822477652,0.08695652173913043,0.1,0.43478260869565216,1.0,chroma;dwt;envelope;frequency;mfcc;time
rf_importance,70,r0f0,0,70,0.30374690296835766,2.820573900011368,0.9102564102564102,0.8352520393223175,0.7085714285714285,0.9619326500732065,0.8266666666666667,0.7630769230769231,0.71132576859364,,,124.0,26.0,657.0,51.0,858.0,175.0,683.0,0.8538605319913731,0.1022976276060388,0.10144927536231885,0.1,0.5072463768115942,1.0,chroma;dwt;envelope;frequency;mfcc;time
rf_importance,80,r0f0,0,80,0.3208967378280666,2.9619274999713525,0.9079254079254079,0.8316628320435056,0.7028571428571428,0.9604685212298683,0.82,0.7569230769230769,0.7037103171517826,,,123.0,27.0,656.0,52.0,858.0,175.0,683.0,0.8500647016534867,0.10495470884255931,0.11594202898550726,0.1,0.5797101449275363,1.0,chroma;dwt;envelope;frequency;mfcc;time
rf_importance,100,r0f0,0,100,0.34760251666214836,3.255214300006628,0.9114219114219114,0.8296088684375653,0.6914285714285714,0.9677891654465594,0.8461538461538461,0.7610062893081762,0.7127499910037179,,,121.0,22.0,661.0,54.0,858.0,175.0,683.0,0.8533214565281939,0.10267498043026425,0.14492753623188406,0.1,0.7246376811594203,1.0,chroma;dwt;envelope;frequency;mfcc;time
rf_importance,120,r0f0,0,120,0.3787048588482347,3.4450749999959953,0.9102564102564102,0.8246266471449488,0.68,0.9692532942898975,0.85,0.7555555555555555,0.7079739827153233,,,119.0,21.0,662.0,56.0,858.0,175.0,683.0,0.8502974066143231,0.10479181536997384,0.17391304347826086,0.1,0.8695652173913043,1.0,chroma;dwt;envelope;frequency;mfcc;time
rf_importance,138,r0f0,0,138,0.40646952829955807,3.574732600012794,0.9079254079254079,0.8252875967370843,0.6857142857142857,0.9648609077598829,0.8333333333333334,0.7523510971786834,0.7014496838191913,,,120.0,24.0,659.0,55.0,858.0,175.0,683.0,0.8479006738577741,0.10646952829955811,0.2,0.1,1.0,1.0,chroma;dwt;envelope;frequency;mfcc;time
gb_importance,10,r0f0,0,10,0.2249657930346255,2.0520394000341184,0.8997668997668997,0.832913616398243,0.72,0.9458272327964861,0.7730061349693251,0.7455621301775148,0.6839190893718292,,,126.0,37.0,646.0,49.0,858.0,175.0,683.0,0.8415764206765659,0.11089650552640386,0.014492753623188408,0.09957653388503324,0.07246376811594203,0.9957653388503324,dwt;frequency;mfcc;time
gb_importance,20,r0f0,0,20,0.22073298367121286,2.2403427000390366,0.916083916083916,0.8622882242208743,0.7714285714285715,0.9531478770131772,0.8083832335329342,0.7894736842105263,0.7374224084126693,,,135.0,32.0,651.0,40.0,858.0,175.0,683.0,0.8685359687428178,0.09202482188002753,0.028985507246376815,0.09972265454480853,0.14492753623188406,0.9972265454480852,chroma;dwt;frequency;mfcc;time
gb_importance,30,r0f0,0,30,0.24776947868479646,2.490463499969337,0.9067599067599068,0.8373060029282577,0.72,0.9546120058565154,0.802547770700637,0.7590361445783133,0.7030312126378152,,,126.0,31.0,652.0,49.0,858.0,175.0,683.0,0.8506163381851104,0.10456856327042272,0.043478260869565216,0.09972265454480853,0.21739130434782608,0.9972265454480852,chroma;dwt;frequency;mfcc;time
