model_id,kind,x,mean,sd,n_folds
M1,roc,0.64,0.996973,0.004902,25
M1,roc,0.65,0.996973,0.004902,25
M1,roc,0.66,0.996973,0.004902,25
M1,roc,0.67,0.996973,0.004902,25
M1,roc,0.68,0.996973,0.004902,25
M1,roc,0.69,0.996973,0.004902,25
M1,roc,0.7,0.996973,0.004902,25
M1,roc,0.71,0.996973,0.004902,25
M1,roc,0.72,0.996973,0.004902,25
M1,roc,0.73,0.996973,0.004902,25
M1,roc,0.74,0.996973,0.004902,25
M1,roc,0.75,0.996973,0.004902,25
M1,roc,0.76,0.996973,0.004902,25
M1,roc,0.77,0.996973,0.004902,25
M1,roc,0.78,0.996973,0.004902,25
M1,roc,0.79,0.996973,0.004902,25
M1,roc,0.8,0.996973,0.004902,25
M1,roc,0.81,0.996973,0.004902,25
M1,roc,0.82,0.996973,0.004902,25
M1,roc,0.83,0.996973,0.004902,25
M1,roc,0.84,0.996973,0.004902,25
M1,roc,0.85,0.996973,0.004902,25
M1,roc,0.86,0.997265,0.004854,25
M1,roc,0.87,0.997265,0.004854,25
M1,roc,0.88,0.997265,0.004854,25
M1,roc,0.89,0.997265,0.004854,25
M1,roc,0.9,0.997265,0.004854,25
M1,roc,0.91,0.997265,0.004854,25
M1,roc,0.92,0.997571,0.004233,25
M1,roc,0.93,0.997571,0.004233,25
M1,roc,0.94,0.997571,0.004233,25
M1,roc,0.95,0.997874,0.004119,25
M1,roc,0.96,0.998179,0.003974,25
M1,roc,0.97,0.999401,0.002075,25
M1,roc,0.98,0.999401,0.002075,25
M1,roc,0.99,1.0,0.0,25
M1,roc,1.0,1.0,0.0,25
M1,pr,0.0,1.0,0.0,25
M1,pr,0.01,0.941667,0.1481,25
M1,pr,0.02,0.944467,0.113368,25
M1,pr,0.03,0.929232,0.105304,25
M1,pr,0.04,0.912171,0.094609,25
M1,pr,0.05,0.913375,0.093601,25
M1,pr,0.06,0.920372,0.084001,25
M1,pr,0.07,0.919675,0.075748,25
M1,pr,0.08,0.911318,0.073312,25
M1,pr,0.09,0.909992,0.072089,25
M1,pr,0.1,0.909322,0.074655,25
M1,pr,0.11,0.89741,0.075615,25
M1,pr,0.12,0.895814,0.077371,25
M1,pr,0.13,0.897598,0.076747,25
M1,pr,0.14,0.893496,0.076515,25
M1,pr,0.15,0.88975,0.077793,25
M1,pr,0.16,0.888151,0.07587,25
M1,pr,0.17,0.882298,0.077843,25
M1,pr,0.18,0.877676,0.075441,25
M1,pr,0.19,0.869908,0.082098,25
M1,pr,0.2,0.867467,0.0828,25
M1,pr,0.21,0.866839,0.080907,25
M1,pr,0.22,0.862688,0.075598,25
M1,pr,0.23,0.860253,0.069536,25
M1,pr,0.24,0.858541,0.066499,25
M1,pr,0.25,0.851987,0.066795,25
M1,pr,0.26,0.848431,0.063922,25
M1,pr,0.27,0.842804,0.06654,25
M1,pr,0.28,0.839273,0.068757,25
M1,pr,0.29,0.83416,0.07192,25
M1,pr,0.3,0.82786,0.074422,25
M1,pr,0.31,0.823546,0.075934,25
M1,pr,0.32,0.819235,0.077067,25
M1,pr,0.33,0.814146,0.079058,25
M1,pr,0.34,0.814292,0.078915,25
M1,pr,0.35,0.812987,0.076802,25
M1,pr,0.36,0.81078,0.076406,25
M1,pr,0.37,0.803604,0.078681,25
M1,pr,0.38,0.793411,0.082034,25
M1,pr,0.39,0.791181,0.083664,25
M1,pr,0.4,0.788628,0.084846,25
M1,pr,0.41,0.786147,0.086412,25
M1,pr,0.42,0.783007,0.088493,25
M1,pr,0.43,0.783256,0.087654,25
M1,pr,0.44,0.780296,0.085923,25
M1,pr,0.45,0.775686,0.087002,25
M1,pr,0.46,0.773359,0.087607,25
M1,pr,0.47,0.767987,0.084352,25
M1,pr,0.48,0.765806,0.084481,25
M1,pr,0.49,0.763645,0.08176,25
M1,pr,0.5,0.760691,0.080131,25
M1,pr,0.51,0.756851,0.080832,25
M1,pr,0.52,0.750437,0.080043,25
M1,pr,0.53,0.74708,0.079952,25
M1,pr,0.54,0.742449,0.076322,25
M1,pr,0.55,0.735315,0.076269,25
M1,pr,0.56,0.730829,0.078477,25
M1,pr,0.57,0.726327,0.076396,25
M1,pr,0.58,0.721699,0.074859,25
M1,pr,0.59,0.717976,0.07336,25
M1,pr,0.6,0.713427,0.074446,25
M1,pr,0.61,0.708817,0.075898,25
M1,pr,0.62,0.705986,0.077028,25
M1,pr,0.63,0.701167,0.079251,25
M1,pr,0.64,0.697666,0.077887,25
M1,pr,0.65,0.690818,0.075917,25
M1,pr,0.66,0.686844,0.073709,25
M1,pr,0.67,0.680393,0.07099,25
M1,pr,0.68,0.6764,0.071119,25
M1,pr,0.69,0.67144,0.070818,25
M1,pr,0.7,0.667024,0.068067,25
M1,pr,0.71,0.662808,0.068135,25
M1,pr,0.72,0.657659,0.06591,25
M1,pr,0.73,0.652846,0.065668,25
M1,pr,0.74,0.649497,0.066899,25
M1,pr,0.75,0.645752,0.065357,25
M1,pr,0.76,0.638981,0.063019,25
M1,pr,0.77,0.633206,0.061812,25
M1,pr,0.78,0.625103,0.064233,25
M1,pr,0.79,0.618395,0.065155,25
M1,pr,0.8,0.610252,0.065905,25
M1,pr,0.81,0.604616,0.065339,25
M1,pr,0.82,0.599594,0.066109,25
M1,pr,0.83,0.592036,0.062976,25
M1,pr,0.84,0.586671,0.061744,25
M1,pr,0.85,0.583109,0.061196,25
M1,pr,0.86,0.578266,0.061154,25
M1,pr,0.87,0.569946,0.060203,25
M1,pr,0.88,0.562121,0.059161,25
M1,pr,0.89,0.552594,0.056232,25
M1,pr,0.9,0.543752,0.055836,25
M1,pr,0.91,0.53695,0.055999,25
M1,pr,0.92,0.523343,0.054793,25
M1,pr,0.93,0.515857,0.052392,25
M1,pr,0.94,0.506862,0.052085,25
M1,pr,0.95,0.492585,0.050777,25
M1,pr,0.96,0.480681,0.049369,25
M1,pr,0.97,0.462548,0.055748,25
M1,pr,0.98,0.43614,0.060309,25
M1,pr,0.99,0.375018,0.08298,25
M1,pr,1.0,0.213789,0.023175,25
M3,roc,0.0,0.028975,0.062235,25
M3,roc,0.01,0.227472,0.149742,25
M3,roc,0.02,0.339482,0.15771,25
M3,roc,0.03,0.424619,0.163414,25
M3,roc,0.04,0.496441,0.158072,25
M3,roc,0.05,0.555451,0.150526,25
M3,roc,0.06,0.60395,0.143767,25
M3,roc,0.07,0.654881,0.14315,25
M3,roc,0.08,0.691053,0.136565,25
M3,roc,0.09,0.720694,0.126494,25
M3,roc,0.1,0.749636,0.115148,25
M3,roc,0.11,0.772755,0.10201,25
M3,roc,0.12,0.796839,0.082434,25
M3,roc,0.13,0.812195,0.081605,25
M3,roc,0.14,0.829274,0.07642,25
M3,roc,0.15,0.839181,0.072339,25
M3,roc,0.16,0.851807,0.068036,25
M3,roc,0.17,0.864772,0.064795,25
M3,roc,0.18,0.873801,0.065542,25
M3,roc,0.19,0.883745,0.060695,25
M3,roc,0.2,0.889202,0.056783,25
M3,roc,0.21,0.89857,0.049939,25
M3,roc,0.22,0.906677,0.049456,25
M3,roc,0.23,0.912671,0.047873,25
M3,roc,0.24,0.919026,0.044598,25
M3,roc,0.25,0.926266,0.04195,25
M3,roc,0.26,0.931084,0.042063,25
M3,roc,0.27,0.938645,0.037489,25
M3,roc,0.28,0.945571,0.034063,25
M3,roc,0.29,0.951869,0.031536,25
M3,roc,0.3,0.954596,0.029539,25
M3,roc,0.31,0.959706,0.027612,25
M3,roc,0.32,0.964499,0.025326,25
M3,roc,0.33,0.9681,0.024701,25
M3,roc,0.34,0.972626,0.021857,25
M3,roc,0.35,0.976842,0.02029,25
M3,roc,0.36,0.980434,0.01916,25
M3,roc,0.37,0.983438,0.016849,25
M3,roc,0.38,0.985561,0.015164,25
M3,roc,0.39,0.987964,0.014412,25
M3,roc,0.4,0.989486,0.013881,25
M3,roc,0.41,0.990689,0.013408,25
M3,roc,0.42,0.99158,0.012153,25
M3,roc,0.43,0.993091,0.009679,25
M3,roc,0.44,0.994295,0.0085,25
M3,roc,0.45,0.995505,0.007833,25
M3,roc,0.46,0.997305,0.006797,25
M3,roc,0.47,0.999403,0.002068,25
M3,roc,0.48,0.999403,0.002068,25
M3,roc,0.49,0.999403,0.002068,25
M3,roc,0.5,0.999403,0.002068,25
M3,roc,0.51,0.999403,0.002068,25
M3,roc,0.52,0.999708,0.00146,25
M3,roc,0.53,0.999708,0.00146,25
M3,roc,0.54,1.0,0.0,25
M3,roc,0.55,1.0,0.0,25
M3,roc,0.56,1.0,0.0,25
M3,roc,0.57,1.0,0.0,25
M3,roc,0.58,1.0,0.0,25
M3,roc,0.59,1.0,0.0,25
M3,roc,0.6,1.0,0.0,25
M3,roc,0.61,1.0,0.0,25
M3,roc,0.62,1.0,0.0,25
M3,roc,0.63,1.0,0.0,25
M3,roc,0.64,1.0,0.0,25
M3,roc,0.65,1.0,0.0,25
M3,roc,0.66,1.0,0.0,25
M3,roc,0.67,1.0,0.0,25
M3,roc,0.68,1.0,0.0,25
M3,roc,0.69,1.0,0.0,25
M3,roc,0.7,1.0,0.0,25
M3,roc,0.71,1.0,0.0,25
M3,roc,0.72,1.0,0.0,25
M3,roc,0.73,1.0,0.0,25
M3,roc,0.74,1.0,0.0,25
M3,roc,0.75,1.0,0.0,25
M3,roc,0.76,1.0,0.0,25
M3,roc,0.77,1.0,0.0,25
M3,roc,0.78,1.0,0.0,25
M3,roc,0.79,1.0,0.0,25
M3,roc,0.8,1.0,0.0,25
M3,roc,0.81,1.0,0.0,25
M3,roc,0.82,1.0,0.0,25
M3,roc,0.83,1.0,0.0,25
M3,roc,0.84,1.0,0.0,25
M3,roc,0.85,1.0,0.0,25
M3,roc,0.86,1.0,0.0,25
M3,roc,0.87,1.0,0.0,25
M3,roc,0.88,1.0,0.0,25
M3,roc,0.89,1.0,0.0,25
M3,roc,0.9,1.0,0.0,25
M3,roc,0.91,1.0,0.0,25
M3,roc,0.92,1.0,0.0,25
M3,roc,0.93,1.0,0.0,25
M3,roc,0.94,1.0,0.0,25
M3,roc,0.95,1.0,0.0,25
M3,roc,0.96,1.0,0.0,25
M3,roc,0.97,1.0,0.0,25
M3,roc,0.98,1.0,0.0,25
M3,roc,0.99,1.0,0.0,25
M3,roc,1.0,1.0,0.0,25
M3,pr,0.0,0.76,0.43589,25
M3,pr,0.01,0.719433,0.244065,25
M3,pr,0.02,0.747082,0.192383,25
M3,pr,0.03,0.791352,0.169288,25
M3,pr,0.04,0.810979,0.151704,25
M3,pr,0.05,0.804092,0.133826,25
M3,pr,0.06,0.809912,0.123533,25
M3,pr,0.07,0.813457,0.11703,25
M3,pr,0.08,0.82005,0.116906,25
M3,pr,0.09,0.82111,0.114693,25
M3,pr,0.1,0.806542,0.113234,25
M3,pr,0.11,0.797512,0.115859,25
M3,pr,0.12,0.789099,0.12097,25
M3,pr,0.13,0.797358,0.119302,25
M3,pr,0.14,0.802898,0.119429,25
M3,pr,0.15,0.801381,0.117646,25
M3,pr,0.16,0.797743,0.117235,25
M3,pr,0.17,0.798853,0.114028,25
M3,pr,0.18,0.794047,0.117886,25
M3,pr,0.19,0.795952,0.119377,25
M3,pr,0.2,0.800926,0.117895,25
M3,pr,0.21,0.801877,0.122433,25
M3,pr,0.22,0.799407,0.122253,25
M3,pr,0.23,0.796497,0.125039,25
M3,pr,0.24,0.795162,0.125979,25
M3,pr,0.25,0.795846,0.127241,25
M3,pr,0.26,0.795684,0.126753,25
M3,pr,0.27,0.79585,0.129976,25
M3,pr,0.28,0.795354,0.132146,25
M3,pr,0.29,0.794563,0.13156,25
M3,pr,0.3,0.792723,0.127557,25
M3,pr,0.31,0.788474,0.123921,25
M3,pr,0.32,0.788401,0.123107,25
M3,pr,0.33,0.786793,0.120723,25
M3,pr,0.34,0.787357,0.119091,25
M3,pr,0.35,0.786976,0.120372,25
M3,pr,0.36,0.787377,0.122724,25
M3,pr,0.37,0.78687,0.122456,25
M3,pr,0.38,0.787844,0.124172,25
M3,pr,0.39,0.784274,0.125156,25
M3,pr,0.4,0.784618,0.123289,25
M3,pr,0.41,0.782938,0.123125,25
M3,pr,0.42,0.782604,0.120379,25
M3,pr,0.43,0.783141,0.121834,25
M3,pr,0.44,0.781959,0.119217,25
M3,pr,0.45,0.781825,0.119246,25
M3,pr,0.46,0.778022,0.118918,25
M3,pr,0.47,0.77642,0.118373,25
M3,pr,0.48,0.773975,0.114549,25
M3,pr,0.49,0.772064,0.113197,25
M3,pr,0.5,0.768129,0.113596,25
M3,pr,0.51,0.768423,0.113004,25
M3,pr,0.52,0.768047,0.11019,25
M3,pr,0.53,0.765419,0.10867,25
M3,pr,0.54,0.763383,0.106359,25
M3,pr,0.55,0.761241,0.103978,25
M3,pr,0.56,0.756842,0.102718,25
M3,pr,0.57,0.749459,0.100166,25
M3,pr,0.58,0.746729,0.097933,25
M3,pr,0.59,0.743681,0.095936,25
M3,pr,0.6,0.741329,0.093395,25
M3,pr,0.61,0.738973,0.092046,25
M3,pr,0.62,0.736219,0.092119,25
M3,pr,0.63,0.73271,0.090067,25
M3,pr,0.64,0.730475,0.089488,25
M3,pr,0.65,0.727709,0.08792,25
M3,pr,0.66,0.723415,0.086665,25
M3,pr,0.67,0.719589,0.088636,25
M3,pr,0.68,0.716739,0.087801,25
M3,pr,0.69,0.713416,0.084851,25
M3,pr,0.7,0.709466,0.085391,25
M3,pr,0.71,0.706356,0.085103,25
M3,pr,0.72,0.698422,0.083503,25
M3,pr,0.73,0.690952,0.081459,25
M3,pr,0.74,0.682054,0.080052,25
M3,pr,0.75,0.674954,0.079731,25
M3,pr,0.76,0.666972,0.078561,25
M3,pr,0.77,0.658519,0.07603,25
M3,pr,0.78,0.648959,0.074028,25
M3,pr,0.79,0.643185,0.075309,25
M3,pr,0.8,0.635698,0.076859,25
M3,pr,0.81,0.629536,0.078999,25
M3,pr,0.82,0.62295,0.079679,25
M3,pr,0.83,0.61235,0.078468,25
M3,pr,0.84,0.602063,0.076343,25
M3,pr,0.85,0.59449,0.074365,25
M3,pr,0.86,0.587243,0.07604,25
M3,pr,0.87,0.576962,0.078561,25
M3,pr,0.88,0.566334,0.077322,25
M3,pr,0.89,0.55167,0.074605,25
M3,pr,0.9,0.541835,0.070677,25
M3,pr,0.91,0.53068,0.068554,25
M3,pr,0.92,0.513603,0.064667,25
M3,pr,0.93,0.500205,0.060344,25
M3,pr,0.94,0.486579,0.058488,25
M3,pr,0.95,0.475829,0.060204,25
M3,pr,0.96,0.460249,0.052636,25
M3,pr,0.97,0.444777,0.052223,25
M3,pr,0.98,0.427085,0.047176,25
M3,pr,0.99,0.4099,0.042559,25
M3,pr,1.0,0.215494,0.03174,25
M4,roc,0.0,0.151451,0.087125,25
M4,roc,0.01,0.350665,0.132514,25
M4,roc,0.02,0.483832,0.152869,25
M4,roc,0.03,0.560687,0.153394,25
M4,roc,0.04,0.626329,0.146681,25
M4,roc,0.05,0.673875,0.13713,25
M4,roc,0.06,0.711352,0.128182,25
M4,roc,0.07,0.742589,0.125223,25
M4,roc,0.08,0.762952,0.10856,25
M4,roc,0.09,0.781509,0.086292,25
M4,roc,0.1,0.804174,0.075233,25
M4,roc,0.11,0.817855,0.066449,25
M4,roc,0.12,0.83313,0.061485,25
M4,roc,0.13,0.84446,0.058954,25
M4,roc,0.14,0.85625,0.057654,25
M4,roc,0.15,0.866758,0.055755,25
M4,roc,0.16,0.878566,0.051985,25
M4,roc,0.17,0.88676,0.050148,25
M4,roc,0.18,0.894271,0.047753,25
M4,roc,0.19,0.901561,0.04447,25
M4,roc,0.2,0.9117,0.041291,25
M4,roc,0.21,0.917117,0.041029,25
M4,roc,0.22,0.924858,0.04194,25
M4,roc,0.23,0.931796,0.039825,25
M4,roc,0.24,0.938986,0.038091,25
M4,roc,0.25,0.946595,0.036186,25
M4,roc,0.26,0.951837,0.035327,25
M4,roc,0.27,0.960177,0.035598,25
M4,roc,0.28,0.967308,0.030411,25
M4,roc,0.29,0.973719,0.029617,25
M4,roc,0.3,0.978863,0.027595,25
M4,roc,0.31,0.981912,0.02676,25
M4,roc,0.32,0.984952,0.024965,25
M4,roc,0.33,0.988007,0.021962,25
M4,roc,0.34,0.990191,0.018564,25
M4,roc,0.35,0.99175,0.015047,25
M4,roc,0.36,0.995139,0.008858,25
M4,roc,0.37,0.996536,0.007038,25
M4,roc,0.38,0.997864,0.004699,25
M4,roc,0.39,0.998197,0.003911,25
M4,roc,0.4,0.998799,0.002809,25
M4,roc,0.41,0.999401,0.002074,25
M4,roc,0.42,0.999704,0.001481,25
M4,roc,0.43,0.999704,0.001481,25
M4,roc,0.44,0.99971,0.001452,25
M4,roc,0.45,1.0,0.0,25
M4,roc,0.46,1.0,0.0,25
M4,roc,0.47,1.0,0.0,25
M4,roc,0.48,1.0,0.0,25
M4,roc,0.49,1.0,0.0,25
M4,roc,0.5,1.0,0.0,25
M4,roc,0.51,1.0,0.0,25
M4,roc,0.52,1.0,0.0,25
M4,roc,0.53,1.0,0.0,25
M4,roc,0.54,1.0,0.0,25
M4,roc,0.55,1.0,0.0,25
M4,roc,0.56,1.0,0.0,25
M4,roc,0.57,1.0,0.0,25
M4,roc,0.58,1.0,0.0,25
M4,roc,0.59,1.0,0.0,25
M4,roc,0.6,1.0,0.0,25
M4,roc,0.61,1.0,0.0,25
M4,roc,0.62,1.0,0.0,25
M4,roc,0.63,1.0,0.0,25
M4,roc,0.64,1.0,0.0,25
M4,roc,0.65,1.0,0.0,25
M4,roc,0.66,1.0,0.0,25
M4,roc,0.67,1.0,0.0,25
M4,roc,0.68,1.0,0.0,25
M4,roc,0.69,1.0,0.0,25
M4,roc,0.7,1.0,0.0,25
M4,roc,0.71,1.0,0.0,25
M4,roc,0.72,1.0,0.0,25
M4,roc,0.73,1.0,0.0,25
M4,roc,0.74,1.0,0.0,25
M4,roc,0.75,1.0,0.0,25
M4,roc,0.76,1.0,0.0,25
M4,roc,0.77,1.0,0.0,25
M4,roc,0.78,1.0,0.0,25
M4,roc,0.79,1.0,0.0,25
M4,roc,0.8,1.0,0.0,25
M4,roc,0.81,1.0,0.0,25
M4,roc,0.82,1.0,0.0,25
M4,roc,0.83,1.0,0.0,25
M4,roc,0.84,1.0,0.0,25
M4,roc,0.85,1.0,0.0,25
M4,roc,0.86,1.0,0.0,25
M4,roc,0.87,1.0,0.0,25
M4,roc,0.88,1.0,0.0,25
M4,roc,0.89,1.0,0.0,25
M4,roc,0.9,1.0,0.0,25
M4,roc,0.91,1.0,0.0,25
M4,roc,0.92,1.0,0.0,25
M4,roc,0.93,1.0,0.0,25
M4,roc,0.94,1.0,0.0,25
M4,roc,0.95,1.0,0.0,25
M4,roc,0.96,1.0,0.0,25
M4,roc,0.97,1.0,0.0,25
M4,roc,0.98,1.0,0.0,25
M4,roc,0.99,1.0,0.0,25
M4,roc,1.0,1.0,0.0,25
M4,pr,0.0,1.0,0.0,25
M4,pr,0.01,1.0,0.0,25
M4,pr,0.02,1.0,0.0,25
M4,pr,0.03,1.0,0.0,25
M4,pr,0.04,0.993562,0.03219,25
M4,pr,0.05,0.994679,0.026607,25
M4,pr,0.06,0.991806,0.04097,25
M4,pr,0.07,0.985005,0.042701,25
M4,pr,0.08,0.98129,0.050418,25
M4,pr,0.09,0.976423,0.057465,25
M4,pr,0.1,0.967113,0.055793,25
M4,pr,0.11,0.959873,0.055519,25
M4,pr,0.12,0.95484,0.06377,25
M4,pr,0.13,0.946797,0.067655,25
M4,pr,0.14,0.938523,0.071063,25
M4,pr,0.15,0.931999,0.073342,25
M4,pr,0.16,0.928342,0.072758,25
M4,pr,0.17,0.921483,0.072446,25
M4,pr,0.18,0.921587,0.072153,25
M4,pr,0.19,0.920277,0.069752,25
M4,pr,0.2,0.918985,0.070996,25
M4,pr,0.21,0.913863,0.074673,25
M4,pr,0.22,0.912466,0.074177,25
M4,pr,0.23,0.9082,0.073578,25
M4,pr,0.24,0.904111,0.074648,25
M4,pr,0.25,0.901175,0.072972,25
M4,pr,0.26,0.898226,0.074953,25
M4,pr,0.27,0.893331,0.079001,25
M4,pr,0.28,0.891758,0.080097,25
M4,pr,0.29,0.88996,0.081482,25
M4,pr,0.3,0.885292,0.0801,25
M4,pr,0.31,0.878456,0.080364,25
M4,pr,0.32,0.877299,0.080962,25
M4,pr,0.33,0.877605,0.082883,25
M4,pr,0.34,0.873142,0.08404,25
M4,pr,0.35,0.872807,0.082409,25
M4,pr,0.36,0.871559,0.083198,25
M4,pr,0.37,0.869327,0.083843,25
M4,pr,0.38,0.86344,0.087793,25
M4,pr,0.39,0.858825,0.093151,25
M4,pr,0.4,0.856879,0.094611,25
M4,pr,0.41,0.854002,0.097233,25
M4,pr,0.42,0.850803,0.096989,25
M4,pr,0.43,0.848117,0.096937,25
M4,pr,0.44,0.84491,0.095617,25
M4,pr,0.45,0.841496,0.098239,25
M4,pr,0.46,0.839733,0.098589,25
M4,pr,0.47,0.836643,0.096409,25
M4,pr,0.48,0.833871,0.096818,25
M4,pr,0.49,0.830957,0.098422,25
M4,pr,0.5,0.827671,0.101739,25
M4,pr,0.51,0.825415,0.102265,25
M4,pr,0.52,0.82431,0.100866,25
M4,pr,0.53,0.822626,0.101695,25
M4,pr,0.54,0.820361,0.101235,25
M4,pr,0.55,0.81773,0.101076,25
M4,pr,0.56,0.815007,0.100786,25
M4,pr,0.57,0.814468,0.099341,25
M4,pr,0.58,0.813214,0.099174,25
M4,pr,0.59,0.811672,0.098376,25
M4,pr,0.6,0.812289,0.097368,25
M4,pr,0.61,0.812111,0.096511,25
M4,pr,0.62,0.810715,0.097013,25
M4,pr,0.63,0.807092,0.096255,25
M4,pr,0.64,0.80426,0.096472,25
M4,pr,0.65,0.801222,0.094784,25
M4,pr,0.66,0.798735,0.093472,25
M4,pr,0.67,0.795455,0.09321,25
M4,pr,0.68,0.793955,0.095223,25
M4,pr,0.69,0.790823,0.094363,25
M4,pr,0.7,0.785556,0.093109,25
M4,pr,0.71,0.779499,0.093293,25
M4,pr,0.72,0.773314,0.096421,25
M4,pr,0.73,0.76794,0.099271,25
M4,pr,0.74,0.75946,0.099926,25
M4,pr,0.75,0.75197,0.098821,25
M4,pr,0.76,0.746552,0.098242,25
M4,pr,0.77,0.737085,0.097706,25
M4,pr,0.78,0.726354,0.095489,25
M4,pr,0.79,0.71336,0.090161,25
M4,pr,0.8,0.702033,0.089984,25
M4,pr,0.81,0.688349,0.086749,25
M4,pr,0.82,0.672214,0.090074,25
M4,pr,0.83,0.656971,0.094389,25
M4,pr,0.84,0.648698,0.09495,25
M4,pr,0.85,0.641073,0.091343,25
M4,pr,0.86,0.624512,0.083667,25
M4,pr,0.87,0.608457,0.078454,25
M4,pr,0.88,0.592537,0.081896,25
M4,pr,0.89,0.583035,0.082263,25
M4,pr,0.9,0.569281,0.077863,25
M4,pr,0.91,0.555294,0.072739,25
M4,pr,0.92,0.542642,0.068731,25
M4,pr,0.93,0.530318,0.063545,25
M4,pr,0.94,0.514897,0.059856,25
M4,pr,0.95,0.505245,0.055208,25
M4,pr,0.96,0.496642,0.053273,25
M4,pr,0.97,0.480114,0.044392,25
M4,pr,0.98,0.469337,0.039796,25
M4,pr,0.99,0.457498,0.040036,25
M4,pr,1.0,0.212291,0.024204,25
M5,roc,0.0,0.109132,0.092392,25
M5,roc,0.01,0.352837,0.139662,25
M5,roc,0.02,0.477566,0.120778,25
M5,roc,0.03,0.557144,0.109612,25
M5,roc,0.04,0.615443,0.108864,25
M5,roc,0.05,0.664612,0.097085,25
M5,roc,0.06,0.708599,0.092993,25
M5,roc,0.07,0.739521,0.08386,25
M5,roc,0.08,0.763503,0.080009,25
M5,roc,0.09,0.780999,0.07819,25
M5,roc,0.1,0.798482,0.075927,25
M5,roc,0.11,0.815206,0.067043,25
M5,roc,0.12,0.829646,0.064066,25
M5,roc,0.13,0.839883,0.060605,25
M5,roc,0.14,0.847711,0.060632,25
M5,roc,0.15,0.859991,0.058702,25
M5,roc,0.16,0.869631,0.060213,25
M5,roc,0.17,0.875347,0.059498,25
M5,roc,0.18,0.883795,0.061316,25
M5,roc,0.19,0.892559,0.0569,25
M5,roc,0.2,0.900382,0.055372,25
M5,roc,0.21,0.909151,0.055977,25
M5,roc,0.22,0.917877,0.051917,25
M5,roc,0.23,0.92421,0.048494,25
M5,roc,0.24,0.93383,0.0471,25
M5,roc,0.25,0.941652,0.045036,25
M5,roc,0.26,0.947372,0.042342,25
M5,roc,0.27,0.953081,0.039216,25
M5,roc,0.28,0.958184,0.035388,25
M5,roc,0.29,0.962699,0.033489,25
M5,roc,0.3,0.966277,0.031526,25
M5,roc,0.31,0.969311,0.028925,25
M5,roc,0.32,0.972312,0.025887,25
M5,roc,0.33,0.975617,0.024639,25
M5,roc,0.34,0.978324,0.023462,25
M5,roc,0.35,0.979525,0.021791,25
M5,roc,0.36,0.981038,0.018101,25
M5,roc,0.37,0.981939,0.018095,25
