run,task,arm,model_id,fold_label,repeat,fold,n_train,n_test,n_features,fit_seconds,predict_seconds,params
EXP-A2,binary,nested search,M7,r2f3,2,3,2597,643,138,714.159807,2.947839,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}"
EXP-A2,binary,nested search,M7,r2f4,2,4,2593,647,138,205.835071,1.342938,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r3f0,3,0,2596,644,138,1049.962949,1.780131,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M7,r3f1,3,1,2593,647,138,189.86896,1.527687,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r3f2,3,2,2585,655,138,220.839177,2.352439,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}"
EXP-A2,binary,nested search,M7,r3f3,3,3,2589,651,138,565.911176,1.792515,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}"
EXP-A2,binary,nested search,M7,r3f4,3,4,2597,643,138,1517.773905,1.849652,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M7,r4f0,4,0,2585,655,138,199.292891,2.250487,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2,binary,nested search,M7,r4f1,4,1,2596,644,138,609.381311,2.043507,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}"
EXP-A2,binary,nested search,M7,r4f2,4,2,2593,647,138,226.017207,1.49254,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}"
EXP-A2,binary,nested search,M7,r4f3,4,3,2589,651,138,1176.722046,2.017338,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M7,r4f4,4,4,2597,643,138,1051.796068,1.271075,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2,binary,nested search,M8,r0f0,0,0,2593,647,138,6.745825,0.08264,"{""colsample_bytree"": 0.5604699929086161, ""learning_rate"": 0.0065589104153522685, ""max_depth"": 3, ""n_estimators"": 964, ""reg_lambda"": 3.770449477850904, ""subsample"": 0.7185777787870882}"
EXP-A2,binary,nested search,M8,r0f1,0,1,2589,651,138,3.776207,0.024076,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}"
EXP-A2,binary,nested search,M8,r0f2,0,2,2596,644,138,26.41615,0.039375,"{""colsample_bytree"": 0.7306009978880863, ""learning_rate"": 0.0010722223248454392, ""max_depth"": 6, ""n_estimators"": 890, ""reg_lambda"": 0.010464370531955008, ""subsample"": 0.915660821469457}"
EXP-A2,binary,nested search,M8,r0f3,0,3,2585,655,138,7.143227,0.025963,"{""colsample_bytree"": 0.5178359648636195, ""learning_rate"": 0.00709129779882058, ""max_depth"": 3, ""n_estimators"": 937, ""reg_lambda"": 9.350175328714839, ""subsample"": 0.8671488249568171}"
EXP-A2,binary,nested search,M8,r0f4,0,4,2597,643,138,3.74251,0.019134,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}"
EXP-A2,binary,nested search,M8,r1f0,1,0,2593,647,138,36.148103,0.050291,"{""colsample_bytree"": 0.7189590299111618, ""learning_rate"": 0.003178714290326965, ""max_depth"": 8, ""n_estimators"": 972, ""reg_lambda"": 0.07968161631400494, ""subsample"": 0.8625526388057163}"
EXP-A2,binary,nested search,M8,r1f1,1,1,2585,655,138,27.094469,0.038468,"{""colsample_bytree"": 0.9458758795247741, ""learning_rate"": 0.0024593048096243067, ""max_depth"": 10, ""n_estimators"": 450, ""reg_lambda"": 0.3103305317506921, ""subsample"": 0.6581277976876803}"
EXP-A2,binary,nested search,M8,r1f2,1,2,2596,644,138,2.79546,0.019217,"{""colsample_bytree"": 0.8596567680568421, ""learning_rate"": 0.016263704328347166, ""max_depth"": 2, ""n_estimators"": 570, ""reg_lambda"": 0.20415077424600683, ""subsample"": 0.9563880166167034}"
EXP-A2,binary,nested search,M8,r1f3,1,3,2589,651,138,11.652996,0.030523,"{""colsample_bytree"": 0.5325561069015637, ""learning_rate"": 0.0010863803807993648, ""max_depth"": 7, ""n_estimators"": 325, ""reg_lambda"": 10.804645411806371, ""subsample"": 0.9791507670379362}"
EXP-A2,binary,nested search,M8,r1f4,1,4,2597,643,138,4.088295,0.01754,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}"
EXP-A2,binary,nested search,M8,r2f0,2,0,2596,644,138,7.905377,0.019912,"{""colsample_bytree"": 0.6031739075362158, ""learning_rate"": 0.002146080832680435, ""max_depth"": 7, ""n_estimators"": 208, ""reg_lambda"": 5.23644684597457, ""subsample"": 0.9996264732325537}"
EXP-A2,binary,nested search,M8,r2f1,2,1,2589,651,138,3.953329,0.018321,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}"
EXP-A2,binary,nested search,M8,r2f2,2,2,2585,655,138,1.109604,0.015732,"{""colsample_bytree"": 0.5003282298684297, ""learning_rate"": 0.11198756955424709, ""max_depth"": 3, ""n_estimators"": 143, ""reg_lambda"": 97.99544357487585, ""subsample"": 0.9071874605057382}"
EXP-A2,binary,nested search,M8,r2f3,2,3,2597,643,138,3.953764,0.018186,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}"
EXP-A2,binary,nested search,M8,r2f4,2,4,2593,647,138,3.911864,0.018234,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}"
EXP-A2,binary,nested search,M8,r3f0,3,0,2596,644,138,5.804715,0.017819,"{""colsample_bytree"": 0.7845999156298387, ""learning_rate"": 0.04677454494018713, ""max_depth"": 5, ""n_estimators"": 274, ""reg_lambda"": 7.19988632211504, ""subsample"": 0.9914158698074835}"
EXP-A2,binary,nested search,M8,r3f1,3,1,2593,647,138,3.275219,0.039186,"{""colsample_bytree"": 0.937064594835139, ""learning_rate"": 0.07483599352406949, ""max_depth"": 2, ""n_estimators"": 580, ""reg_lambda"": 10.840558189347515, ""subsample"": 0.8986698471373711}"
EXP-A2,binary,nested search,M8,r3f2,3,2,2585,655,138,24.419141,0.041894,"{""colsample_bytree"": 0.6657432820609162, ""learning_rate"": 0.062282582709858356, ""max_depth"": 10, ""n_estimators"": 687, ""reg_lambda"": 35.08725555631322, ""subsample"": 0.999505535535215}"
EXP-A2,binary,nested search,M8,r3f3,3,3,2589,651,138,20.740841,0.038777,"{""colsample_bytree"": 0.7128259599938278, ""learning_rate"": 0.04118864685280301, ""max_depth"": 7, ""n_estimators"": 772, ""reg_lambda"": 9.693901130278059, ""subsample"": 0.9973482808308047}"
EXP-A2,binary,nested search,M8,r3f4,3,4,2597,643,138,46.892374,0.06353,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.001, ""max_depth"": 9, ""n_estimators"": 949, ""reg_lambda"": 6.724801530396827, ""subsample"": 0.7242016593436258}"
EXP-A2,binary,nested search,M8,r4f0,4,0,2585,655,138,1.111023,0.016097,"{""colsample_bytree"": 0.5389947697076193, ""learning_rate"": 0.11308403121521995, ""max_depth"": 3, ""n_estimators"": 142, ""reg_lambda"": 49.39616496253741, ""subsample"": 0.8326649928854966}"
EXP-A2,binary,nested search,M8,r4f1,4,1,2596,644,138,36.946291,0.04638,"{""colsample_bytree"": 0.7229163764267956, ""learning_rate"": 0.0031266912307463765, ""max_depth"": 8, ""n_estimators"": 817, ""reg_lambda"": 0.02511306167739, ""subsample"": 0.8387400631785948}"
EXP-A2,binary,nested search,M8,r4f2,4,2,2593,647,138,17.555459,0.035422,"{""colsample_bytree"": 0.6895906860623474, ""learning_rate"": 0.014043258416228568, ""max_depth"": 6, ""n_estimators"": 494, ""reg_lambda"": 68.38351705107361, ""subsample"": 0.8972295104198648}"
EXP-A2,binary,nested search,M8,r4f3,4,3,2589,651,138,11.779742,0.040337,"{""colsample_bytree"": 0.5062181833134413, ""learning_rate"": 0.008500332267029844, ""max_depth"": 4, ""n_estimators"": 965, ""reg_lambda"": 18.408620951505675, ""subsample"": 0.7575872183924575}"
EXP-A2,binary,nested search,M8,r4f4,4,4,2597,643,138,4.45647,0.024566,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r0f0,0,0,2593,647,138,145.884333,1.182815,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.09323453822421686, ""max_depth"": 7, ""min_samples_leaf"": 4, ""n_estimators"": 499, ""subsample"": 0.634483377656865}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r0f1,0,1,2589,651,138,251.682357,1.303432,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r0f2,0,2,2596,644,138,138.353104,1.22591,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.015982313333397728, ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 680, ""subsample"": 0.8202412691633745}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r0f3,0,3,2585,655,138,35.957173,0.781371,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r0f4,0,4,2597,643,138,50.477518,7.079396,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 943}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r1f0,1,0,2593,647,138,41.970702,1.248652,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 1, ""n_estimators"": 872}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r1f1,1,1,2585,655,138,151.691084,0.628594,"{""members"": {""M3"": {""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r1f2,1,2,2596,644,138,93.936431,0.600806,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.015303716369000334, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 619, ""subsample"": 0.8690423266938949}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r1f3,1,3,2589,651,138,40.817482,1.061644,"{""members"": {""M3"": {""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r1f4,1,4,2597,643,138,37.078585,0.97126,"{""members"": {""M3"": {""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 939}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r2f0,2,0,2596,644,138,29.539122,0.574384,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 349}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r2f1,2,1,2589,651,138,41.159414,1.053325,"{""members"": {""M3"": {""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r2f2,2,2,2585,655,138,59.818621,1.039618,"{""members"": {""M3"": {""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 977}, ""M5"": {""learning_rate"": 0.0010393190962653526, ""max_depth"": 6, ""min_samples_leaf"": 4, ""n_estimators"": 235, ""subsample"": 0.6008106218062078}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r2f3,2,3,2597,643,138,100.484203,0.48169,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.01444212651437026, ""max_depth"": 4, ""min_samples_leaf"": 14, ""n_estimators"": 737, ""subsample"": 0.7906090962538036}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r2f4,2,4,2593,647,138,40.824912,1.061863,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r3f0,3,0,2596,644,138,147.162489,0.606232,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 152}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r3f1,3,1,2593,647,138,23.281225,0.445799,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r3f2,3,2,2585,655,138,35.104278,0.946234,"{""members"": {""M3"": {""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.023407993616080324, ""max_depth"": 2, ""min_samples_leaf"": 14, ""n_estimators"": 207, ""subsample"": 0.6592929852339807}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r3f3,3,3,2589,651,138,62.53467,0.542136,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 109}, ""M5"": {""learning_rate"": 0.005105870407237786, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 759, ""subsample"": 0.8115289417755925}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r3f4,3,4,2597,643,138,147.374062,0.528667,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 121}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r4f0,4,0,2585,655,138,33.618279,0.716112,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 534}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r4f1,4,1,2596,644,138,89.38328,0.904242,"{""members"": {""M3"": {""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""n_estimators"": 848}, ""M5"": {""learning_rate"": 0.036614797115554064, ""max_depth"": 2, ""min_samples_leaf"": 19, ""n_estimators"": 799, ""subsample"": 0.954711345954176}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r4f2,4,2,2593,647,138,40.036227,0.822976,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 6, ""n_estimators"": 614}, ""M5"": {""learning_rate"": 0.017842583543290262, ""max_depth"": 3, ""min_samples_leaf"": 10, ""n_estimators"": 192, ""subsample"": 0.8412516425971764}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r4f3,4,3,2589,651,138,164.616615,0.979618,"{""members"": {""M3"": {""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-A2-so04_subset,binary,nested search (on the SO-04 20-feature subset rather than all 138),M6,r4f4,4,4,2597,643,138,146.879654,0.555712,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 151}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
