run,task,arm,model_id,fold_label,repeat,fold,n_train,n_test,n_features,fit_seconds,predict_seconds,params
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M7,r0f3,0,3,369,92,138,82.821784,0.455552,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M7,r0f4,0,4,369,92,138,84.958404,0.461033,{}
EXP-C1-three_class,circor_murmur,nested search,M3,r0f0,0,0,2530,633,138,3.929684,1.918858,"{""C"": 23.937418592190927, ""class_weight"": ""balanced"", ""gamma"": 0.011938521011127445}"
EXP-C1-three_class,circor_murmur,nested search,M3,r0f1,0,1,2530,633,138,4.036538,1.676781,"{""C"": 4.846377926629961, ""class_weight"": ""balanced"", ""gamma"": 0.01706971857386489}"
EXP-C1-three_class,circor_murmur,nested search,M3,r0f2,0,2,2530,633,138,2.869717,1.74886,"{""C"": 3.254245444139968, ""class_weight"": ""balanced"", ""gamma"": 0.013031526519601575}"
EXP-C1-three_class,circor_murmur,nested search,M3,r0f3,0,3,2531,632,138,3.173691,1.401052,"{""C"": 296.1486059249461, ""class_weight"": null, ""gamma"": 0.007773818602905711}"
EXP-C1-three_class,circor_murmur,nested search,M3,r0f4,0,4,2531,632,138,2.933315,2.04659,"{""C"": 63.643628032697734, ""class_weight"": null, ""gamma"": 0.013963834368890033}"
EXP-C1-three_class,circor_murmur,nested search,M4,r0f0,0,0,2530,633,138,2.876081,0.280553,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}"
EXP-C1-three_class,circor_murmur,nested search,M4,r0f1,0,1,2530,633,138,11.400789,1.87096,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 599}"
EXP-C1-three_class,circor_murmur,nested search,M4,r0f2,0,2,2530,633,138,46.182048,1.073952,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 954}"
EXP-C1-three_class,circor_murmur,nested search,M4,r0f3,0,3,2531,632,138,7.466719,0.837141,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 3, ""n_estimators"": 995}"
EXP-C1-three_class,circor_murmur,nested search,M4,r0f4,0,4,2531,632,138,8.903377,1.000322,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 546}"
EXP-C1-three_class,circor_murmur,nested search,M5,r0f0,0,0,2530,633,138,57.38855,0.0387,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-C1-three_class,circor_murmur,nested search,M5,r0f1,0,1,2530,633,138,56.640756,0.034494,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-C1-three_class,circor_murmur,nested search,M5,r0f2,0,2,2530,633,138,56.874689,0.02848,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-C1-three_class,circor_murmur,nested search,M5,r0f3,0,3,2531,632,138,487.919346,0.171913,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-C1-three_class,circor_murmur,nested search,M5,r0f4,0,4,2531,632,138,505.38182,0.171143,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-C1-three_class,circor_murmur,nested search,M6,r0f0,0,0,2530,633,138,141.81708,2.628841,"{""members"": {""M3"": {""C"": 23.937418592190927, ""class_weight"": ""balanced"", ""gamma"": 0.011938521011127445}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-three_class,circor_murmur,nested search,M6,r0f1,0,1,2530,633,138,127.604885,2.194676,"{""members"": {""M3"": {""C"": 4.846377926629961, ""class_weight"": ""balanced"", ""gamma"": 0.01706971857386489}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 599}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-three_class,circor_murmur,nested search,M6,r0f2,0,2,2530,633,138,179.814404,2.318103,"{""members"": {""M3"": {""C"": 3.254245444139968, ""class_weight"": ""balanced"", ""gamma"": 0.013031526519601575}, ""M4"": {""class_weight"": null, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 954}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-three_class,circor_murmur,nested search,M6,r0f3,0,3,2531,632,138,950.021079,2.577458,"{""members"": {""M3"": {""C"": 296.1486059249461, ""class_weight"": null, ""gamma"": 0.007773818602905711}, ""M4"": {""class_weight"": null, ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 3, ""n_estimators"": 995}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C1-three_class,circor_murmur,nested search,M6,r0f4,0,4,2531,632,138,1111.577726,7.043316,"{""members"": {""M3"": {""C"": 63.643628032697734, ""class_weight"": null, ""gamma"": 0.013963834368890033}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 546}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C1-three_class,circor_murmur,nested search,M7,r0f0,0,0,2530,633,138,431.747038,1.644061,"{""members"": {""M3"": {""C"": 23.937418592190927, ""class_weight"": ""balanced"", ""gamma"": 0.011938521011127445}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-three_class,circor_murmur,nested search,M7,r0f1,0,1,2530,633,138,351.768491,2.274333,"{""members"": {""M3"": {""C"": 4.846377926629961, ""class_weight"": ""balanced"", ""gamma"": 0.01706971857386489}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 599}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-three_class,circor_murmur,nested search,M7,r0f2,0,2,2530,633,138,575.191184,3.449078,"{""members"": {""M3"": {""C"": 3.254245444139968, ""class_weight"": ""balanced"", ""gamma"": 0.013031526519601575}, ""M4"": {""class_weight"": null, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 954}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-three_class,circor_murmur,nested search,M7,r0f3,0,3,2531,632,138,3772.190017,3.214841,"{""members"": {""M3"": {""C"": 296.1486059249461, ""class_weight"": null, ""gamma"": 0.007773818602905711}, ""M4"": {""class_weight"": null, ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 3, ""n_estimators"": 995}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C1-three_class,circor_murmur,nested search,M7,r0f4,0,4,2531,632,138,3159.929829,3.792762,"{""members"": {""M3"": {""C"": 63.643628032697734, ""class_weight"": null, ""gamma"": 0.013963834368890033}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 546}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C1-two_class,circor_murmur,nested search,M3,r0f0,0,0,2405,602,138,2.522804,1.887878,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}"
EXP-C1-two_class,circor_murmur,nested search,M3,r0f1,0,1,2406,601,138,2.908228,1.884366,"{""C"": 0.9575089328562135, ""class_weight"": ""balanced"", ""gamma"": 0.0011852842120793588}"
EXP-C1-two_class,circor_murmur,nested search,M3,r0f2,0,2,2405,602,138,1.849217,0.795067,"{""C"": 1000.0, ""class_weight"": ""balanced"", ""gamma"": 0.0001}"
EXP-C1-two_class,circor_murmur,nested search,M3,r0f3,0,3,2406,601,138,1.826844,1.138329,"{""C"": 173.8146709781495, ""class_weight"": ""balanced"", ""gamma"": 0.010216212083806325}"
EXP-C1-two_class,circor_murmur,nested search,M3,r0f4,0,4,2406,601,138,1.954305,1.313532,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}"
EXP-C1-two_class,circor_murmur,nested search,M4,r0f0,0,0,2405,602,138,7.824847,0.137409,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 135}"
EXP-C1-two_class,circor_murmur,nested search,M4,r0f1,0,1,2406,601,138,25.091942,0.744566,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 779}"
EXP-C1-two_class,circor_murmur,nested search,M4,r0f2,0,2,2405,602,138,5.324257,0.156765,"{""class_weight"": null, ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 105}"
EXP-C1-two_class,circor_murmur,nested search,M4,r0f3,0,3,2406,601,138,2.037073,0.21828,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}"
EXP-C1-two_class,circor_murmur,nested search,M4,r0f4,0,4,2406,601,138,11.401982,0.232565,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 185}"
EXP-C1-two_class,circor_murmur,nested search,M5,r0f0,0,0,2405,602,138,28.695513,0.022369,"{""learning_rate"": 0.07532621015030182, ""max_depth"": 8, ""min_samples_leaf"": 14, ""n_estimators"": 155, ""subsample"": 0.6944034377313526}"
EXP-C1-two_class,circor_murmur,nested search,M5,r0f1,0,1,2406,601,138,17.195391,0.014209,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-C1-two_class,circor_murmur,nested search,M5,r0f2,0,2,2405,602,138,136.924685,0.063287,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-C1-two_class,circor_murmur,nested search,M5,r0f3,0,3,2406,601,138,19.458525,0.018927,"{""learning_rate"": 0.08884909929476544, ""max_depth"": 8, ""min_samples_leaf"": 20, ""n_estimators"": 139, ""subsample"": 0.6003115063364057}"
EXP-C1-two_class,circor_murmur,nested search,M5,r0f4,0,4,2406,601,138,142.39497,0.0566,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-C1-two_class,circor_murmur,nested search,M6,r0f0,0,0,2405,602,138,189.44002,1.461869,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 135}, ""M5"": {""learning_rate"": 0.07532621015030182, ""max_depth"": 8, ""min_samples_leaf"": 14, ""n_estimators"": 155, ""subsample"": 0.6944034377313526}}}"
EXP-C1-two_class,circor_murmur,nested search,M6,r0f1,0,1,2406,601,138,172.079277,2.006405,"{""members"": {""M3"": {""C"": 0.9575089328562135, ""class_weight"": ""balanced"", ""gamma"": 0.0011852842120793588}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 779}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-two_class,circor_murmur,nested search,M6,r0f2,0,2,2405,602,138,777.263182,1.000321,"{""members"": {""M3"": {""C"": 1000.0, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": null, ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 105}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C1-two_class,circor_murmur,nested search,M6,r0f3,0,3,2406,601,138,108.752345,1.240021,"{""members"": {""M3"": {""C"": 173.8146709781495, ""class_weight"": ""balanced"", ""gamma"": 0.010216212083806325}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.08884909929476544, ""max_depth"": 8, ""min_samples_leaf"": 20, ""n_estimators"": 139, ""subsample"": 0.6003115063364057}}}"
EXP-C1-two_class,circor_murmur,nested search,M6,r0f4,0,4,2406,601,138,774.204709,1.579107,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 185}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C1-two_class,circor_murmur,nested search,M7,r0f0,0,0,2405,602,138,174.170974,1.145544,"{""members"": {""M3"": {""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 135}, ""M5"": {""learning_rate"": 0.07532621015030182, ""max_depth"": 8, ""min_samples_leaf"": 14, ""n_estimators"": 155, ""subsample"": 0.6944034377313526}}}"
EXP-C1-two_class,circor_murmur,nested search,M7,r0f1,0,1,2406,601,138,167.159316,1.667008,"{""members"": {""M3"": {""C"": 0.9575089328562135, ""class_weight"": ""balanced"", ""gamma"": 0.0011852842120793588}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 779}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C1-two_class,circor_murmur,nested search,M7,r0f2,0,2,2405,602,138,18876.091346,1.100725,"{""members"": {""M3"": {""C"": 1000.0, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": null, ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 105}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C1-two_class,circor_murmur,nested search,M7,r0f3,0,3,2406,601,138,129.337928,1.224108,"{""members"": {""M3"": {""C"": 173.8146709781495, ""class_weight"": ""balanced"", ""gamma"": 0.010216212083806325}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.08884909929476544, ""max_depth"": 8, ""min_samples_leaf"": 20, ""n_estimators"": 139, ""subsample"": 0.6003115063364057}}}"
EXP-C1-two_class,circor_murmur,nested search,M7,r0f4,0,4,2406,601,138,807.670358,1.593163,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""n_estimators"": 185}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C2,circor_outcome,nested search,M3,r0f0,0,0,2530,633,138,2.602765,1.68671,"{""C"": 0.01, ""class_weight"": null, ""gamma"": 0.0001}"
EXP-C2,circor_outcome,nested search,M3,r0f1,0,1,2530,633,138,2.736455,1.502677,"{""C"": 1.290322770968029, ""class_weight"": ""balanced"", ""gamma"": 0.00015556216756077104}"
EXP-C2,circor_outcome,nested search,M3,r0f2,0,2,2530,633,138,2.700352,2.095717,"{""C"": 0.08558042646296152, ""class_weight"": null, ""gamma"": 0.0001}"
EXP-C2,circor_outcome,nested search,M3,r0f3,0,3,2531,632,138,2.446999,1.576212,"{""C"": 0.02292320689513215, ""class_weight"": null, ""gamma"": 0.00031071123188775073}"
EXP-C2,circor_outcome,nested search,M3,r0f4,0,4,2531,632,138,3.079824,2.69225,"{""C"": 0.01, ""class_weight"": null, ""gamma"": 0.00383818069975465}"
EXP-C2,circor_outcome,nested search,M4,r0f0,0,0,2530,633,138,6.024122,0.884637,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 967}"
EXP-C2,circor_outcome,nested search,M4,r0f1,0,1,2530,633,138,0.740599,0.140603,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 8, ""n_estimators"": 103}"
EXP-C2,circor_outcome,nested search,M4,r0f2,0,2,2530,633,138,2.396731,0.179396,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}"
EXP-C2,circor_outcome,nested search,M4,r0f3,0,3,2531,632,138,8.942402,0.764,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""n_estimators"": 986}"
EXP-C2,circor_outcome,nested search,M4,r0f4,0,4,2531,632,138,44.217193,0.818693,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 986}"
EXP-C2,circor_outcome,nested search,M5,r0f0,0,0,2530,633,138,20.794505,0.014043,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-C2,circor_outcome,nested search,M5,r0f1,0,1,2530,633,138,22.042832,0.018989,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-C2,circor_outcome,nested search,M5,r0f2,0,2,2530,633,138,179.102853,0.070832,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-C2,circor_outcome,nested search,M5,r0f3,0,3,2531,632,138,145.898202,0.062352,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-C2,circor_outcome,nested search,M5,r0f4,0,4,2531,632,138,20.482244,0.031043,"{""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}"
EXP-C2,circor_outcome,nested search,M6,r0f0,0,0,2530,633,138,172.279521,3.048506,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": null, ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 967}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C2,circor_outcome,nested search,M6,r0f1,0,1,2530,633,138,121.844416,1.711767,"{""members"": {""M3"": {""C"": 1.290322770968029, ""class_weight"": ""balanced"", ""gamma"": 0.00015556216756077104}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 8, ""n_estimators"": 103}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C2,circor_outcome,nested search,M6,r0f2,0,2,2530,633,138,917.484503,2.241038,"{""members"": {""M3"": {""C"": 0.08558042646296152, ""class_weight"": null, ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C2,circor_outcome,nested search,M6,r0f3,0,3,2531,632,138,782.490171,2.212909,"{""members"": {""M3"": {""C"": 0.02292320689513215, ""class_weight"": null, ""gamma"": 0.00031071123188775073}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""n_estimators"": 986}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C2,circor_outcome,nested search,M6,r0f4,0,4,2531,632,138,209.001803,2.274766,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": null, ""gamma"": 0.00383818069975465}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 986}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C2,circor_outcome,nested search,M7,r0f0,0,0,2530,633,138,126.447159,2.177703,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": null, ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 967}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C2,circor_outcome,nested search,M7,r0f1,0,1,2530,633,138,112.775196,1.575592,"{""members"": {""M3"": {""C"": 1.290322770968029, ""class_weight"": ""balanced"", ""gamma"": 0.00015556216756077104}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 8, ""n_estimators"": 103}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-C2,circor_outcome,nested search,M7,r0f2,0,2,2530,633,138,3064.797019,5.341019,"{""members"": {""M3"": {""C"": 0.08558042646296152, ""class_weight"": null, ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C2,circor_outcome,nested search,M7,r0f3,0,3,2531,632,138,1525.97178,2.213472,"{""members"": {""M3"": {""C"": 0.02292320689513215, ""class_weight"": null, ""gamma"": 0.00031071123188775073}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""n_estimators"": 986}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-C2,circor_outcome,nested search,M7,r0f4,0,4,2531,632,138,209.761549,2.151581,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": null, ""gamma"": 0.00383818069975465}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 986}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
